side,target_atr,stop_atr,target_ticks,stop_ticks,horizon,n,ties,tie_rate,target_first,stop_first,unresolved,gap_ns_median
1,4.0,1.5,104.36786723687572,39.1379502138284,60,33,0,0.0,0,0,0,
1,0.75,0.5,19.101954600121047,12.734636400080698,15,128,13,0.1015625,5,8,0,137915588954.0
1,0.75,0.5,19.101954600121047,12.734636400080698,30,128,13,0.1015625,5,8,0,137915588954.0
1,0.75,0.5,19.101954600121047,12.734636400080698,60,128,13,0.1015625,5,8,0,137915588954.0
1,0.75,0.75,19.101954600121047,19.101954600121047,15,128,8,0.0625,4,4,0,180410679058.0
1,0.75,0.75,19.101954600121047,19.101954600121047,30,128,9,0.0703125,4,5,0,205423994350.0
1,0.75,0.75,19.101954600121047,19.101954600121047,60,128,9,0.0703125,4,5,0,205423994350.0
1,0.75,1.0,19.101954600121047,25.469272800161395,15,128,10,0.078125,5,5,0,211197999387.0
1,0.75,1.0,19.101954600121047,25.469272800161395,30,128,12,0.09375,6,6,0,211197999387.0
1,0.75,1.0,19.101954600121047,25.469272800161395,60,128,13,0.1015625,7,6,0,176207559952.0
1,0.75,1.5,19.101954600121047,38.203909200242094,15,128,4,0.03125,3,1,0,121827088829.0
1,0.75,1.5,19.101954600121047,38.203909200242094,30,128,5,0.0390625,4,1,0,121903071860.0
1,0.75,1.5,19.101954600121047,38.203909200242094,60,128,6,0.046875,5,1,0,121903990791.0
1,1.0,0.5,25.469272800161395,12.734636400080698,15,128,10,0.078125,2,8,0,133613329529.0
1,1.0,0.5,25.469272800161395,12.734636400080698,30,128,11,0.0859375,3,8,0,113754003376.0
1,1.0,0.5,25.469272800161395,12.734636400080698,60,128,11,0.0859375,3,8,0,113754003376.0
1,1.0,0.75,25.469272800161395,19.101954600121047,15,128,5,0.0390625,2,3,0,155397363766.0
1,1.0,0.75,25.469272800161395,19.101954600121047,30,128,7,0.0546875,3,4,0,155397363766.0
1,1.0,0.75,25.469272800161395,19.101954600121047,60,128,7,0.0546875,3,4,0,155397363766.0
1,1.0,1.0,25.469272800161395,25.469272800161395,15,128,5,0.0390625,3,2,0,111912253454.0
1,1.0,1.0,25.469272800161395,25.469272800161395,30,128,8,0.0625,5,3,0,117660220859.0
1,1.0,1.0,25.469272800161395,25.469272800161395,60,128,10,0.078125,6,4,0,122467750349.0
1,1.0,1.5,25.469272800161395,38.203909200242094,15,128,2,0.015625,2,0,0,121410937992.0
1,1.0,1.5,25.469272800161395,38.203909200242094,30,128,4,0.03125,4,0,0,121566438342.0
1,1.0,1.5,25.469272800161395,38.203909200242094,60,128,5,0.0390625,5,0,0,121566438342.0
1,1.5,0.5,38.203909200242094,12.734636400080698,15,128,7,0.0546875,1,6,0,64060450504.0
1,1.5,0.5,38.203909200242094,12.734636400080698,30,128,9,0.0703125,3,6,0,111912253454.0
1,1.5,0.5,38.203909200242094,12.734636400080698,60,128,9,0.0703125,3,6,0,111912253454.0
1,1.5,0.75,38.203909200242094,19.101954600121047,15,128,3,0.0234375,1,2,0,162769170768.0
1,1.5,0.75,38.203909200242094,19.101954600121047,30,128,5,0.0390625,3,2,0,121190678916.0
1,1.5,0.75,38.203909200242094,19.101954600121047,60,128,5,0.0390625,3,2,0,121190678916.0
1,1.5,1.0,38.203909200242094,25.469272800161395,15,128,1,0.0078125,1,0,0,54045107400.0
1,1.5,1.0,38.203909200242094,25.469272800161395,30,128,3,0.0234375,3,0,0,121566438342.0
1,1.5,1.0,38.203909200242094,25.469272800161395,60,128,3,0.0234375,3,0,0,121566438342.0
1,1.5,1.5,38.203909200242094,38.203909200242094,15,128,0,0.0,0,0,0,
1,1.5,1.5,38.203909200242094,38.203909200242094,30,128,2,0.015625,2,0,0,121566438342.0
1,1.5,1.5,38.203909200242094,38.203909200242094,60,128,2,0.015625,2,0,0,121566438342.0
1,2.0,0.5,50.93854560032279,12.734636400080698,15,128,3,0.0234375,1,2,0,38338183046.0
1,2.0,0.5,50.93854560032279,12.734636400080698,30,128,3,0.0234375,1,2,0,38338183046.0
1,2.0,0.5,50.93854560032279,12.734636400080698,60,128,3,0.0234375,1,2,0,38338183046.0
1,2.0,0.75,50.93854560032279,19.101954600121047,15,128,1,0.0078125,1,0,0,51830035268.0
