bucket,vol_state,side,target_atr,stop_atr,horizon,n,target,stop,target_max,stop_min,open_pnl,cost_atr,p_target,p_target_max,p_stop,p_neither,ev_barrier,ev_open,ev_lo,ev_hi,cost,p_null,ev_null,ev_delta,lift,mde,thin,beats_mde,passes,undecided,ev_mirror,ev_sym
"(14.0, inf]",CONTRACTING,1,1.0,1.5,15,858,236,162,237,161,-43.15653809123474,22.028981079620134,0.27505827505827507,0.2762237762237762,0.1888111888111888,0.5361305361305362,-0.008158508158508158,-0.05029899544432953,-0.08413230672593808,-0.08121855381218517,0.02567480312310039,0.301556420233463,-0.02172175479961685,-0.06241055192632122,-0.026498145175187948,0.34593182773806913,False,False,False,False,0.002053691588348402,-0.041039307568794835
"(7.0, 10.0]",CONTRACTING,1,1.0,1.5,30,3175,1439,928,1442,925,-146.5765180911515,167.69485600288158,0.4532283464566929,0.4541732283464567,0.2922834645669291,0.25448818897637804,0.014803149606299212,-0.04616583246965402,-0.08417996034457735,-0.08181775562016791,0.052817277481222544,0.47030069619315656,-0.052096933481957826,-0.032083026862619525,-0.017072349736463655,0.4951296807010914,False,False,False,False,-0.012210406383100938,-0.04819518336383914
"(14.0, inf]",CONTRACTING,1,4.0,1.0,30,855,8,400,8,400,317.9740322126749,21.95308796592333,0.00935672514619883,0.00935672514619883,0.4678362573099415,0.5228070175438597,-0.4304093567251462,0.3718994528803215,-0.0841860301207584,-0.0841860301207584,0.02567612627593372,0.012931798051372897,0.005565294922282276,-0.08975132504304068,-0.0035750729051740662,0.02499837591672838,False,False,False,False,0.06149180327919976,-0.01134711342077932
"(7.0, 10.0]",EXPANDING,1,0.75,0.75,60,3761,1796,1955,1878,1873,-0.18292574230171266,197.27354096545074,0.4775325711247009,0.49933528316936987,0.5198085615527785,0.0026588673225205195,-0.03170699282105823,-4.8637527865384916e-05,-0.08420804751602032,-0.05150397944901687,0.05245241716709671,0.48447951897782787,-0.07359361544348304,-0.010614432072537275,-0.006946947853126995,0.5073124543411205,False,False,False,False,-0.053400854885176555,-0.06880445120059844
"(0.0, 7.0]",EXPANDING,-1,2.0,0.75,15,3185,313,1592,320,1585,547.2629285841967,248.0024988095714,0.09827315541601256,0.10047095761381476,0.4998430141287284,0.40188383045525905,-0.1783359497645212,0.17182509531685927,-0.0843766311539638,-0.07833267511000774,0.07786577670630185,0.09192238888124397,-0.08064779279217414,-0.003728838361789652,0.006350766534768584,0.10655756173733681,False,False,False,False,-0.07618529777301723,-0.0802809644634905
"(10.0, 14.0]",EXPANDING,-1,1.0,1.5,60,2771,1502,1031,1515,1018,-86.68526244624988,102.7589053624695,0.5420425839047275,0.5467340310357272,0.3720678455431252,0.0858895705521473,-0.016059184409960302,-0.03128302506180075,-0.08442589960617805,-0.07269728177867896,0.037083690134417,0.5329831419496701,-0.07643298088598906,-0.007992918720188993,0.009059441955057368,0.5594964490282502,False,False,False,False,-0.011027941179449144,-0.0477269203928136
"(0.0, 7.0]",STABLE,-1,1.0,0.5,60,10983,3639,7322,3898,7063,5.165045453249112,912.715133199325,0.3313302376399891,0.3549121369389056,0.6666666666666666,0.0020030956933442257,-0.0020030956933442595,0.0004702763774241202,-0.08463535352327013,-0.04926250457489537,0.08310253420734999,0.32854068857589985,-0.08888735232394018,0.004251998800670051,0.002789549064089236,0.3411319774305146,False,False,False,False,-0.0920011742318978,-0.08831826387758396
"(10.0, 14.0]",STABLE,-1,1.5,1.0,60,3763,1263,2127,1270,2120,56.385728645638665,142.4723347408888,0.3356364602710603,0.33749667818230134,0.5652404996013819,0.0991230401275578,-0.06178580919479139,0.01498424890928479,-0.08466293013426791,-0.08001238535616534,0.03786136984876131,0.33740532616662594,-0.08756293753291865,0.0029000073986507335,-0.00176886589556563,0.3590943122857505,False,False,False,False,-0.016251357337982383,-0.05045714373612515
"(0.0, 7.0]",EXPANDING,-1,4.0,0.75,15,3185,38,1602,42,1598,1027.3412430717558,248.0024988095714,0.011930926216640502,0.013186813186813187,0.5029827315541602,0.48508634222919933,-0.3295133437990581,0.32255612027370667,-0.08482300023165326,-0.07885753712333299,0.07786577670630185,0.010137149672033392,-0.07977099734340329,-0.0050520028882499735,0.0017937765446071098,0.015455621799845264,False,False,False,False,-0.05701134291462857,-0.07091717157314091
"(7.0, 10.0]",STABLE,-1,1.5,1.5,30,6501,1925,1944,1927,1942,-180.3270346741119,342.64702555540435,0.2961082910321489,0.2964159360098446,0.2990309183202584,0.4048607906475927,-0.004383940932164283,-0.027738353280127966,-0.08482911247954411,-0.08390617754645689,0.05270681826725186,0.30788031402755145,-0.057394141683554334,-0.027434970795989777,-0.011772022995402531,0.3239865555683319,False,False,False,False,-0.021507458988046832,-0.05316828573379547
"(10.0, 14.0]",CONTRACTING,-1,0.75,0.75,30,1665,730,833,739,824,-0.5173687883344487,63.50327803363372,0.43843843843843844,0.44384384384384384,0.5003003003003003,0.0612612612612613,-0.046396396396396394,-0.0003107320050056749,-0.08484723532850941,-0.0767391272204013,0.03814010692710734,0.45635305528612996,-0.070749042555904,-0.014098192772605406,-0.017914616847691522,0.49058898517634114,False,False,False,False,0.0004589133661866256,-0.04219416098116139
"(14.0, inf]",EXPANDING,-1,1.0,1.5,60,2541,1285,879,1290,874,-121.44287080479654,60.8751728936191,0.5057064147973239,0.5076741440377804,0.345926800472255,0.1483667847304211,-0.013183785911058638,-0.047793337585516155,-0.0849342950406988,-0.08001497193955752,0.023957171544124006,0.5113251293026574,-0.07728781651321429,-0.007646478527484513,-0.005618714505333466,0.539083506719113,False,False,False,False,0.04012887726118396,-0.02240270888975742
"(0.0, 7.0]",CONTRACTING,1,1.0,1.0,15,6812,2249,2296,2277,2268,57.6536424717954,589.411051536283,0.3301526717557252,0.3342630651790957,0.33705226071638283,0.3327950675278919,-0.006899588960657663,0.008463541173193688,-0.08496145171234405,-0.07674066486560299,0.08652540392488006,0.3329205082335673,-0.08798145438131633,0.003020002668972274,-0.002767836477842067,0.34897195890585936,False,False,False,False,-0.09631014298415713,-0.09063579734825059
"(0.0, 7.0]",STABLE,1,1.0,0.75,15,11804,3639,5295,3739,5195,308.6091068913982,979.5002559918729,0.308285327007794,0.31675703151474077,0.44857675364283295,0.24313791934937307,-0.028147238224330736,0.02614445161736684,-0.08498315393938281,-0.07015767105222591,0.08298036733241891,0.30851795789183983,-0.09263613697455218,0.0076529830351693695,-0.00023263088404584797,0.3204651601725497,False,False,False,False,-0.07854937912442532,-0.08176626653190407
"(0.0, 7.0]",CONTRACTING,1,1.5,0.75,30,6638,1762,3964,1789,3937,338.56686531135654,574.381314253559,0.2654413980114492,0.26950888821934316,0.597167821633022,0.13739078035552887,-0.04971376920759265,0.051004348495232985,-0.08523869372434506,-0.07608684075658367,0.08652927301198539,0.2687960227006238,-0.07694514314543056,-0.008293550578914496,-0.003354624689174579,0.28411974951504887,False,False,False,False,-0.0976191002124173,-0.09142889696838119
"(10.0, 14.0]",CONTRACTING,-1,0.75,0.75,15,1678,623,728,632,719,-1.3208730519370697,63.97784355817555,0.3712753277711561,0.3766388557806913,0.433849821215733,0.19487485101311086,-0.046930870083432656,-0.0007871710679005184,-0.08584548069732575,-0.07780018868302302,0.038127439545992584,0.3969824984912492,-0.06660978409568867,-0.019235696601637084,-0.025707170720093098,0.43056587740038527,False,False,False,False,0.0015453095910378546,-0.04215008555314395
"(14.0, inf]",EXPANDING,-1,1.5,1.5,30,2551,684,694,686,692,-143.06436947997938,61.10121343036764,0.26813014504116034,0.2689141513132105,0.2720501764014112,0.4598196785574284,-0.005880047040376323,-0.05608168148960383,-0.0859135958096225,-0.08356157699347197,0.023951867279642353,0.2712134632418069,-0.06541943068824015,-0.020494165121382357,-0.0030833182006465565,0.2960730242059579,False,False,False,False,0.03565784243418728,-0.025127876687717612
"(10.0, 14.0]",CONTRACTING,-1,1.0,0.5,15,1678,366,1019,381,1004,63.24201245797909,63.97784355817555,0.21811680572109654,0.2270560190703218,0.6072705601907032,0.17461263408820027,-0.08551847437425507,0.037688922799749155,-0.08595699112049848,-0.07254817109666059,0.038127439545992584,0.24900422450211226,-0.06325987026096049,-0.022697120859537998,-0.030887418781015724,0.2789088490700758,False,False,False,False,0.004649885748481899,-0.040653552686008294
"(0.0, 7.0]",CONTRACTING,-1,1.0,1.0,60,6403,3136,3130,3167,3099,-3.003875061457107,553.8240083541089,0.4897704201155708,0.4946119006715602,0.4888333593627987,0.021396220521630482,0.0009370607527721381,-0.0004691355710537415,-0.08602653184687895,-0.0763435707349002,0.08649445702859736,0.49281103286384975,-0.08063388940897037,-0.0053926424379085736,-0.003040612748278937,0.510314451650062,False,False,False,False,-0.0966453433222945,-0.09133593758458672
"(7.0, 10.0]",STABLE,-1,1.5,1.0,15,6535,1053,2221,1062,2212,423.4209987264153,344.38265460412464,0.16113236419280796,0.16250956388676358,0.3398622800306044,0.4990053557765876,-0.0981637337413925,0.06479280776226706,-0.08606911337072827,-0.08262611413583923,0.052698187391602855,0.16930671185441687,-0.062202847440813884,-0.023866265929914386,-0.008174347661608905,0.18241983785801913,False,False,False,False,-0.03716675747174798,-0.061617935421238126
"(0.0, 7.0]",STABLE,-1,1.0,1.0,15,11804,3943,3941,3994,3890,-39.128713220920076,979.5002559918729,0.33403930870891224,0.3383598780074551,0.3338698746187733,0.3320908166723145,0.00016943409013893597,-0.0033148689614469736,-0.08612580220372695,-0.07748466360664122,0.08298036733241891,0.3356268061098115,-0.08869978100584272,0.0025739788021157672,-0.0015874974008992515,0.34783489734208217,False,False,False,False,-0.08847607105819662,-0.08730093663096178
"(10.0, 14.0]",STABLE,-1,1.5,0.75,60,3763,1085,2489,1099,2475,57.60769450128814,142.4723347408888,0.28833377624235984,0.2920542120648419,0.6614403401541323,0.05022588360350777,-0.06357959075205953,0.015308980733799665,-0.08613197986702117,-0.07776099926643654,0.03786136984876131,0.29049596872709504,-0.08279793488088451,-0.0033340449861366667,-0.0021621924847352036,0.31135426808402716,False,False,False,False,-0.025150597542724595,-0.055641288704872886
"(7.0, 10.0]",CONTRACTING,1,1.0,1.0,60,3140,1479,1581,1491,1569,-2.823963458246417,165.86538771846006,0.4710191082802548,0.4748407643312102,0.5035031847133759,0.02547770700636931,-0.03248407643312102,-0.0008993514198236996,-0.0862067997378046,-0.07856348763589377,0.05282337188485989,0.4793686583990981,-0.0685223956960378,-0.0176844040417668,-0.008349550118843307,0.5043516936900059,False,False,False,False,-0.027083256133826002,-0.0566450279358153
"(0.0, 7.0]",STABLE,-1,1.5,1.5,60,10983,4883,4890,4898,4875,-23.79137403210652,912.715133199325,0.44459619411818263,0.44596194118182647,0.44523354274788307,0.1101702631339343,-0.0009560229445506692,-0.00216619994829341,-0.08622475710019407,-0.08212751590926264,0.08310253420734999,0.4397007042253521,-0.09831929111343858,0.012094534013244507,0.004895489892830507,0.4529810259763389,False,False,False,False,-0.08407755250543736,-0.08515115480281571
"(0.0, 7.0]",EXPANDING,1,1.5,0.75,30,3153,883,1944,913,1914,106.94883772324842,245.83373862940914,0.28005074532191565,0.28956549318109737,0.6165556612749762,0.10339359340310816,-0.042340627973358705,0.03391970749230841,-0.0863891217590107,-0.06498093907585181,0.0779682012779604,0.2687960227006238,-0.07694514314543056,-0.009443978613580137,0.011254722621291846,0.2910791474531979,False,False,False,False,-0.06748537396727412,-0.0769372478631424
"(0.0, 7.0]",CONTRACTING,1,1.5,0.75,15,6812,1147,3250,1170,3227,717.7635372089977,589.411051536283,0.16837933059307106,0.1717557251908397,0.4770992366412214,0.3545214327657075,-0.10525543159130946,0.10536751867425098,-0.08641331684193854,-0.07881642899695908,0.08652540392488006,0.17251502224668594,-0.07946879985737222,-0.006944516984566315,-0.004135691653614881,0.18545058819584917,False,False,False,False,-0.10443965619699785,-0.0954264865194682
"(0.0, 7.0]",STABLE,-1,2.0,1.5,15,11804,1192,2250,1197,2245,950.3244023793766,979.5002559918729,0.10098271772280583,0.10140630294815317,0.19061335140630295,0.7084039308708912,-0.08395459166384277,0.08050867522698886,-0.08642628376927282,-0.08494373548055711,0.08298036733241891,0.10086693270950874,-0.0958502811912844,0.009423997422011582,0.00011578501329709279,0.10871096633000737,False,False,False,False,-0.07762083671954621,-0.08202356024440952
"(0.0, 7.0]",EXPANDING,-1,3.0,1.0,15,3185,99,1215,103,1211,890.599545336874,248.0024988095714,0.03108320251177394,0.03233908948194662,0.3814756671899529,0.5874411302982732,-0.2882260596546311,0.2796230911575743,-0.08646874520335868,-0.08144519732266793,0.07786577670630185,0.031145360304573183,-0.08306818859393961,-0.00340055660941907,-6.21577927992431e-05,0.040104126782405373,False,False,False,False,-0.04569658524309162,-0.06608266522322515
"(7.0, 10.0]",STABLE,-1,2.0,1.0,30,6501,1118,3170,1119,3169,713.6444696916169,342.64702555540435,0.17197354253191816,0.17212736502076603,0.4876172896477465,0.3404091678203353,-0.14367020458391017,0.10977456848048253,-0.0866024543706795,-0.0861409869041359,0.05270681826725186,0.18138053621685676,-0.05826250039356708,-0.02833995397711242,-0.009406993684938608,0.19488208658610673,False,False,False,False,-0.029419561529823664,-0.05801100795025158
"(0.0, 7.0]",CONTRACTING,1,1.5,0.5,30,6638,1407,4725,1450,4682,251.40236952159017,574.381314253559,0.21196143416691773,0.21843928894245254,0.7118107863814402,0.07622777945164205,-0.03796324194034348,0.037873210232237144,-0.08661930472009172,-0.07366359516902213,0.08652927301198539,0.21607804511983492,-0.07880342704129152,-0.007815877678800195,-0.004116610952917182,0.23032821539984288,False,False,False,False,-0.09088192106253597,-0.08875061289131383
"(0.0, 7.0]",CONTRACTING,1,0.75,1.5,60,6403,4161,2032,4200,1993,-74.17726458276744,553.8240083541089,0.6498516320474778,0.6559425269404966,0.31735124160549744,0.03279712634702481,0.011361861627362174,-0.011584767231417685,-0.08671736263265287,-0.07301284912336035,0.08649445702859736,0.6417742566510172,-0.10698511726811634,0.020267754635463472,0.008077375396460584,0.658506175085013,False,False,False,False,-0.09579775595665466,-0.09125755929465376
"(0.0, 7.0]",EXPANDING,-1,2.0,0.5,30,3153,433,2346,449,2330,279.25796470618195,245.83373862940914,0.13732952743418966,0.14240405962575325,0.7440532825880114,0.11861718997779891,-0.09736758642562639,0.08856897072825308,-0.08676681697533371,-0.07408048649642474,0.0779682012779604,0.13986210778106092,-0.07951510549911535,-0.007251711476218364,-0.0025325803468712604,0.15742746807898242,False,False,False,False,-0.05213920549269186,-0.06945301123401279
"(0.0, 7.0]",CONTRACTING,1,0.75,1.0,15,6812,3054,2164,3127,2091,-129.0076228263846,589.411051536283,0.4483264826776277,0.45904286553141516,0.31767469172049323,0.23399882560187912,0.01857017028772754,-0.018938288729651292,-0.08689352236680382,-0.06813985237267581,0.08652540392488006,0.4427319847713408,-0.09640819637653524,0.00951467400973141,0.0055944979062869105,0.45960931849380715,False,False,False,False,-0.09110212545607826,-0.08899782391144104
"(10.0, 14.0]",CONTRACTING,-1,3.0,1.0,60,1652,206,1009,206,1009,310.4059858083356,63.02996017781892,0.12469733656174334,0.12469733656174334,0.610774818401937,0.26452784503631965,-0.23668280871670702,0.18789708584039683,-0.08693945179750807,-0.08693945179750809,0.038153728921197894,0.12912289274370878,-0.1000491557316095,0.013109703934101422,-0.00442555618196544,0.15274240004127354,False,False,False,False,0.002418556420735456,-0.042260447688386306
"(0.0, 7.0]",EXPANDING,-1,1.0,0.75,30,3153,1258,1736,1311,1683,15.542668282442698,245.83373862940914,0.39898509356168727,0.41579448144624165,0.5505867427846496,0.050428163653663205,-0.013954963526799874,0.004929485658878115,-0.08699367914588214,-0.057577250347911973,0.0779682012779604,0.3957131466629145,-0.08474361516778961,-0.002250063978092534,0.0032719468987727485,0.42017982430396184,False,False,False,False,-0.11420293558747496,-0.10059830736667855
"(14.0, inf]",STABLE,-1,3.0,1.0,30,2239,127,1048,129,1046,528.8896670413756,56.67423231965815,0.056721750781598926,0.05761500669941939,0.4680661009379187,0.47521214828048236,-0.29790084859312194,0.23621691247939955,-0.08699623281745539,-0.08342320914617356,0.025312296703732983,0.06873339238263951,-0.05048498133136271,-0.036511251486092675,-0.012011641601040582,0.08415069040050614,False,False,False,False,0.0020158668852004436,-0.04249018296612747
"(0.0, 7.0]",CONTRACTING,1,1.5,0.75,60,6403,2044,4178,2072,4150,64.06902303635097,553.8240083541089,0.3192253631110417,0.32359831329064503,0.6525066375136654,0.028267999375292785,-0.010541933468686553,0.010006094492636416,-0.0870302960046475,-0.07719115810054004,0.08649445702859736,0.3232100938967136,-0.07604817869342566,-0.01098211731122184,-0.003984730785671908,0.3396470197121297,False,False,False,False,-0.09997606493383436,-0.09350318046924093
"(0.0, 7.0]",CONTRACTING,-1,1.5,1.0,30,6638,1955,3216,1975,3196,280.11975018528403,574.381314253559,0.29451642060861705,0.2975293763181681,0.484483278095812,0.22100030129557097,-0.04270864718288641,0.04219942003393854,-0.08703850016093326,-0.07950611088705559,0.08652927301198539,0.299939027250129,-0.07590510555973988,-0.011133394601193378,-0.005422606641511951,0.31576394284705206,False,False,False,False,-0.0704142314595994,-0.07872636581026632
"(0.0, 7.0]",CONTRACTING,-1,1.5,0.5,60,6403,1552,4753,1594,4711,44.82974569890298,553.8240083541089,0.24238638138372637,0.24894580665313135,0.742308292987662,0.015305325628611643,-0.007574574418241449,0.0070013658751995915,-0.08706766557163921,-0.07394881503282928,0.08649445702859736,0.24677230046948356,-0.0774351929277008,-0.009632472643938406,-0.004385919085757195,0.2619570614684302,False,False,False,False,-0.08865804158343213,-0.08786285357753568
"(0.0, 7.0]",CONTRACTING,1,1.0,1.5,60,6403,3637,2372,3658,2351,-83.20315002844421,553.8240083541089,0.5680149929720444,0.5712947056067469,0.3704513509292519,0.061533656098703704,0.012337966578166484,-0.012994401066444512,-0.08715089151687538,-0.07895160993011918,0.08649445702859736,0.5650430359937402,-0.10175196595868083,0.014601074441805445,0.0029719569783042132,0.582372916923469,False,False,False,False,-0.11258620591902117,-0.09986854871794829
"(7.0, 10.0]",STABLE,-1,2.0,1.5,15,6535,542,1069,542,1069,293.52063719820677,344.38265460412464,0.082938026013772,0.082938026013772,0.16358071920428463,0.7534812547819434,-0.07949502677888294,0.04491517019100333,-0.08727804397948245,-0.08727804397948247,0.052698187391602855,0.08907389670669712,-0.06633283106267762,-0.02094521291680483,-0.006135870692925122,0.09909079200450045,False,False,False,False,-0.021169159625598847,-0.05422360180254065
"(7.0, 10.0]",CONTRACTING,1,2.0,1.5,60,3140,898,1422,898,1422,228.48468125623617,165.86538771846006,0.2859872611464968,0.2859872611464968,0.45286624203821657,0.26114649681528657,-0.10732484076433121,0.07276582205612617,-0.08738239059306493,-0.08738239059306493,0.05282337188485989,0.30853062758361516,-0.04153916976107106,-0.045843220831993874,-0.02254336643711835,0.33175785988446926,False,False,False,False,0.002206590299065611,-0.04258790014699966
"(0.0, 7.0]",STABLE,-1,1.0,0.5,15,11804,3129,7039,3386,6782,338.28671364575126,979.5002559918729,0.2650796340223653,0.2868519146052186,0.5963232802439851,0.1385970857336496,-0.03308200609962725,0.028658650766329317,-0.08740372266571685,-0.05474530179143693,0.08298036733241891,0.2636117609283978,-0.09364819795802226,0.006244475292305415,0.0014678730939675089,0.2750189388532502,False,False,False,False,-0.09110638445877399,-0.08925505356224542
"(0.0, 7.0]",CONTRACTING,1,1.5,0.5,15,6812,985,4273,1024,4234,652.8102456348117,589.411051536283,0.14459776864357016,0.15032295948326482,0.6272753963593658,0.228126834997064,-0.09674104521432765,0.0958323907273652,-0.08743405841184253,-0.07598367673245321,0.08652540392488006,0.14967203339296362,-0.08072825253558753,-0.006705805876254994,-0.005074264749393459,0.161900023366163,False,False,False,False,-0.09787817543576535,-0.09265611692380393
"(0.0, 7.0]",EXPANDING,-1,1.0,0.75,15,3185,1018,1512,1068,1462,85.32027523357675,248.0024988095714,0.3196232339089482,0.33532182103610675,0.4747252747252747,0.2056514913657771,-0.03642072213500785,0.02678815548934906,-0.08749834335196063,-0.06002581587943316,0.07786577670630185,0.31269207834503004,-0.08809378117841427,0.000595437826453632,0.006931155563918157,0.33583522249263864,False,False,False,False,-0.11089006235980431,-0.09919420285588247
"(0.0, 7.0]",STABLE,-1,1.0,0.5,30,11530,3632,7528,3893,7267,79.64093884033348,957.4135127677637,0.3150043365134432,0.3376409366869037,0.6529054640069384,0.03209019947961844,-0.01144839549002602,0.006907280038190241,-0.0875778468280512,-0.053622946567860375,0.08303673137621541,0.31283710895361383,-0.09137631058845726,0.0037984637604060595,0.0021672275598293433,0.32497108061873536,False,False,False,False,-0.09385745516521661,-0.0907176509966339
"(0.0, 7.0]",STABLE,-1,0.75,0.75,30,11530,5500,5568,5699,5369,-1.9223305130143593,957.4135127677637,0.4770164787510841,0.494275802254987,0.4829141370338248,0.0400693842150911,-0.004423243712055508,-0.00016672424223888632,-0.0876266993305098,-0.06173771407465551,0.08303673137621541,0.4778856526429342,-0.0902617791801026,0.0026350798495927974,-0.0008691738918500946,0.4909215284085325,False,False,False,False,-0.1043357486777753,-0.09598122400414255
"(0.0, 7.0]",STABLE,-1,1.5,1.5,15,11804,2250,2221,2257,2214,-98.92959085814334,979.5002559918729,0.19061335140630295,0.19120637072178923,0.18815655709928839,0.6212300914944087,0.003685191460521857,-0.008381022607433357,-0.08767619847933042,-0.08589714053287158,0.08298036733241891,0.19040410990321546,-0.09474774938181522,0.007071550902484805,0.00020924150308748724,0.20058891414220414,False,False,False,False,-0.08006359413196625,-0.08386989630564834
"(7.0, 10.0]",STABLE,-1,2.0,0.75,30,6501,1002,3952,1005,3949,732.1775626206479,342.64702555540435,0.15413013382556529,0.15459160129210892,0.6079064759267805,0.23796339024765423,-0.14766958929395477,0.11262537496087492,-0.08775103260033171,-0.08648199706733678,0.05270681826725186,0.162938823877944,-0.061961559736240394,-0.025789472864091313,-0.00880869005237872,0.17589029971689318,False,False,False,False,-0.03709245415349552,-0.06242174337691361
"(0.0, 7.0]",CONTRACTING,-1,3.0,0.75,60,6403,892,4678,895,4675,823.9978410558518,553.8240083541089,0.1393096985787912,0.13977822895517725,0.7305950335780103,0.13009526784319858,-0.13001717944713415,0.12868933953706885,-0.08782229693866266,-0.0860653080272149,0.08649445702859736,0.14138302034428796,-0.06431379986848172,-0.023508497070180934,-0.002073321765496766,0.15371052604376115,False,False,False,False,-0.054378514314131834,-0.07110040562639725
"(10.0, 14.0]",STABLE,-1,2.0,0.75,60,3763,781,2597,787,2591,197.73525307343357,142.4723347408888,0.20754716981132076,0.2091416423066702,0.6901408450704225,0.10231198511825679,-0.10251129418017539,0.05254723706442561,-0.0878254269645111,-0.08344062760230009,0.03786136984876131,0.21524554116784755,-0.07984822813926563,-0.00797719882524546,-0.00769837135652679,0.23418727759155467,False,False,False,False,-0.028047520918594495,-0.057936473941552796
"(14.0, inf]",EXPANDING,-1,0.75,1.5,60,2541,1502,788,1509,781,-106.84426170441516,60.8751728936191,0.5911058638331366,0.5938606847697757,0.3101141282959465,0.09878000787091695,-0.021841794569067298,-0.04204811558615315,-0.08784708169934445,-0.08164873459190643,0.023957171544124006,0.5971107544141252,-0.07644023318495581,-0.01140684851438864,-0.006004890580988631,0.6242675259867871,False,False,False,False,0.019452948251302327,-0.034197066724021064
"(0.0, 7.0]",EXPANDING,-1,3.0,0.75,15,3185,93,1601,97,1597,889.8439687766707,248.0024988095714,0.029199372056514912,0.0304552590266876,0.502668759811617,0.46813186813186813,-0.289403453689168,0.2793858614683425,-0.08788336892712736,-0.0831737927889798,0.07786577670630185,0.0297692766386863,-0.0781842593777661,-0.009699109549361262,-0.000569904582171387,0.0385422420966353,False,False,False,False,-0.06032601009381982,-0.0741046895104736
"(0.0, 7.0]",STABLE,-1,4.0,1.5,15,11804,129,2265,131,2263,2823.5008283541683,979.5002559918729,0.010928498813961369,0.011097932904100305,0.19188410708234496,0.7971873941036937,-0.24411216536767197,0.23919864692936024,-0.08789388577073065,-0.08696199827496649,0.08298036733241891,0.01073345259391771,-0.09661896815184969,0.008725082381119034,0.00019504622004365944,0.013485865946625191,False,False,False,False,-0.07015386464943338,-0.07902387521008201
"(7.0, 10.0]",STABLE,-1,4.0,0.5,30,6501,146,4850,147,4849,1611.2559873583145,342.64702555540435,0.022458083371788954,0.022611905860636824,0.7460390709121674,0.23150284571604363,-0.2831872019689279,0.2478474061464874,-0.08804661408969232,-0.08735441288987691,0.05270681826725186,0.02384831876758999,-0.05995666634817622,-0.028089947741516096,-0.0013902353958010344,0.029318115397865725,False,False,False,False,-0.026912982473914795,-0.05747979828180356
"(7.0, 10.0]",STABLE,-1,3.0,0.5,30,6501,324,4843,326,4841,1218.9336051318305,342.64702555540435,0.049838486386709735,0.050146131364405475,0.7449623134902322,0.20519920012305803,-0.22296569758498694,0.18749940088168443,-0.08817311497055434,-0.08709635754861927,0.05270681826725186,0.056065768034365276,-0.056992564514253385,-0.031180550456300957,-0.0062272816476555415,0.0642167153286937,False,False,False,False,-0.030114568906515808,-0.05914384193853507
"(0.0, 7.0]",STABLE,1,1.0,0.75,30,11530,4495,6193,4607,6081,90.51877095986255,957.4135127677637,0.3898525585429315,0.39956634865568086,0.5371205550737207,0.07302688638334776,-0.012987857762359063,0.00785071734257264,-0.08817387179600183,-0.07117473909869047,0.08303673137621541,0.386848646873974,-0.09805503964216243,0.009881167846160596,0.0030039116689574707,0.3995774746735242,False,False,False,False,-0.07428933493074734,-0.0812316033633746
"(0.0, 7.0]",CONTRACTING,1,0.75,1.5,30,6638,3922,1766,3960,1728,-304.38572704353294,574.381314253559,0.5908406146429648,0.5965652304911118,0.2660439891533595,0.14311539620367575,0.044064477252184396,-0.0458550357100833,-0.0883198314698843,-0.07543944581155347,0.08652927301198539,0.5833685099197974,-0.10348596650925346,0.015166135039369158,0.007472104723167394,0.6002883093614405,False,False,False,False,-0.0969717052673871,-0.0926457683686357
"(0.0, 7.0]",STABLE,1,1.0,1.0,15,11804,3890,3994,3941,3943,39.128713220920076,979.5002559918729,0.3295493053202304,0.3338698746187733,0.3383598780074551,0.3320908166723145,-0.00881057268722467,0.0033148689614469736,-0.08847607105819662,-0.07983493246111087,0.08298036733241891,0.3329205082335673,-0.08798145438131633,-0.0004946166768802912,-0.003371202913336868,0.3451046239112998,False,False,False,False,-0.08612580220372695,-0.08730093663096178
"(0.0, 7.0]",CONTRACTING,-1,1.0,1.0,30,6638,2924,2927,2954,2897,-10.41322916059441,574.381314253559,0.4404941247363664,0.445013558300693,0.440946068092799,0.11855980717083459,-0.00045194335643266047,-0.001568729912713831,-0.08854994628113187,-0.07951107915247867,0.08652927301198539,0.44402232540687586,-0.08363205789749606,-0.004917888383635813,-0.0035282006705094626,0.46112421096895717,False,False,False,False,-0.09354746687149211,-0.09104870657631199
"(7.0, 10.0]",STABLE,-1,2.0,0.75,15,6535,488,3120,489,3119,1129.095178273863,344.38265460412464,0.07467482785003826,0.07482785003825555,0.4774292272379495,0.4478959449120123,-0.20872226472838562,0.17277661488505938,-0.0886438372349291,-0.08822302621733155,0.052698187391602855,0.0806748692256686,-0.06728004888732343,-0.02136378834760566,-0.006000041375630344,0.09026101905805299,False,False,False,False,-0.038379660749534014,-0.06351174899223155
"(0.0, 7.0]",CONTRACTING,1,1.5,0.5,60,6403,1553,4767,1596,4724,40.14656809539297,553.8240083541089,0.24254255817585507,0.24925816023738873,0.7444947680774637,0.012962673746681141,-0.008433546774949242,0.006269962220114473,-0.08865804158343213,-0.07522683746036482,0.08649445702859736,0.24745696400625977,-0.07617497751091333,-0.012483064072518799,-0.0049144058304047,0.2626555266324694,False,False,False,False,-0.08706766557163921,-0.08786285357753568
