bucket,phase,side,target_atr,stop_atr,horizon,n,target,stop,target_max,stop_min,open_pnl,cost_atr,p_target,p_target_max,p_stop,p_neither,ev_barrier,ev_open,ev_lo,ev_hi,cost,p_null,lift,mde,thin,beats_mde,passes,undecided,ev_mirror,ev_sym
"(10.0, 14.0]",Asia,1,4.0,0.75,60,7727,431,5440,432,5439,2445.0834033636465,229.06992178025365,0.05577843923903197,0.05590785557137311,0.7040248479358096,0.24019671282515853,-0.30490487899572927,0.3164337263315189,-0.018116541790682957,-0.017501814212062525,0.029645389126472584,0.0528717674628952,0.0029066717761367655,0.06013751882579929,False,False,False,False,0.02205728187301586,0.0019703700411664513
"(7.0, 10.0]",Asia,-1,3.0,0.75,60,9031,1266,6483,1274,6475,1294.803713642061,394.8911370723462,0.14018381131657623,0.14106964898682317,0.7178607020263537,0.14195548665707014,-0.11784409257003654,0.1433732381399691,-0.018197035038233333,-0.014875143774807354,0.043726180608165896,0.1351845754216515,0.004999235894924736,0.145357941367688,False,False,False,False,-0.005215657238818616,-0.011706346138525975
"(14.0, inf]",NY,-1,1.5,0.75,15,9185,1462,3978,1520,3920,789.6676538812229,166.3920295630996,0.15917256396298313,0.16548720740337508,0.433097441480675,0.4077299945563419,-0.08606423516603157,0.08597361501156482,-0.018206246671951733,-0.003998298931069864,0.018115626517484988,0.1590145576707727,0.0001580062922104386,0.1697902360994116,False,False,False,False,-0.030029162440343225,-0.02411770455614748
"(7.0, 10.0]",NY,-1,1.5,1.5,15,3569,626,481,626,481,-113.76939404447893,169.02296743474946,0.17539927150462314,0.17539927150462314,0.13477164471840852,0.6898290837769684,0.06094144017932194,-0.031877106765054335,-0.01829430133909453,-0.018294301339094533,0.04735863475336213,0.18678863950643548,-0.011389368001812339,0.2052651387942193,False,False,False,False,-0.07642296816762974,-0.04735863475336213
"(14.0, inf]",Asia,-1,2.0,1.0,30,7719,1283,3430,1321,3392,859.8838425425479,137.13798728642035,0.1662132400570022,0.17113615753335926,0.444358077471175,0.3894286824718228,-0.11193159735717062,0.11139834726551986,-0.01829953941493361,-0.0035307869858624778,0.017766289323282853,0.1783210228337895,-0.012107782776787313,0.19062297261023953,False,False,False,False,-0.015185396243099353,-0.01674246782901648
"(10.0, 14.0]",London,-1,1.5,1.0,60,5839,2146,3257,2150,3253,107.56567723564723,176.60709631837656,0.36752868641890735,0.36821373522863504,0.5578009933207742,0.0746703202603185,-0.006507963692413085,0.018421934789458336,-0.018332149183546725,-0.016619527159227494,0.030246120280591978,0.3688278584056243,-0.0012991719867169738,0.3865668495689258,False,False,False,False,-0.07467459205195717,-0.04650337061775195
"(14.0, inf]",London,-1,0.75,1.0,15,3737,1633,1109,1698,1044,-114.29282837855683,70.09098694664937,0.43698153599143696,0.4543751672464544,0.2967621086432968,0.26625635536526626,0.030974043350280974,-0.030584112490917,-0.018366019621409206,0.012072835074871231,0.01875595048077318,0.42064203060843597,0.016339505383000996,0.44330903702930957,False,False,False,True,-0.0492102513331443,-0.03378813547727676
"(10.0, 14.0]",NY-Asia,1,1.5,0.5,15,2523,279,1442,298,1423,330.57481280950327,74.45823660639032,0.11058263971462545,0.11811335711454618,0.571541815299247,0.3178755449861276,-0.11989694807768529,0.13102449972631916,-0.018384234560795507,-0.0033227997609540406,0.029511786209429375,0.12514119735355816,-0.014558557638932712,0.1439337246011758,False,False,False,False,-0.02804511331471901,-0.02321467393775726
"(10.0, 14.0]",NY,-1,2.0,0.75,60,5075,1148,3360,1158,3350,296.17562834630735,165.6703584032446,0.22620689655172413,0.22817733990147784,0.6620689655172414,0.11172413793103453,-0.044137931034482755,0.05835972972341032,-0.01842260690777088,-0.013003887695948225,0.03264440559669844,0.24022530115528512,-0.014018404603560991,0.257142627588182,False,False,False,False,-0.03523410385041621,-0.026828355379093546
"(14.0, inf]",NY-Asia,-1,3.0,1.0,60,1926,245,1096,245,1096,357.806189247404,32.35364231095475,0.1272066458982347,0.1272066458982347,0.569055036344756,0.3037383177570093,-0.18743509865005192,0.18577683761547456,-0.018456621528323336,-0.018456621528323332,0.016798360493745973,0.14111127979353272,-0.01390463389529803,0.16375573930389942,False,False,False,False,0.040527062647552126,0.011035220559614395
"(7.0, 10.0]",Asia,-1,3.0,0.5,60,9031,1000,7286,1008,7278,871.1326716037785,394.8911370723462,0.11072970878086591,0.11161554645111284,0.806776658177389,0.08249363304174517,-0.07119920274609678,0.09646026703618409,-0.018465116318078595,-0.015364684472214344,0.043726180608165896,0.1062817839241942,0.004447924856671712,0.11546849437973539,False,False,False,False,-0.012968842074156772,-0.015716979196117684
"(14.0, inf]",London,-1,1.0,0.75,60,3737,1582,2118,1659,2041,7.317907181865031,70.09098694664937,0.42333422531442333,0.44393898849344393,0.5667647845865668,0.00990099009900991,-0.0017393631255017393,0.001958230447381598,-0.01853708315889332,0.017521252404392736,0.01875595048077318,0.4064445119174131,0.01688971339701023,0.42900624338478743,False,False,False,True,-0.05382280038933369,-0.0361799417741135
"(10.0, 14.0]",NY,1,4.0,1.5,15,5079,28,825,28,825,1197.0922477972367,165.78285547779416,0.005512896239417208,0.005512896239417208,0.16243354991139988,0.8320535538491829,-0.221598739909431,0.23569447682560282,-0.018545108816805954,-0.018545108816805954,0.032640845732977784,0.0072212360819751496,-0.0017083398425579415,0.010768686207709793,False,False,False,False,-0.05459626923028226,-0.03657068902354411
"(10.0, 14.0]",London-NY,-1,0.75,1.0,30,2347,1344,972,1386,930,-5.487736382520325,74.04473215694073,0.5726459309757137,0.5905411163187048,0.4141457179377929,0.013208351086493375,0.01533873029399233,-0.0023381918971113443,-0.018548133165513868,0.012768441184720473,0.03154867156239485,0.5314997363190135,0.04114619465670022,0.5603107370956394,False,True,False,True,-0.0767975249531764,-0.04767282905934514
"(0.0, 7.0]",Asia-London,1,2.0,0.75,60,1173,327,818,329,816,25.8404389369445,88.26334477646203,0.27877237851662406,0.2804774083546462,0.6973572037510657,0.023870417732310245,0.034526854219948847,0.02202935970754007,-0.018689604296263887,-0.014000772241702923,0.0752458182237528,0.253706324964613,0.02506605355201108,0.2897552372001285,False,False,False,False,-0.0350727115895504,-0.026881157942907144
"(7.0, 10.0]",NY-Asia,-1,0.75,1.5,60,3217,2095,947,2098,944,-69.2284531515983,141.66023276278702,0.6512278520360585,0.6521603978862294,0.2943736400373018,0.054398507926639694,0.04686042897109108,-0.021519568900092725,-0.018694027328065063,-0.016595799165180388,0.044034887399063416,0.65294698715838,-0.001719135122321469,0.6763392813049927,False,False,False,False,-0.08384193130526857,-0.051267979316666816
"(0.0, 7.0]",London-NY,-1,4.0,1.5,60,491,97,307,99,305,96.85297066940409,33.53844112206749,0.1975560081466395,0.20162932790224034,0.6252545824847251,0.17718940936863536,-0.14765784114052954,0.19725655940815495,-0.018707679129660718,0.0036955795261437857,0.06830639739728613,0.11200923787528869,0.08554677027135082,0.15359992637414288,False,True,False,True,-0.12092480089669604,-0.06981624001317838
"(10.0, 14.0]",NY,1,3.0,1.0,30,5079,227,2310,228,2309,1699.2602707577703,165.78285547779416,0.04469383736956094,0.0448907265209687,0.4548139397519197,0.5004922228785194,-0.32073242764323684,0.33456591273041353,-0.018807360645801095,-0.01801980404017009,0.032640845732977784,0.057766419212202345,-0.013072581842641408,0.06713801948547915,False,False,False,False,-0.02849717116548963,-0.023652265905645363
"(7.0, 10.0]",NY-Asia,1,3.0,0.5,15,4055,64,2347,65,2346,1082.2859047818813,177.1399052858329,0.015782983970406905,0.016029593094944512,0.5787916152897657,0.40542540073982736,-0.24204685573366214,0.2669015794776526,-0.018829593219223582,-0.017966461283341947,0.04368431696321403,0.018402297627911925,-0.0026193136575050208,0.024585725448735832,False,False,False,False,-0.045535297382463334,-0.03218244530084346
"(14.0, inf]",Asia-London,1,1.0,0.75,60,1011,423,568,436,555,2.6075957732621395,18.70284410406137,0.41839762611275966,0.43125618199802174,0.5618199802176064,0.01978239366963397,-0.002967359050445104,0.0025792243058972695,-0.01888748598496462,0.003614986814244086,0.018499351240416784,0.4064824654622742,0.011915160650485479,0.44992735396856376,False,False,False,True,-0.029308155306361824,-0.024097820645663223
"(10.0, 14.0]",NY,-1,3.0,0.5,60,5075,470,3999,475,3994,659.2499381988589,165.6703584032446,0.09261083743842365,0.09359605911330049,0.7879802955665025,0.1194088669950738,-0.1161576354679803,0.12990146565494756,-0.018900575409731182,-0.015452299547662206,0.03264440559669844,0.10224890021790076,-0.00963806277947711,0.11434407738542213,False,False,False,False,-0.043790517043938784,-0.03134554622683498
"(10.0, 14.0]",NY,1,2.0,1.0,30,5079,670,2287,677,2280,1016.4993034878149,165.78285547779416,0.1319157314431975,0.1332939555030518,0.45028548926954126,0.4177987792872613,-0.1864540263831463,0.20013768527029235,-0.018957186845831718,-0.014822514666268802,0.032640845732977784,0.15674820494097602,-0.024832473497778534,0.17119515234812266,False,False,False,False,-0.03006813268129916,-0.02451265976356544
"(10.0, 14.0]",NY,1,4.0,0.75,15,5079,24,2237,24,2237,1651.2110991399231,165.78285547779416,0.004725339633786178,0.004725339633786178,0.4404410316991534,0.5548336286670604,-0.3114294152392203,0.3251055521047299,-0.01896470886746817,-0.01896470886746821,0.032640845732977784,0.006454736162659351,-0.001729396528873173,0.009821718156427248,False,False,False,False,-0.05305567433605032,-0.036010191601759244
"(10.0, 14.0]",London-NY,-1,0.75,1.0,60,2347,1358,989,1400,947,0.0,74.04473215694073,0.5786109927567107,0.5965061780997017,0.4213890072432893,0.0,0.012569237324243716,0.0,-0.018979434238151138,0.012337140112083207,0.03154867156239485,0.5636640217078486,0.014946971048862112,0.5922648122294935,False,False,False,True,-0.0773113732437016,-0.04814540374092637
"(0.0, 7.0]",NY,1,2.0,1.0,30,1712,284,778,289,773,297.71327742734996,120.26095462283489,0.1658878504672897,0.16880841121495327,0.4544392523364486,0.3796728971962617,-0.12266355140186916,0.1738979424225175,-0.019011493688951484,-0.010249811445960821,0.07024588470959982,0.20356659785007475,-0.03767874738278504,0.23121564419519633,False,False,False,False,-0.10636205948348594,-0.06268677658621871
"(14.0, inf]",Asia,1,1.5,1.0,15,7728,1070,2479,1118,2431,863.6439127743928,137.3161121888839,0.1384575569358178,0.1446687370600414,0.3207815734989648,0.5407608695652175,-0.1130952380952381,0.11175516469647939,-0.019108721456326496,-0.003580771145767483,0.017768648057567792,0.1435237028742068,-0.0050661459383889995,0.15480359218588582,False,False,False,False,-0.023977141445114893,-0.021542931450720695
"(14.0, inf]",Asia,1,1.0,0.5,15,7728,1800,4375,1987,4188,376.94617256465096,137.3161121888839,0.2329192546583851,0.2571169772256729,0.5661231884057971,0.20095755693581774,-0.050142339544513456,0.04877667864449417,-0.019134308957587078,0.0171622748933446,0.017768648057567792,0.2340052258305338,-0.001085971172148703,0.24757661746110002,False,False,False,True,-0.03745008347752256,-0.02829219621755482
"(14.0, inf]",NY-Asia,-1,2.0,0.5,15,2346,164,1347,175,1336,339.5188497999321,38.915132952130065,0.06990622335890878,0.07459505541346974,0.5741687979539642,0.355924978687127,-0.14727195225916453,0.14472244236996254,-0.019137375597697334,-0.007415295461294944,0.01658786570849534,0.07857409481149683,-0.008667871452588044,0.09454626973043999,False,False,False,False,-0.010590310190256955,-0.014863842893977144
"(14.0, inf]",NY,-1,0.75,1.5,15,9185,4037,1187,4090,1134,-1257.074172548547,166.3920295630996,0.43952095808383235,0.44529123571039736,0.12923244420250407,0.4312465977136635,0.13579205225911814,-0.13686164099603126,-0.019185215254398112,-0.006202090594626746,0.018115626517484988,0.4425905188503173,-0.003069560766484958,0.45712290996411825,False,False,False,False,-0.03223295410390011,-0.025709084679149112
"(7.0, 10.0]",London-NY,1,1.0,1.0,60,1712,878,832,902,808,-0.509411297187341,78.41706703759255,0.5128504672897196,0.5268691588785047,0.48598130841121495,0.0011682242990654346,0.026869158878504672,-0.00029755332779634404,-0.019232756036670493,0.0088046271408996,0.04580436158737882,0.47824973475286287,0.03460073253685675,0.5120792772628697,False,True,False,True,-0.10041335031565723,-0.05982305317616386
"(14.0, inf]",Asia,1,1.0,1.5,60,7706,4061,2638,4114,2585,-115.55495432903605,136.8915359810477,0.5269919543213081,0.5338697119127952,0.342330651440436,0.13067739423825592,0.013495977160654036,-0.014995452157933565,-0.01926375425773212,-0.0020693602790142415,0.017764279260452594,0.5390162441172005,-0.012024289795892429,0.5549105051176448,False,False,False,False,-0.0421031627076727,-0.03068345848270241
"(7.0, 10.0]",Asia-London,-1,4.0,0.75,30,1429,37,875,37,875,544.0307893864396,63.31729597318141,0.02589223233030091,0.02589223233030091,0.6123163051084675,0.3617914625612316,-0.35566829951014695,0.38070734036839715,-0.019269773678615723,-0.01926977367861572,0.04430881453686593,0.0310990230111298,-0.005206790680828889,0.04469976613869313,False,False,False,False,-0.06527574436793755,-0.04227275902327664
"(14.0, inf]",Asia,-1,2.0,0.75,30,7719,1161,4344,1207,4298,924.2633644575084,137.13798728642035,0.150408083948698,0.15636740510428812,0.5627671978235522,0.2868247182277498,-0.12125923047026817,0.11973874393801119,-0.01928677585553983,-0.002898642677667051,0.017766289323282853,0.16186119755539724,-0.011453113606699233,0.17370709572254087,False,False,False,False,-0.007060606125397485,-0.013173690990468657
"(14.0, inf]",Asia,-1,3.0,1.5,30,7719,626,2114,633,2107,1281.0000351215565,137.13798728642035,0.08109858789998704,0.08200544111931597,0.27386967223733644,0.6450317398626766,-0.16750874465604354,0.16595414368720773,-0.01932089029211866,-0.01524005080513847,0.017766289323282853,0.08927299313861498,-0.008174405238627933,0.09848833473157384,False,False,False,False,-0.002241224184126662,-0.01078105723812266
"(10.0, 14.0]",NY,1,0.75,1.0,60,5075,2896,2103,2925,2074,-1.5686518997485157,165.6703584032446,0.57064039408867,0.5763546798029556,0.414384236453202,0.014975369458128052,0.013596059113300493,-0.0003090939703937962,-0.019357440453791744,-0.009357440453791745,0.03264440559669844,0.5571681124861242,0.013472281602545766,0.5766713105612774,False,False,False,False,-0.04177539588288544,-0.03056641816833859
"(10.0, 14.0]",NY-Asia,1,1.0,0.5,15,2523,615,1409,656,1368,114.99554671221638,74.45823660639032,0.2437574316290131,0.2600079270709473,0.5584621482362268,0.19778042013476016,-0.03547364248910028,0.04557889287047815,-0.019406535828051505,0.004969207334849811,0.029511786209429375,0.2516540261416815,-0.007896594512668387,0.2760780199316093,False,False,False,True,-0.028287342860402236,-0.02384693934422687
"(0.0, 7.0]",Asia,1,4.0,1.0,60,12431,1379,8400,1380,8399,3677.1520883107937,1034.7511205318165,0.1109323465529724,0.11101279060413483,0.675730029764299,0.21333762368272868,-0.2320006435524093,0.2958050107240603,-0.019435204908778286,-0.019032984652966198,0.08323957208042929,0.09684869254265067,0.01408365401032173,0.10435547224583973,False,True,False,False,-0.05385517882545396,-0.03664519186711612
"(14.0, inf]",London-NY,-1,1.0,1.0,60,2783,1384,1382,1410,1356,-1.8607669521343024,54.234064164390134,0.4973050664750269,0.5066475026949335,0.49658641753503413,0.006108515989938945,0.0007186489399928135,-0.0006686190988624874,-0.019437596520490277,-0.0007527240806771279,0.019487626361620602,0.4651206922726583,0.03218437420236864,0.49162754059002456,False,True,False,False,-0.03822252864256408,-0.028830062581527177
"(7.0, 10.0]",Asia,-1,1.5,1.5,60,9031,4012,3844,4016,3840,-33.42549244639833,394.8911370723462,0.44424759162883404,0.44469051046395747,0.42564500055364857,0.13010740781751745,0.02790388661277821,-0.00370119504444672,-0.019523489039834408,-0.018194732534464016,0.043726180608165896,0.43943218819741703,0.004815403431417009,0.45407781823800497,False,False,False,False,-0.06925762868186777,-0.04439055886085109
"(7.0, 10.0]",London-NY,1,4.0,0.5,15,1712,27,1197,30,1194,535.4864628579844,78.41706703759255,0.015771028037383176,0.017523364485981307,0.6991822429906542,0.2850467289719626,-0.2865070093457944,0.3127841488656451,-0.019527222067528098,-0.011641708048836526,0.04580436158737882,0.005318583129454314,0.010452444907928862,0.010873428176995565,False,True,False,False,-0.04343485353871917,-0.031481037803123633
"(10.0, 14.0]",London,-1,1.0,1.0,15,5839,1917,1820,1926,1811,-34.546235224292005,176.60709631837656,0.3283096420619969,0.3298510018838842,0.3116972084261004,0.35999314951190275,0.016612433635896557,-0.005916464330243535,-0.019550150974938958,-0.016467431331164337,0.030246120280591978,0.32422946587058254,0.004080176191414375,0.34145849607705453,False,False,False,False,-0.04402480923001962,-0.03178748010247929
"(10.0, 14.0]",Asia,-1,1.0,1.0,60,7727,3765,3676,3812,3629,-11.766822117164892,229.06992178025365,0.48725249126439757,0.4933350588844312,0.47573443768603596,0.037013071049566415,0.01151805357836159,-0.0015228189617141055,-0.0196501545098251,-0.007485019269757805,0.029645389126472584,0.4875220984253587,-0.00026960716096113835,0.5034541095785274,False,False,False,False,-0.05180575898318736,-0.03572795674650623
"(10.0, 14.0]",London,1,4.0,1.5,15,5839,41,971,41,971,1353.909796301693,176.60709631837656,0.007021750299708854,0.007021750299708854,0.1662955985613975,0.8266826511388936,-0.22135639664326084,0.23187357360878455,-0.019728943315068272,-0.01972894331506827,0.030246120280591978,0.0072212360819751496,-0.00019948578226629526,0.010516529406849292,False,False,False,False,-0.03531266564194288,-0.02752080447850558
"(14.0, inf]",NY,1,4.0,1.0,60,9185,327,5159,333,5153,3836.1075060999488,166.3920295630996,0.035601524224278716,0.03625476320087098,0.5616766467065868,0.40272182906913445,-0.419270549809472,0.4176491568971093,-0.019737019429847673,-0.016470824546886323,0.018115626517484988,0.04937756186427812,-0.013776037639999406,0.05582442904308305,False,False,False,False,-0.0660231575987743,-0.04288008851431099
"(10.0, 14.0]",NY,1,0.75,1.0,15,5079,2199,1469,2223,1445,-114.7228148706349,165.78285547779416,0.4329592439456586,0.4376845835794448,0.2892301634179957,0.27781059263634567,0.03548926954124828,-0.022587677666988562,-0.019739253858718067,-0.011469909499592257,0.032640845732977784,0.4304905599483621,0.0024686839972964947,0.44998294516490817,False,False,False,False,-0.04595209736947885,-0.03284567561409846
"(14.0, inf]",Asia-London,1,0.75,1.0,15,1011,424,296,439,281,-23.26292206706714,18.70284410406137,0.41938674579624136,0.4342235410484669,0.29277942631058357,0.2878338278931751,0.021760633036597428,-0.023009814111836936,-0.019748532315656292,0.006215859375738368,0.018499351240416784,0.4092571855169839,0.010129560279257432,0.45274142308253235,False,False,False,True,-0.049254820357775855,-0.034501676336716074
"(10.0, 14.0]",NY,1,4.0,0.5,30,5079,66,3554,66,3554,1578.4562636728328,165.78285547779416,0.01299468399291199,0.01299468399291199,0.6997440441031699,0.28726127190391804,-0.297893286079937,0.3107809142888035,-0.019753217524111265,-0.019753217524111306,0.032640845732977784,0.017930307086933592,-0.004935623094021601,0.02336360087256662,False,False,False,False,-0.031942371075731245,-0.025847794299921255
"(14.0, inf]",Asia,-1,2.0,0.5,30,7719,960,5380,1024,5316,754.662357279907,137.13798728642035,0.12436844150796736,0.13265967094183184,0.6969814742842337,0.17865008420779893,-0.09975385412618215,0.09776685545794883,-0.019753287991516173,0.0009747855931450562,0.017766289323282853,0.13317835851674104,-0.008809917008773677,0.14412241071286447,False,False,False,True,0.00701308651415913,-0.006370100738678521
"(14.0, inf]",NY,1,1.5,0.5,30,9185,1574,6198,1651,6121,722.7036372688527,166.3920295630996,0.1713663581927055,0.17974959172563962,0.674795862819815,0.15383777898747952,-0.08034839412084921,0.07868303073150275,-0.01978098990683145,-0.0030145228409631884,0.018115626517484988,0.18154549885643584,-0.010179140663730352,0.19289361044203981,False,False,False,False,-0.026362522810226857,-0.023071756358529153
"(14.0, inf]",NY-Asia,-1,4.0,0.5,60,1926,90,1501,92,1499,384.7544767299079,32.35364231095475,0.04672897196261682,0.04776739356178609,0.7793354101765316,0.17393561786085154,-0.20275181723779856,0.1997686795067019,-0.019781498224842625,-0.015108601028580927,0.016798360493745973,0.05419766206163656,-0.007468690099019737,0.06917533183796787,False,False,False,False,0.019670079486565156,-5.570936913873448e-05
"(7.0, 10.0]",NY-Asia,1,4.0,1.0,15,4055,20,1235,20,1235,1251.8043441570615,177.1399052858329,0.004932182490752158,0.004932182490752158,0.30456226880394577,0.6905055487053021,-0.2848335388409371,0.30870637340494733,-0.019811482399203793,-0.019811482399203807,0.04368431696321403,0.006382299755345176,-0.0014501172645930184,0.010158667435982562,False,False,False,False,-0.04787256704694456,-0.033842024723074175
"(14.0, inf]",NY,1,2.0,1.5,30,9185,1230,2670,1240,2660,1528.9833840763806,166.3920295630996,0.13391399020141534,0.13500272182906914,0.29069134458356016,0.5753946652150245,-0.16820903647250954,0.16646525684010677,-0.019859406149887758,-0.01604884545309951,0.018115626517484988,0.1565370627273068,-0.022623072525891463,0.16724538408605477,False,False,False,False,-0.02631406544532178,-0.02308673579760477
"(10.0, 14.0]",NY,1,1.0,1.0,30,5079,2119,2102,2144,2077,47.71631291955274,165.78285547779416,0.417208111833038,0.42213034061823196,0.4138609962591061,0.16893089190785593,0.0033471155739318763,0.009394824359037752,-0.019898905800008155,-0.010054448229620285,0.032640845732977784,0.42334996551864024,-0.0061418536856022166,0.44280419375802216,False,False,False,False,-0.05522724323633529,-0.03756307451817172
"(10.0, 14.0]",Asia,-1,2.0,0.75,15,7729,683,3433,687,3429,1283.86541096607,229.12097637005954,0.08836848233924181,0.08888601371458145,0.44417130288523743,0.4674602147755208,-0.15639151248544442,0.16611015797206236,-0.019925678018371005,-0.018502466736187037,0.029644323504988943,0.08516217524608681,0.003206307093155003,0.09418104839781191,False,False,False,False,-0.034989423968698447,-0.027457550993534724
"(7.0, 10.0]",NY,-1,0.75,1.0,60,3555,2058,1437,2082,1413,-8.902718469133085,168.52171409086787,0.5789029535864979,0.5856540084388185,0.40421940928270045,0.016877637130801648,0.029957805907172997,-0.002504280863328575,-0.019950613940928542,-0.008136267949367358,0.04740413898477296,0.5703728094245052,0.008530144161992714,0.5935783311435743,False,False,False,False,-0.07952508996789664,-0.04973785195441259
"(10.0, 14.0]",Asia,-1,2.0,1.0,15,7729,716,2470,719,2467,1112.4565567828902,229.12097637005954,0.09263811618579376,0.09302626471729848,0.3195756242722215,0.5877862595419847,-0.13429939190063397,0.14393279295935957,-0.02001092244626335,-0.018846476851749172,0.029644323504988943,0.09056801678231402,0.0020700994034797415,0.09983608589886867,False,False,False,False,-0.03630341756222322,-0.02815717000424328
"(14.0, inf]",Asia,-1,4.0,1.5,30,7719,323,2133,326,2130,1889.4578609168839,137.13798728642035,0.04184479854903485,0.042233449928747245,0.276331130975515,0.6818240704754501,-0.24711750226713305,0.24478013485126102,-0.02010365673915489,-0.017966074150736686,0.017766289323282853,0.043830377563645904,-0.0019855790146110566,0.05049481936695353,False,False,False,False,6.1009563522434335e-05,-0.010021323587816228
"(10.0, 14.0]",Asia-London,1,2.0,1.0,15,1271,82,420,82,420,268.88254543925814,38.445759606384954,0.06451612903225806,0.06451612903225806,0.3304484657749803,0.6050354051927617,-0.2014162077104642,0.21155196336684354,-0.02011267833762928,-0.02011267833762928,0.030248433994008617,0.07326125544618364,-0.00874512641392558,0.09449150257454361,False,False,False,False,-0.1102714906766262,-0.06519208450712774
"(7.0, 10.0]",Asia,-1,2.0,0.75,60,9031,2255,6184,2281,6158,341.0377218690253,394.8911370723462,0.2496954933008526,0.25257446572915515,0.6847525191008748,0.06555198759827263,-0.014173402723950837,0.03776300762584711,-0.020136575706269623,-0.012219401528437708,0.043726180608165896,0.2427468627666191,0.006948630534233502,0.2554517439424491,False,False,False,False,-0.03590472718851808,-0.02802065144739385
"(0.0, 7.0]",NY,1,4.0,1.5,30,1712,31,474,31,474,672.7611675712182,120.26095462283489,0.018107476635514017,0.018107476635514017,0.27686915887850466,0.7050233644859814,-0.3428738317757009,0.39296797171216014,-0.020151744773140592,-0.02015174477314062,0.07024588470959982,0.038869509503808644,-0.020762032868294627,0.05256448413667966,False,False,False,False,-0.17059254834999593,-0.09537214656156826
"(0.0, 7.0]",NY,1,3.0,1.5,30,1712,105,474,105,474,481.75730358300126,120.26095462283489,0.06133177570093458,0.06133177570093458,0.27686915887850466,0.6617990654205608,-0.23130841121495327,0.28140029414894935,-0.02015400177560374,-0.020154001775603753,0.07024588470959982,0.09197693457677796,-0.030645158875843376,0.11208316246829529,False,False,False,False,-0.15579052758914286,-0.08797226468237329
"(14.0, inf]",NY,-1,2.0,0.5,30,9185,1214,6489,1282,6421,797.6671710080643,166.3920295630996,0.1321720195971693,0.139575394665215,0.70647795318454,0.16135002721829073,-0.0888949373979314,0.08684454774175986,-0.020166016173656535,-0.0016575785035422216,0.018115626517484988,0.13317835851674104,-0.0010063389195717476,0.14320288416451038,False,False,False,False,-0.023310694978322104,-0.02173835557598932
"(10.0, 14.0]",London,-1,2.0,1.0,60,5839,1593,3467,1598,3462,339.74812231017256,176.60709631837656,0.2728206884740538,0.2736769994862134,0.593766055831478,0.13341325569446816,-0.04812467888337044,0.0581860116989506,-0.02018478746501182,-0.017615854428532966,0.030246120280591978,0.2773506557579246,-0.004529967283870839,0.29385087842527535,False,False,False,False,-0.07782956233291628,-0.04900717489896405
"(14.0, inf]",Asia,1,1.5,1.0,30,7719,1815,3409,1867,3357,666.0036085605266,137.13798728642035,0.23513408472600078,0.24187070864101567,0.4416375178131882,0.32322839746081095,-0.08893639072418708,0.08628107378682816,-0.02042160626064177,-0.0035800464731045173,0.017766289323282853,0.2449476959994001,-0.00981361127339933,0.2587367296564915,False,False,False,False,-0.023414010378246707,-0.02191780831944424
"(7.0, 10.0]",Asia-London,-1,4.0,1.0,15,1429,10,475,10,475,469.0409406056761,63.31729597318141,0.006997900629811057,0.006997900629811057,0.33240027991602517,0.6606018194541637,-0.30440867739678096,0.32823018936716314,-0.020487302566483748,-0.020487302566483775,0.04430881453686593,0.010743537921497712,-0.0037456372916866553,0.019139151348883512,False,False,False,False,-0.07769288943437654,-0.04909009600043014
"(7.0, 10.0]",NY,-1,2.0,0.75,30,3563,563,1985,564,1984,458.547116785664,168.80703970705878,0.15801291046870614,0.15829357283188325,0.5571147909065395,0.2848722986247544,-0.10181027224249228,0.1286969174251092,-0.02049113750249642,-0.01971931600375941,0.04737778268511333,0.17363919407364994,-0.015626283604943808,0.19162650183167504,False,False,False,False,-0.09064661565417398,-0.0555688765783352
"(14.0, inf]",Asia,-1,3.0,1.0,15,7728,270,2423,279,2414,1591.520047194128,137.3161121888839,0.03493788819875776,0.03610248447204969,0.3135351966873706,0.6515269151138716,-0.2087215320910973,0.20594203509240785,-0.02054814505625725,-0.015889759963089535,0.017768648057567792,0.035684957073534904,-0.0007470688747771431,0.04173542478028676,False,False,False,False,-0.00976100641384776,-0.015154575735052505
"(7.0, 10.0]",Asia-London,-1,3.0,1.0,15,1429,32,475,32,475,412.83738759330686,63.31729597318141,0.02239328201539538,0.02239328201539538,0.33240027991602517,0.6452064380685795,-0.26522043386983907,0.28889950146487536,-0.020629746941829633,-0.02062974694182964,0.04430881453686593,0.02790483281920363,-0.00551155080380825,0.04085123819862414,False,False,False,False,-0.07705761466880691,-0.04884368080531827
"(14.0, inf]",London-NY,-1,4.0,0.5,60,2783,228,2363,228,2363,266.3192803612604,54.234064164390134,0.08192597915918073,0.08192597915918073,0.8490837226015092,0.06899029823931002,-0.09683794466403162,0.09569503426563435,-0.020630536760017873,-0.020630536760017876,0.019487626361620602,0.05419766206163656,0.027728317097544176,0.06658664692066613,False,True,False,False,-0.08015700398645098,-0.05039377037323443
"(10.0, 14.0]",Asia,1,4.0,0.5,60,7727,341,6160,342,6159,1785.61610694918,229.06992178025365,0.04413096932832924,0.04426038566067038,0.7972046072214314,0.15866442345023934,-0.22207842629739874,0.23108788753063025,-0.02063592789324107,-0.02005355439770592,0.029645389126472584,0.04205895654318957,0.0020720127851396666,0.048593099039572436,False,False,False,False,0.013795085957072205,-0.0034204209680844325
