bucket,phase,side,target_atr,stop_atr,horizon,n,target,stop,target_max,stop_min,open_pnl,cost_atr,p_target,p_target_max,p_stop,p_neither,ev_barrier,ev_open,ev_lo,ev_hi,cost,p_null,lift,mde,thin,beats_mde,passes,undecided,ev_mirror,ev_sym
"(7.0, 10.0]",London,1,1.0,1.5,30,8389,4118,2516,4129,2505,-356.8399140686758,377.5614904111033,0.49088091548456314,0.4921921563952795,0.2999165573965908,0.20920252711884607,0.04100607938967696,-0.04253664490030704,-0.046537299377730254,-0.04325919710093922,0.04500673386710017,0.4728196686111012,0.018061246873461945,0.4880964621464713,False,True,False,False,-0.050385724156124224,-0.04846151176692724
"(0.0, 7.0]",Asia-London,1,2.0,0.5,60,1173,240,921,244,917,14.169091402151412,88.26334477646203,0.20460358056265984,0.20801364023870417,0.7851662404092071,0.010230179028133057,0.016624040920716114,0.01207936180916574,-0.04654241549387095,-0.03801726630376012,0.0752458182237528,0.1945541235193325,0.010049457043327353,0.22750955669630712,False,False,False,False,-0.04930208094112923,-0.04792224821750009
"(14.0, inf]",London-NY,1,2.0,1.5,15,2783,288,675,290,673,361.187422924331,54.234064164390134,0.10348544735896514,0.10420409629895797,0.24254401724757457,0.6539705353934603,-0.15684513115343154,0.12978347931165324,-0.04654927820339891,-0.04403400691342406,0.019487626361620602,0.07611048898842852,0.02737495837053662,0.09054044478770101,False,True,False,False,0.004491936054609312,-0.021028671074394798
"(14.0, inf]",London-NY,1,1.5,1.0,15,2783,496,1117,510,1103,297.6578233093893,54.234064164390134,0.17822493711821774,0.18325547969816744,0.40136543298598637,0.4204096298957959,-0.13402802730865973,0.1069557396009304,-0.046559914069349936,-0.03398355761947569,0.019487626361620602,0.1435237028742068,0.03470123424401095,0.16243418080274377,False,True,False,False,-0.0020753722535319097,-0.024317643161440923
"(10.0, 14.0]",NY-Asia,1,1.5,1.5,30,2386,583,673,590,666,94.24347052605164,70.39287069285317,0.2443419949706622,0.24727577535624476,0.2820620284995809,0.4735959765297569,-0.05658005029337804,0.03949852075693698,-0.046583990011232826,-0.03778264885448513,0.02950246047479177,0.28153016104823336,-0.037188166077571166,0.30752715465016667,False,False,False,False,-0.02122227209509841,-0.033903131053165614
"(10.0, 14.0]",NY-Asia,-1,0.75,1.0,30,2386,1203,901,1233,871,-42.199840347076545,70.39287069285317,0.5041911148365466,0.5167644593461861,0.3776194467728416,0.11818943839061186,0.0005238893545683152,-0.017686437697852702,-0.046665008818076156,-0.024661655926206918,0.02950246047479177,0.5314997363190135,-0.027308621482466933,0.56007479703286,False,False,False,False,-0.040803203867620465,-0.043734106342848314
"(7.0, 10.0]",NY-Asia,-1,0.75,0.5,15,4055,1410,2232,1477,2165,46.30417819396695,177.1399052858329,0.3477188655980271,0.36424167694204684,0.5504315659679409,0.10184956843403203,-0.014426633785450062,0.011419032846847582,-0.04669191790181651,-0.026038403721791847,0.04368431696321403,0.35801155905400134,-0.010292693455974222,0.37917991779629834,False,False,False,False,-0.038524899559016515,-0.04260840873041651
"(7.0, 10.0]",NY-Asia,1,1.5,0.75,30,3808,842,2127,845,2124,321.2463610215461,166.8150599151681,0.22111344537815125,0.22190126050420167,0.5585609243697479,0.22032563025210083,-0.08725052521008403,0.08436091413380938,-0.0466960868943335,-0.04492350286072007,0.04380647581805885,0.2530150663851412,-0.031901621006989955,0.27289827840355174,False,False,False,False,-0.028022298955939003,-0.03735919292513625
"(14.0, inf]",Asia-London,-1,0.75,1.0,30,1011,509,397,522,384,-13.294791828513706,18.70284410406137,0.503461918892186,0.516320474777448,0.3926805143422354,0.10385756676557867,-0.015084075173095944,-0.013150140285374584,-0.04673356669888731,-0.02423109389967861,0.018499351240416784,0.507667504030595,-0.004205585138409074,0.5516483892168756,False,False,False,False,-0.02436473380115143,-0.03554915025001937
"(14.0, inf]",Asia,-1,0.75,1.5,60,7706,4692,2268,4756,2204,-340.3436855430283,136.8915359810477,0.6088762003633532,0.6171814170776019,0.29431611731118607,0.09680768232546072,0.015182974305735791,-0.044166063527514704,-0.0467473684822315,-0.028060630875172073,0.017764279260452594,0.6190982237741005,-0.010222023410747294,0.6345573494539265,False,False,False,False,-0.024490878462149417,-0.035619123472190456
"(7.0, 10.0]",London,-1,1.5,1.0,30,8389,2505,4129,2516,4118,356.8399140686758,377.5614904111033,0.29860531648587435,0.2999165573965908,0.4921921563952795,0.20920252711884607,-0.04428418166646799,0.04253664490030704,-0.04675427063326112,-0.043476168356470085,0.04500673386710017,0.2964606520416562,0.002144664444218125,0.31048510307997146,False,False,False,False,-0.04439589234431762,-0.045575081488789373
"(14.0, inf]",London-NY,1,1.0,0.75,60,2783,1145,1631,1204,1572,2.3471432617795234,54.234064164390134,0.4114265181458857,0.4326266618756737,0.5860582105641394,0.002515271289974863,-0.02811713977721883,0.0008433860085445646,-0.04676138013029486,-0.00966112860316587,0.019487626361620602,0.4064824654622742,0.004944052683611533,0.4326351432643134,False,False,False,False,-0.031107774259201533,-0.0389345771947482
"(10.0, 14.0]",NY-Asia,-1,4.0,0.75,30,2386,41,1352,42,1351,808.7757734445537,70.39287069285317,0.017183570829840736,0.01760268231349539,0.5666387259010897,0.41617770326906955,-0.3562447611064543,0.3389672143522857,-0.04678000722896036,-0.044789227681600784,0.02950246047479177,0.03135775424932052,-0.01417418341947978,0.04179901272993217,False,False,False,False,-0.05604298619765202,-0.05141149671330619
"(10.0, 14.0]",NY-Asia,1,2.0,0.75,30,2386,276,1347,284,1339,416.9546832427414,70.39287069285317,0.11567476948868399,0.11902766135792121,0.5645431684828164,0.3197820620284997,-0.19205783738474433,0.17475049591062086,-0.046809801948915236,-0.0375893493085129,0.02950246047479177,0.14202263599853962,-0.026347866509855628,0.1623835401731629,False,False,False,False,-0.03172674114616217,-0.0392682715475387
"(0.0, 7.0]",Asia,1,2.0,1.0,60,12431,3865,7738,3892,7711,460.83405915376096,1034.7511205318165,0.3109162577427399,0.3130882471241252,0.6224760678947792,0.06660767436248094,-0.0006435524092993323,0.037071358631949235,-0.04681176585777938,-0.04029579771362364,0.08323957208042929,0.29628250018624747,0.014633757556492433,0.30779365357642435,False,True,False,False,-0.07174870467376568,-0.05928023526577253
"(0.0, 7.0]",NY-Asia,-1,4.0,0.75,60,4596,302,3224,304,3222,1393.1345678349726,398.3156941197532,0.06570931244560488,0.06614447345517842,0.70147954743255,0.23281114012184512,-0.26327241079199304,0.30311892250543354,-0.04681921807762851,-0.04475220328215418,0.08666572979106901,0.08310362810102064,-0.017394315655415757,0.0947193707280206,False,False,False,False,-0.02234123883019712,-0.034580228453912815
"(10.0, 14.0]",NY,1,1.5,1.5,60,5075,1898,2028,1906,2020,123.04420099860519,165.6703584032446,0.37399014778325124,0.3755665024630542,0.39960591133004925,0.22640394088669952,-0.03842364532019704,0.024245162758345852,-0.04682288815854963,-0.04209382411914077,0.03264440559669844,0.39986843728158533,-0.025878289498334095,0.41917534955600516,False,False,False,False,-0.023194987074256115,-0.03500893761640288
"(10.0, 14.0]",NY,-1,0.75,1.5,15,5079,2210,672,2222,660,-721.6828393241618,165.78285547779416,0.43512502461114394,0.43748769442803703,0.132309509746013,0.43256546564284304,0.12787950383933847,-0.14209152182007517,-0.04685286371371449,-0.041536856625705054,0.032640845732977784,0.45929482007422945,-0.02416979546308551,0.47889944361433207,False,False,False,False,-0.026334071968109725,-0.03659346784091211
"(10.0, 14.0]",Asia,1,0.75,1.0,30,7729,3983,3055,4058,2980,-65.34543083450461,229.12097637005954,0.5153318669944366,0.5250355802820545,0.3952645879156424,0.08940354508992104,-0.008765687669814982,-0.008454577672985459,-0.04686458884778938,-0.029883090594457776,0.029644323504988943,0.5213987262180033,-0.006066859223566756,0.5373087047529065,False,False,False,False,-0.03276729298577054,-0.03981594091677996
"(0.0, 7.0]",London,-1,2.0,0.75,60,6455,1698,4521,1712,4507,145.02652207380208,452.8573355974404,0.2630518977536793,0.26522075910147175,0.7003872966692486,0.036560805577072086,0.0008133230054221534,0.022467315580759425,-0.04687541650250013,-0.04091104779607101,0.07015605508868171,0.2519928480965507,0.011059049657128617,0.2672195157118456,False,False,False,False,-0.08882470080207383,-0.06785005865228698
"(14.0, inf]",London-NY,1,0.75,1.5,60,2783,1809,949,1833,925,-9.485372647438517,54.234064164390134,0.6500179662234998,0.6586417535034136,0.34099892202659,0.008983111749910178,-0.023984908372260152,-0.0034083264992592587,-0.04688086123314002,-0.027477339853334046,0.019487626361620602,0.6275618642781235,0.022456101945376283,0.6531171255167415,False,False,False,False,-0.011759030050144635,-0.029319945641642326
"(10.0, 14.0]",London,1,1.5,0.75,15,5839,837,2727,847,2717,692.6193991101708,176.60709631837656,0.1433464634355198,0.145059085459839,0.4670320260318548,0.3896215105326254,-0.1352543243706114,0.11861952373868313,-0.04688092091252026,-0.04302752135780198,0.030246120280591978,0.14152009036630628,0.001826373069213516,0.15444056443183707,False,False,False,False,-0.022393831515720313,-0.03463737621412029
"(14.0, inf]",Asia-London,-1,2.0,0.5,15,1011,70,622,77,615,142.26240812359194,18.70284410406137,0.06923837784371908,0.076162215628091,0.6152324431256182,0.3155291790306627,-0.16913946587537093,0.14071454809455186,-0.04692426902123585,-0.029614674560306063,0.018499351240416784,0.07857409481149683,-0.00933571696777774,0.10321303482603372,False,False,False,False,0.001567386831565997,-0.022678441094834925
"(10.0, 14.0]",Asia,1,1.5,0.5,60,7727,1744,5746,1787,5703,123.40110128425236,229.06992178025365,0.2257020836029507,0.23126698589361977,0.7436262456321988,0.030671670764850556,-0.033259997411673355,0.015970117935065663,-0.046935268603080275,-0.03580546402174211,0.029645389126472584,0.23163261110882705,-0.00593052750587636,0.24515780507427318,False,False,False,False,-0.00959889919026154,-0.02826708389667091
"(14.0, inf]",London-NY,1,4.0,1.5,30,2783,102,1122,104,1120,1198.5895632040988,54.234064164390134,0.03665109593963349,0.037369744879626306,0.4031620553359684,0.5601868487243982,-0.4581386992454186,0.4306825595415375,-0.04694376606550171,-0.04299119689554126,0.019487626361620602,0.02482096659292865,0.01183012934670484,0.033470623379095406,False,True,False,False,0.026670296272874372,-0.01013673489631367
"(10.0, 14.0]",London,1,0.75,1.5,30,5839,3327,1505,3338,1494,-335.26157441536304,176.60709631837656,0.5697893474910087,0.5716732317177599,0.25774961466004453,0.17246103784894673,0.040717588628189756,-0.05741763562516922,-0.046946167277571435,-0.04270742776738133,0.030246120280591978,0.5705245223317512,-0.0007351748407424807,0.5886408549866161,False,False,False,False,-0.0005444349374278783,-0.02374530110749966
"(14.0, inf]",London-NY,1,4.0,0.5,15,2783,17,1867,19,1865,789.0732148153955,54.234064164390134,0.006108515989938915,0.006827164929931728,0.6708587854832914,0.32303269852676975,-0.31099532878189007,0.2835333147019028,-0.046949640441607876,-0.04371572021164017,0.019487626361620602,0.006009705113848451,9.881087609046359e-05,0.010507975292652214,False,False,False,False,-0.024533742033882366,-0.03574169123774512
"(0.0, 7.0]",Asia,1,3.0,0.5,30,12466,919,9334,931,9322,2362.151648585859,1037.4376423559468,0.0737205198138938,0.07468313813572919,0.7487566180009626,0.17752286218514357,-0.15321674955879994,0.1894875379902021,-0.04695058509306012,-0.04358142096663625,0.08322137352446228,0.06456894710614366,0.009151572707750133,0.0708167899715248,False,True,False,False,-0.06581873400923553,-0.056384659551147825
"(14.0, inf]",London,1,4.0,1.5,15,3737,43,730,43,730,817.4475718695046,70.09098694664937,0.011506556061011506,0.011506556061011506,0.19534385871019536,0.7931495852287932,-0.24698956382124698,0.21874433285242295,-0.04700118144959721,-0.04700118144959721,0.01875595048077318,0.009406494960806271,0.002100061100205235,0.014126121067499286,False,False,False,False,-0.0016411775214903584,-0.024321179485543784
"(10.0, 14.0]",Asia,1,0.75,0.75,60,7727,3748,3928,3872,3804,0.8160348890121129,229.06992178025365,0.48505241361459817,0.5011000388248997,0.5083473534360036,0.006600232949398266,-0.017471204866054097,0.00010560824239835808,-0.047010985750128326,-0.02293954793467601,0.029645389126472584,0.48641203798873495,-0.0013596243741367808,0.5023434654221979,False,False,False,False,-0.03635123031826916,-0.04168110803419874
"(14.0, inf]",London,1,1.5,1.0,30,3737,950,1767,973,1744,236.3906155205851,70.09098694664937,0.2542146106502542,0.2603692801712604,0.4728391758094728,0.272946213540273,-0.09151725983409152,0.06325678766940998,-0.04701642264545472,-0.03162974884293933,0.01875595048077318,0.2449476959994001,0.00926691465085408,0.2648106938112918,False,False,False,False,-0.00424148202421052,-0.02562895233483262
"(14.0, inf]",London,1,1.0,1.0,60,3737,1752,1862,1797,1817,4.354542420458,70.09098694664937,0.4688252609044688,0.48086700561948087,0.4982606368744983,0.03291410222103297,-0.029435375970029435,0.0011652508483965748,-0.04702607560240604,-0.022942586172381957,0.01875595048077318,0.46887809321390617,-5.2832309437367275e-05,0.4917606731444221,False,False,False,False,-0.0145693147891644,-0.03079769519578522
"(7.0, 10.0]",NY-Asia,1,0.75,0.5,60,3217,1279,1938,1342,1875,0.0,141.66023276278702,0.3975753807895555,0.41715884364314576,0.6024246192104445,0.0,-0.003030774013055642,0.0,-0.047065661412119056,-0.02258633284513118,0.044034887399063416,0.38199246332272346,0.015582917466832047,0.4060694866736722,False,False,False,False,-0.0428947765206451,-0.044980218966382074
"(7.0, 10.0]",London,-1,2.0,0.5,30,8389,1174,6155,1184,6145,712.2021241607716,377.5614904111033,0.1399451662891882,0.1411372034807486,0.7336988914054119,0.12635594230539993,-0.08695911312432948,0.0848971419907941,-0.047068705000635556,-0.04408861202173461,0.04500673386710017,0.14350642379128942,-0.003561257502101206,0.1543282547953028,False,False,False,False,-0.046263607207452546,-0.04666615610404405
"(14.0, inf]",London,1,3.0,1.5,15,3737,98,728,100,726,692.1060739756133,70.09098694664937,0.026224244046026225,0.02675943270002676,0.19480867005619482,0.778967085897779,-0.21354027294621353,0.18520365907830166,-0.04709256434868504,-0.044684215405682653,0.01875595048077318,0.023516237402015677,0.0027080066440105487,0.030751622261510222,False,False,False,False,0.002805334504395421,-0.02214361492214481
"(10.0, 14.0]",Asia,1,4.0,1.5,60,7727,570,3700,570,3700,3135.1027674872585,229.06992178025365,0.07376730943445063,0.07376730943445063,0.4788404296622234,0.44739226090332596,-0.4231914067555326,0.40573350168076333,-0.047103294201241826,-0.04710329420124178,0.029645389126472584,0.0697282407597747,0.004039068674675933,0.07797416990134214,False,False,False,False,0.04370367745227826,-0.001699808374481783
"(0.0, 7.0]",Asia,1,4.0,0.75,30,12466,480,8016,481,8015,4540.940736677022,1037.4376423559468,0.038504732873415694,0.038584951066901976,0.643029038986042,0.31846622814054226,-0.32825284774586877,0.3642660626245004,-0.04720815864583065,-0.0468271222267708,0.08322137352446228,0.03292517975368406,0.005579553119731635,0.037489482767563205,False,True,False,False,-0.07469182022814357,-0.06094998943698711
"(10.0, 14.0]",Asia,1,0.75,0.75,30,7729,3589,3786,3711,3664,11.918116476338186,229.12097637005954,0.464355026523483,0.4801397334713417,0.48984344675895974,0.04580152671755722,-0.01911631517660758,0.0015419998028643016,-0.04721863887873222,-0.023541578456944153,0.029644323504988943,0.46699931037280434,-0.0026442838493213605,0.4829057421252453,False,False,False,False,-0.03574706855303374,-0.04148285371588298
"(0.0, 7.0]",NY,1,4.0,1.0,15,1718,5,546,5,546,565.503089700363,120.64002481261608,0.002910360884749709,0.002910360884749709,0.3178114086146682,0.679278230500582,-0.3061699650756694,0.32916361449380854,-0.0472275524518353,-0.0472275524518353,0.07022120186997444,0.008427258539968788,-0.005516897655219079,0.015237091721571092,False,False,False,False,-0.10859049609802501,-0.07790902427493016
"(0.0, 7.0]",Asia-London,-1,1.5,0.75,60,1173,400,762,404,758,4.360548260629319,88.26334477646203,0.3410059676044331,0.34441602728047743,0.649616368286445,0.009377664109121997,0.024296675191815855,0.003717432447254321,-0.047231710584682625,-0.03955907631358288,0.0752458182237528,0.32708783431423677,0.01391813329019631,0.3657714822482982,False,False,False,False,-0.06836755679176423,-0.057799633688223426
"(0.0, 7.0]",Asia-London,1,2.0,1.5,15,1173,141,259,141,259,139.3382469993455,88.26334477646203,0.12020460358056266,0.12020460358056266,0.2208013640238704,0.658994032395567,-0.0907928388746803,0.11878793435579327,-0.047250722742639834,-0.04725072274263984,0.0752458182237528,0.10199410438702965,0.018210499193533014,0.1275095672155762,False,False,False,False,-0.0869339684420319,-0.06709234559233587
"(7.0, 10.0]",Asia,1,2.0,0.75,15,9049,779,4388,788,4379,1700.2796990218296,395.57044673801886,0.08608686042656648,0.08708144546358713,0.4849154602718532,0.42899767930158034,-0.19151287435075698,0.18789697193301244,-0.047330174352546044,-0.04459506550073922,0.043714271934801506,0.07917597418714321,0.006910886239423264,0.0872358446127442,False,False,False,False,-0.0360708761205736,-0.04170052523655982
"(7.0, 10.0]",Asia,1,3.0,1.5,15,9049,230,1791,230,1791,1963.6985406858619,395.57044673801886,0.02541717316830589,0.02541717316830589,0.19792242236711238,0.7766604044645817,-0.22063211404575092,0.21700724286505269,-0.04733914311549974,-0.04733914311549972,0.043714271934801506,0.022373506364571145,0.003043666803734746,0.026850870539513128,False,False,False,False,-0.041313264040429364,-0.04432620357796455
"(10.0, 14.0]",London,1,4.0,1.5,60,5839,400,2712,400,2712,2368.06110210345,176.60709631837656,0.06850488097276931,0.06850488097276931,0.4644630929953759,0.4670320260318548,-0.4226751156019866,0.4055593598396044,-0.047361876042974205,-0.04736187604297421,0.030246120280591978,0.0697282407597747,-0.0012233597870053847,0.07923584022772831,False,False,False,False,-0.05775038541266597,-0.05255613072782009
"(14.0, inf]",London,1,1.0,0.5,15,3737,882,2247,1007,2122,134.40365200865224,70.09098694664937,0.23601819641423602,0.26946748728926945,0.6012844527696013,0.16269735081616266,-0.06462402997056463,0.03596565480563346,-0.047414325645704344,0.002759610666845831,0.01875595048077318,0.2340052258305338,0.0020129705837022283,0.2535689639946701,False,False,False,True,-0.021217533731951035,-0.03431592968882769
"(7.0, 10.0]",Asia,1,4.0,1.5,15,9049,70,1793,70,1793,2375.9786353023046,395.57044673801886,0.0077356613990496184,0.0077356613990496184,0.1981434412642281,0.7941208973367223,-0.26627251630014365,0.2625680887724947,-0.04741869946245044,-0.04741869946245046,0.043714271934801506,0.006524128638797291,0.0012115327602523276,0.00901934768629135,False,False,False,False,-0.0384165873390958,-0.04291764340077312
"(7.0, 10.0]",NY-Asia,-1,2.0,0.75,15,4055,275,1733,277,1731,734.5064486198661,177.1399052858329,0.06781750924784218,0.06831072749691738,0.4273736128236745,0.5048088779284834,-0.1848951911220715,0.18113599226137264,-0.047443515823912895,-0.046087165638956054,0.04368431696321403,0.0885366804949828,-0.020719171247140622,0.10126738058546465,False,False,False,False,-0.027283348351026408,-0.03736343208746965
"(0.0, 7.0]",NY,1,2.0,0.5,60,1700,295,1279,303,1271,88.3362519973824,119.50281424327254,0.17352941176470588,0.17823529411764705,0.7523529411764706,0.07411764705882351,-0.02911764705882353,0.05196250117493083,-0.04745091896817066,-0.03568621308581773,0.07029577308427797,0.1945541235193325,-0.021024711754626613,0.22185279175846823,False,False,False,False,-0.09876294677336184,-0.07310693287076625
"(7.0, 10.0]",London,1,1.5,1.0,60,8389,3136,4840,3155,4821,115.29692976627486,377.5614904111033,0.37382286327333414,0.37608773393729883,0.5769460007152223,0.04923113601144358,-0.016211705805221122,0.013743822835412428,-0.047474616836908866,-0.041812440176997076,0.04500673386710017,0.35989463286137635,0.013928230411957787,0.37461310010645177,False,False,False,False,-0.041327546761792004,-0.044401081799350435
"(0.0, 7.0]",London-NY,-1,3.0,1.5,30,491,99,248,101,246,85.2221937433188,33.53844112206749,0.20162932790224034,0.20570264765784113,0.505091649694501,0.29327902240325865,-0.15274949083503056,0.1735686226951503,-0.04748726553716638,-0.02915732663696271,0.06830639739728613,0.09553641346906813,0.1060929144331722,0.13449606237367762,False,True,False,False,-0.06922735115560134,-0.05835730834638386
"(0.0, 7.0]",NY,1,1.0,1.5,30,1712,782,433,785,430,-93.57182608742616,120.26095462283489,0.4567757009345794,0.45852803738317754,0.25292056074766356,0.290303738317757,0.07739485981308411,-0.05465644047162743,-0.04750746536814314,-0.04312662424664781,0.07024588470959982,0.4925250943261906,-0.035749393391611206,0.5263632310515399,False,False,False,False,-0.11761714462090614,-0.08256230499452463
"(10.0, 14.0]",London-NY,1,4.0,0.5,30,2347,84,1885,86,1883,568.9908982863315,74.04473215694073,0.035790370685982106,0.036642522368981675,0.8031529612270984,0.16105666808691943,-0.2584149978696208,0.24243327579306836,-0.04753039363894729,-0.0436957110654492,0.03154867156239485,0.017930307086933592,0.017860063599048515,0.02606687051694357,False,True,False,False,0.006310265994363684,-0.020610063822291802
"(7.0, 10.0]",London,1,4.0,1.0,30,8389,187,4313,187,4313,3543.705663673281,377.5614904111033,0.022291095482179044,0.022291095482179044,0.5141256407199905,0.46358326379783055,-0.4249612587912743,0.4224228947041699,-0.047545097954204564,-0.0475450979542046,0.04500673386710017,0.02658984361020649,-0.004298748128027448,0.03164097993261562,False,False,False,False,-0.08731447175929116,-0.06742978485674786
"(14.0, inf]",Asia-London,1,0.75,0.75,60,1011,481,522,499,504,1.3774844918061402,18.70284410406137,0.47576656775469833,0.49357072205736896,0.516320474777448,0.007912957467853698,-0.030415430267062313,0.0013624970245362416,-0.04755228448294285,-0.020846053028936922,0.018499351240416784,0.47999848185820554,-0.004231914103507206,0.5240138458081534,False,False,False,False,-0.016152649451896647,-0.03185246696741975
"(14.0, inf]",London,1,1.5,1.0,15,3737,575,1315,598,1292,344.61229726967497,70.09098694664937,0.15386673802515385,0.16002140754616,0.3518865400053519,0.49424672196949426,-0.12108643296762109,0.09221629576389483,-0.04762608768449944,-0.03223941388198405,0.01875595048077318,0.1435237028742068,0.01034303515094706,0.15980954601520408,False,False,False,False,-0.014918375983027012,-0.03127223183376322
"(14.0, inf]",London-NY,1,1.0,1.5,15,2783,1034,635,1046,623,-159.95830318281082,54.234064164390134,0.3715415019762846,0.3758533956162415,0.2281710384477183,0.40028745957599704,0.029284944304707152,-0.057476932512688046,-0.0476796145696015,-0.036899880469709295,0.019487626361620602,0.30884658454647257,0.06269491742981204,0.33353358385955245,False,True,False,False,-0.004991695103765514,-0.026335654836683507
"(14.0, inf]",London,1,1.0,0.5,30,3737,1087,2478,1212,2353,43.58423247215729,70.09098694664937,0.2908750334492909,0.32432432432432434,0.6630987423066631,0.04602622424404601,-0.04067433770404067,0.011662893356210138,-0.04776739482860371,0.0024065414839464574,0.01875595048077318,0.29638933673278095,-0.005514303283490063,0.3174392792242788,False,False,False,True,-0.02288565084373098,-0.03532652283616734
"(14.0, inf]",London-NY,1,0.75,1.0,15,2783,1279,1004,1336,947,-34.03855944336545,54.234064164390134,0.45957599712540426,0.4800574919151994,0.36076176787639236,0.17966223499820333,-0.0160797700323392,-0.012230887331428476,-0.04779828372538828,-0.011955667843246708,0.019487626361620602,0.4092571855169839,0.05031881160842033,0.43543513475386925,False,True,False,False,-0.02123042764618382,-0.03451435568578605
"(10.0, 14.0]",NY-Asia,-1,1.0,1.0,30,2386,964,985,983,966,-22.656642087573136,70.39287069285317,0.40402347024308466,0.41198658843252306,0.41282481139983235,0.18315171835708294,-0.008801341156747695,-0.009495658879955212,-0.047799460511494675,-0.031873224132617894,0.02950246047479177,0.4325585168958663,-0.028535046652781615,0.4610262879424657,False,False,False,False,-0.027131696816965645,-0.037465578664230156
"(7.0, 10.0]",NY,-1,1.0,0.5,30,3563,1123,2311,1161,2273,30.98135926914632,168.80703970705878,0.315183833847881,0.32584900364861075,0.6486107213022734,0.03620544484984567,-0.009121526803255684,0.008695301506917295,-0.047804007981451714,-0.03180625328035713,0.04737778268511333,0.32058118312278566,-0.00539734927490465,0.3425967769984099,False,False,False,False,-0.08503716916535703,-0.06642058857340437
"(0.0, 7.0]",NY,1,4.0,0.75,60,1700,75,1170,76,1169,615.7328546105579,119.50281424327254,0.04411764705882353,0.04470588235294118,0.6882352941176471,0.26764705882352946,-0.3397058823529412,0.3621957968297399,-0.047805858607479254,-0.0450117409604204,0.07029577308427797,0.0841838635178425,-0.04006621645901897,0.10360345684806765,False,False,False,False,-0.1690468548570701,-0.10842635673227469
"(7.0, 10.0]",NY-Asia,-1,4.0,1.0,15,4055,26,1191,26,1191,1070.0166459104726,177.1399052858329,0.006411837237977805,0.006411837237977805,0.293711467324291,0.6998766954377312,-0.26806411837237976,0.26387586828864923,-0.04787256704694456,-0.04787256704694459,0.04368431696321403,0.010743537921497712,-0.004331700683519907,0.015551963994162884,False,False,False,False,-0.019811482399203793,-0.033842024723074175
"(7.0, 10.0]",Asia,-1,0.75,0.75,15,9049,3812,3831,3988,3655,-23.56748012198848,395.57044673801886,0.42126201790253065,0.44071168084871254,0.42336169742512986,0.15537628467233955,-0.0015747596419493867,-0.0026044292321790786,-0.04789346080892997,-0.018718966389657123,0.043714271934801506,0.4198844094599865,0.0013776084425441426,0.43443872767259484,False,False,False,False,-0.06870957747994588,-0.05830151914443793
"(14.0, inf]",London-NY,1,3.0,0.5,15,2783,43,1866,47,1862,724.7370489730038,54.234064164390134,0.01545095220984549,0.01688825008983112,0.670499461013295,0.31404958677685946,-0.28889687387711105,0.2604157560089845,-0.04796874422974717,-0.042938201649797475,0.019487626361620602,0.016498693542366556,-0.0010477413325210658,0.023655885807372778,False,False,False,False,-0.025931874853117765,-0.03695030954143247
"(7.0, 10.0]",Asia-London,-1,3.0,0.5,15,1429,28,931,28,931,376.20510433138315,63.31729597318141,0.01959412176347096,0.01959412176347096,0.6515045486354094,0.3289013296011196,-0.2669699090272918,0.26326459365387206,-0.048014129910285655,-0.0480141299102857,0.04430881453686593,0.023508137432188065,-0.003914015668717106,0.03548238254078419,False,False,False,False,-0.05341303718662839,-0.05071358354845702
"(0.0, 7.0]",NY,1,1.5,0.75,30,1712,425,967,431,961,125.79015937622506,120.26095462283489,0.24824766355140188,0.2517523364485981,0.5648364485981309,0.1869158878504672,-0.051255841121495324,0.07347556038330903,-0.04802616544778611,-0.04014065142909452,0.07024588470959982,0.2690610094682139,-0.020813345916812,0.2993836913663554,False,False,False,False,-0.11226949421204414,-0.08014782982991513
"(10.0, 14.0]",NY,-1,1.0,0.5,15,5079,1266,3029,1332,2963,170.0086207396422,165.78285547779416,0.2492616656822209,0.2622563496751329,0.5963772396140973,0.15436109470368187,-0.04892695412482772,0.03347285306943142,-0.04809494678837408,-0.028602920799006098,0.032640845732977784,0.263514603840568,-0.014252938158347106,0.28093797730616915,False,False,False,False,-0.03701364159057541,-0.04255429418947475
"(7.0, 10.0]",London,-1,2.0,0.5,60,8389,1551,6598,1562,6587,170.91956675650576,377.5614904111033,0.18488496841101443,0.18619620932173084,0.7865061389915365,0.02860889259744903,-0.023483132673739422,0.020374248033914143,-0.048115618506925445,-0.04483751623013441,0.04500673386710017,0.1886364467859364,-0.003751478374921985,0.20068842313897137,False,False,False,False,-0.04914488216629884,-0.04863025033661214
"(7.0, 10.0]",London,-1,2.0,0.5,15,8389,637,5340,643,5334,1369.858514533418,377.5614904111033,0.07593276910239599,0.07664799141733222,0.6365478602932412,0.28751937060436283,-0.16640839194182858,0.1632922296499485,-0.04812289615898025,-0.046334840371639686,0.04500673386710017,0.07864411587419778,-0.0027113467718017925,0.0869940070176981,False,False,False,False,-0.04394462671267283,-0.04603376143582654
"(7.0, 10.0]",Asia,-1,0.75,0.75,60,9031,4482,4533,4679,4336,-1.5820726897410649,394.8911370723462,0.496290554755841,0.5181043073856716,0.5019377699036651,0.001771675340493939,-0.004235411360868121,-0.00017518244820518934,-0.04813677441723921,-0.015416145472493332,0.043726180608165896,0.49518896571909415,0.0011015890367468417,0.5099279005587155,False,False,False,False,-0.07203621574383846,-0.060086495080538836
