month,bucket,phase,vol_state,side,horizon,legs,unorderable,mfe_first,mae_first,tape_unresolved
2025-01,"(0.0, 7.0]",Asia,CONTRACTING,1,15,377,37,18,19,0
2025-01,"(0.0, 7.0]",Asia,EXPANDING,1,15,399,45,25,20,0
2025-01,"(0.0, 7.0]",Asia,STABLE,1,15,778,83,44,39,0
2025-01,"(0.0, 7.0]",Asia,unclassified,1,15,211,28,14,14,0
2025-01,"(0.0, 7.0]",Asia-London,CONTRACTING,1,15,9,1,1,0,0
2025-01,"(0.0, 7.0]",Asia-London,EXPANDING,1,15,49,8,4,4,0
2025-01,"(0.0, 7.0]",Asia-London,STABLE,1,15,176,16,12,4,0
2025-01,"(0.0, 7.0]",London,CONTRACTING,1,15,198,26,14,12,0
2025-01,"(0.0, 7.0]",London,EXPANDING,1,15,139,9,4,5,0
2025-01,"(0.0, 7.0]",London,STABLE,1,15,489,52,30,22,0
2025-01,"(0.0, 7.0]",London-NY,CONTRACTING,1,15,3,0,0,0,0
2025-01,"(0.0, 7.0]",London-NY,EXPANDING,1,15,6,1,1,0,0
2025-01,"(0.0, 7.0]",London-NY,STABLE,1,15,45,6,4,2,0
2025-01,"(0.0, 7.0]",NY,CONTRACTING,1,15,111,7,3,4,0
2025-01,"(0.0, 7.0]",NY,STABLE,1,15,37,2,1,1,0
2025-01,"(0.0, 7.0]",NY-Asia,CONTRACTING,1,15,266,38,23,15,0
2025-01,"(0.0, 7.0]",NY-Asia,EXPANDING,1,15,20,3,1,2,0
2025-01,"(0.0, 7.0]",NY-Asia,STABLE,1,15,406,40,25,15,0
2025-01,"(7.0, 10.0]",Asia,CONTRACTING,1,15,19,4,1,3,0
2025-01,"(7.0, 10.0]",Asia,EXPANDING,1,15,104,8,3,5,0
2025-01,"(7.0, 10.0]",Asia,STABLE,1,15,59,6,3,3,0
2025-01,"(7.0, 10.0]",Asia,unclassified,1,15,16,2,1,1,0
2025-01,"(7.0, 10.0]",Asia-London,EXPANDING,1,15,26,4,2,2,0
2025-01,"(7.0, 10.0]",Asia-London,STABLE,1,15,4,0,0,0,0
2025-01,"(7.0, 10.0]",London,CONTRACTING,1,15,27,1,1,0,0
2025-01,"(7.0, 10.0]",London,EXPANDING,1,15,204,25,11,14,0
2025-01,"(7.0, 10.0]",London,STABLE,1,15,202,17,5,12,0
2025-01,"(7.0, 10.0]",London-NY,CONTRACTING,1,15,2,0,0,0,0
2025-01,"(7.0, 10.0]",London-NY,EXPANDING,1,15,86,6,3,3,0
2025-01,"(7.0, 10.0]",London-NY,STABLE,1,15,41,1,0,1,0
2025-01,"(7.0, 10.0]",NY,CONTRACTING,1,15,182,17,6,11,0
2025-01,"(7.0, 10.0]",NY,EXPANDING,1,15,13,1,0,1,0
2025-01,"(7.0, 10.0]",NY,STABLE,1,15,202,22,9,13,0
2025-01,"(7.0, 10.0]",NY-Asia,CONTRACTING,1,15,32,3,3,0,0
2025-01,"(7.0, 10.0]",NY-Asia,EXPANDING,1,15,21,4,3,1,0
2025-01,"(7.0, 10.0]",NY-Asia,STABLE,1,15,48,6,3,3,0
2025-01,"(10.0, 14.0]",Asia,CONTRACTING,1,15,3,1,1,0,0
2025-01,"(10.0, 14.0]",Asia,EXPANDING,1,15,12,1,0,1,0
2025-01,"(10.0, 14.0]",Asia,STABLE,1,15,9,2,0,2,0
2025-01,"(10.0, 14.0]",Asia,unclassified,1,15,14,6,1,5,0
2025-01,"(10.0, 14.0]",London,CONTRACTING,1,15,1,0,0,0,0
2025-01,"(10.0, 14.0]",London,EXPANDING,1,15,39,8,5,3,0
2025-01,"(10.0, 14.0]",London,STABLE,1,15,17,1,1,0,0
2025-01,"(10.0, 14.0]",London-NY,CONTRACTING,1,15,2,0,0,0,0
2025-01,"(10.0, 14.0]",London-NY,EXPANDING,1,15,95,5,3,2,0
2025-01,"(10.0, 14.0]",London-NY,STABLE,1,15,26,1,0,1,0
2025-01,"(10.0, 14.0]",NY,CONTRACTING,1,15,95,4,2,2,0
2025-01,"(10.0, 14.0]",NY,EXPANDING,1,15,64,9,4,5,0
2025-01,"(10.0, 14.0]",NY,STABLE,1,15,238,10,6,4,0
2025-01,"(10.0, 14.0]",NY-Asia,CONTRACTING,1,15,8,1,1,0,0
2025-01,"(10.0, 14.0]",NY-Asia,EXPANDING,1,15,3,2,0,2,0
2025-01,"(10.0, 14.0]",NY-Asia,STABLE,1,15,2,0,0,0,0
2025-01,"(14.0, inf]",Asia,unclassified,1,15,1,1,1,0,0
2025-01,"(14.0, inf]",London,EXPANDING,1,15,4,1,0,1,0
2025-01,"(14.0, inf]",London-NY,EXPANDING,1,15,76,6,4,2,0
2025-01,"(14.0, inf]",London-NY,STABLE,1,15,14,1,1,0,0
2025-01,"(14.0, inf]",NY,CONTRACTING,1,15,24,3,3,0,0
2025-01,"(14.0, inf]",NY,EXPANDING,1,15,40,3,2,1,0
2025-01,"(14.0, inf]",NY,STABLE,1,15,50,6,4,2,0
2025-01,"(14.0, inf]",NY-Asia,EXPANDING,1,15,9,5,3,2,0
2025-01,"(14.0, inf]",NY-Asia,STABLE,1,15,13,2,2,0,0
2025-01,unclassified,Asia,unclassified,1,15,110,13,6,7,0
2025-01,"(0.0, 7.0]",Asia,CONTRACTING,1,30,377,7,5,2,0
2025-01,"(0.0, 7.0]",Asia,EXPANDING,1,30,399,14,14,0,0
2025-01,"(0.0, 7.0]",Asia,STABLE,1,30,778,12,9,3,0
2025-01,"(0.0, 7.0]",Asia,unclassified,1,30,211,2,0,2,0
2025-01,"(0.0, 7.0]",Asia-London,CONTRACTING,1,30,9,0,0,0,0
2025-01,"(0.0, 7.0]",Asia-London,EXPANDING,1,30,49,2,0,2,0
2025-01,"(0.0, 7.0]",Asia-London,STABLE,1,30,176,3,2,1,0
2025-01,"(0.0, 7.0]",London,CONTRACTING,1,30,198,8,7,1,0
2025-01,"(0.0, 7.0]",London,EXPANDING,1,30,139,0,0,0,0
2025-01,"(0.0, 7.0]",London,STABLE,1,30,489,5,4,1,0
2025-01,"(0.0, 7.0]",London-NY,CONTRACTING,1,30,3,0,0,0,0
2025-01,"(0.0, 7.0]",London-NY,EXPANDING,1,30,6,0,0,0,0
2025-01,"(0.0, 7.0]",London-NY,STABLE,1,30,45,1,0,1,0
2025-01,"(0.0, 7.0]",NY,CONTRACTING,1,30,111,1,1,0,0
2025-01,"(0.0, 7.0]",NY,STABLE,1,30,37,0,0,0,0
2025-01,"(0.0, 7.0]",NY-Asia,CONTRACTING,1,30,236,6,2,4,0
2025-01,"(0.0, 7.0]",NY-Asia,EXPANDING,1,30,20,0,0,0,0
2025-01,"(0.0, 7.0]",NY-Asia,STABLE,1,30,376,8,7,1,0
2025-01,"(7.0, 10.0]",Asia,CONTRACTING,1,30,19,0,0,0,0
2025-01,"(7.0, 10.0]",Asia,EXPANDING,1,30,104,0,0,0,0
2025-01,"(7.0, 10.0]",Asia,STABLE,1,30,59,0,0,0,0
2025-01,"(7.0, 10.0]",Asia,unclassified,1,30,16,1,1,0,0
2025-01,"(7.0, 10.0]",Asia-London,EXPANDING,1,30,26,0,0,0,0
2025-01,"(7.0, 10.0]",Asia-London,STABLE,1,30,4,0,0,0,0
2025-01,"(7.0, 10.0]",London,CONTRACTING,1,30,27,0,0,0,0
2025-01,"(7.0, 10.0]",London,EXPANDING,1,30,204,1,0,1,0
2025-01,"(7.0, 10.0]",London,STABLE,1,30,202,4,2,2,0
2025-01,"(7.0, 10.0]",London-NY,CONTRACTING,1,30,2,0,0,0,0
2025-01,"(7.0, 10.0]",London-NY,EXPANDING,1,30,86,2,2,0,0
2025-01,"(7.0, 10.0]",London-NY,STABLE,1,30,41,0,0,0,0
2025-01,"(7.0, 10.0]",NY,CONTRACTING,1,30,182,4,1,3,0
2025-01,"(7.0, 10.0]",NY,EXPANDING,1,30,13,0,0,0,0
2025-01,"(7.0, 10.0]",NY,STABLE,1,30,202,3,1,2,0
2025-01,"(7.0, 10.0]",NY-Asia,CONTRACTING,1,30,30,0,0,0,0
2025-01,"(7.0, 10.0]",NY-Asia,EXPANDING,1,30,19,1,1,0,0
2025-01,"(7.0, 10.0]",NY-Asia,STABLE,1,30,46,1,0,1,0
2025-01,"(10.0, 14.0]",Asia,CONTRACTING,1,30,3,0,0,0,0
2025-01,"(10.0, 14.0]",Asia,EXPANDING,1,30,12,0,0,0,0
2025-01,"(10.0, 14.0]",Asia,STABLE,1,30,9,0,0,0,0
2025-01,"(10.0, 14.0]",Asia,unclassified,1,30,14,3,1,2,0
2025-01,"(10.0, 14.0]",London,CONTRACTING,1,30,1,0,0,0,0
2025-01,"(10.0, 14.0]",London,EXPANDING,1,30,39,2,2,0,0
2025-01,"(10.0, 14.0]",London,STABLE,1,30,17,0,0,0,0
2025-01,"(10.0, 14.0]",London-NY,CONTRACTING,1,30,2,0,0,0,0
2025-01,"(10.0, 14.0]",London-NY,EXPANDING,1,30,95,1,1,0,0
2025-01,"(10.0, 14.0]",London-NY,STABLE,1,30,26,0,0,0,0
2025-01,"(10.0, 14.0]",NY,CONTRACTING,1,30,95,0,0,0,0
2025-01,"(10.0, 14.0]",NY,EXPANDING,1,30,64,0,0,0,0
2025-01,"(10.0, 14.0]",NY,STABLE,1,30,238,0,0,0,0
2025-01,"(10.0, 14.0]",NY-Asia,CONTRACTING,1,30,8,0,0,0,0
2025-01,"(10.0, 14.0]",NY-Asia,EXPANDING,1,30,3,2,0,2,0
2025-01,"(10.0, 14.0]",NY-Asia,STABLE,1,30,2,0,0,0,0
2025-01,"(14.0, inf]",Asia,unclassified,1,30,1,0,0,0,0
2025-01,"(14.0, inf]",London,EXPANDING,1,30,4,0,0,0,0
2025-01,"(14.0, inf]",London-NY,EXPANDING,1,30,76,2,1,1,0
2025-01,"(14.0, inf]",London-NY,STABLE,1,30,14,0,0,0,0
2025-01,"(14.0, inf]",NY,CONTRACTING,1,30,24,1,1,0,0
2025-01,"(14.0, inf]",NY,EXPANDING,1,30,40,2,2,0,0
2025-01,"(14.0, inf]",NY,STABLE,1,30,50,1,1,0,0
2025-01,"(14.0, inf]",NY-Asia,EXPANDING,1,30,9,5,4,1,0
2025-01,"(14.0, inf]",NY-Asia,STABLE,1,30,13,1,1,0,0
2025-01,unclassified,Asia,unclassified,1,30,110,1,0,1,0
2025-01,"(0.0, 7.0]",Asia,CONTRACTING,1,60,377,0,0,0,0
2025-01,"(0.0, 7.0]",Asia,EXPANDING,1,60,399,6,6,0,0
2025-01,"(0.0, 7.0]",Asia,STABLE,1,60,778,0,0,0,0
2025-01,"(0.0, 7.0]",Asia,unclassified,1,60,211,0,0,0,0
2025-01,"(0.0, 7.0]",Asia-London,CONTRACTING,1,60,9,0,0,0,0
2025-01,"(0.0, 7.0]",Asia-London,EXPANDING,1,60,49,0,0,0,0
2025-01,"(0.0, 7.0]",Asia-London,STABLE,1,60,176,0,0,0,0
2025-01,"(0.0, 7.0]",London,CONTRACTING,1,60,198,3,3,0,0
2025-01,"(0.0, 7.0]",London,EXPANDING,1,60,139,0,0,0,0
2025-01,"(0.0, 7.0]",London,STABLE,1,60,489,0,0,0,0
2025-01,"(0.0, 7.0]",London-NY,CONTRACTING,1,60,3,0,0,0,0
2025-01,"(0.0, 7.0]",London-NY,EXPANDING,1,60,6,0,0,0,0
2025-01,"(0.0, 7.0]",London-NY,STABLE,1,60,45,0,0,0,0
2025-01,"(0.0, 7.0]",NY,CONTRACTING,1,60,111,0,0,0,0
2025-01,"(0.0, 7.0]",NY,STABLE,1,60,37,0,0,0,0
2025-01,"(0.0, 7.0]",NY-Asia,CONTRACTING,1,60,196,0,0,0,0
2025-01,"(0.0, 7.0]",NY-Asia,EXPANDING,1,60,17,0,0,0,0
2025-01,"(0.0, 7.0]",NY-Asia,STABLE,1,60,301,1,1,0,0
2025-01,"(7.0, 10.0]",Asia,CONTRACTING,1,60,19,0,0,0,0
2025-01,"(7.0, 10.0]",Asia,EXPANDING,1,60,104,1,1,0,0
2025-01,"(7.0, 10.0]",Asia,STABLE,1,60,59,0,0,0,0
2025-01,"(7.0, 10.0]",Asia,unclassified,1,60,16,0,0,0,0
2025-01,"(7.0, 10.0]",Asia-London,EXPANDING,1,60,26,0,0,0,0
2025-01,"(7.0, 10.0]",Asia-London,STABLE,1,60,4,0,0,0,0
2025-01,"(7.0, 10.0]",London,CONTRACTING,1,60,27,0,0,0,0
2025-01,"(7.0, 10.0]",London,EXPANDING,1,60,204,0,0,0,0
2025-01,"(7.0, 10.0]",London,STABLE,1,60,202,0,0,0,0
2025-01,"(7.0, 10.0]",London-NY,CONTRACTING,1,60,2,0,0,0,0
2025-01,"(7.0, 10.0]",London-NY,EXPANDING,1,60,86,1,1,0,0
2025-01,"(7.0, 10.0]",London-NY,STABLE,1,60,41,0,0,0,0
2025-01,"(7.0, 10.0]",NY,CONTRACTING,1,60,182,0,0,0,0
2025-01,"(7.0, 10.0]",NY,EXPANDING,1,60,13,0,0,0,0
2025-01,"(7.0, 10.0]",NY,STABLE,1,60,202,0,0,0,0
2025-01,"(7.0, 10.0]",NY-Asia,CONTRACTING,1,60,28,0,0,0,0
2025-01,"(7.0, 10.0]",NY-Asia,EXPANDING,1,60,13,0,0,0,0
2025-01,"(7.0, 10.0]",NY-Asia,STABLE,1,60,40,0,0,0,0
2025-01,"(10.0, 14.0]",Asia,CONTRACTING,1,60,3,0,0,0,0
2025-01,"(10.0, 14.0]",Asia,EXPANDING,1,60,12,0,0,0,0
2025-01,"(10.0, 14.0]",Asia,STABLE,1,60,9,0,0,0,0
2025-01,"(10.0, 14.0]",Asia,unclassified,1,60,14,2,1,1,0
2025-01,"(10.0, 14.0]",London,CONTRACTING,1,60,1,0,0,0,0
2025-01,"(10.0, 14.0]",London,EXPANDING,1,60,39,0,0,0,0
2025-01,"(10.0, 14.0]",London,STABLE,1,60,17,0,0,0,0
2025-01,"(10.0, 14.0]",London-NY,CONTRACTING,1,60,2,0,0,0,0
2025-01,"(10.0, 14.0]",London-NY,EXPANDING,1,60,95,1,1,0,0
2025-01,"(10.0, 14.0]",London-NY,STABLE,1,60,26,0,0,0,0
2025-01,"(10.0, 14.0]",NY,CONTRACTING,1,60,95,0,0,0,0
2025-01,"(10.0, 14.0]",NY,EXPANDING,1,60,64,0,0,0,0
2025-01,"(10.0, 14.0]",NY,STABLE,1,60,238,0,0,0,0
2025-01,"(10.0, 14.0]",NY-Asia,CONTRACTING,1,60,8,0,0,0,0
2025-01,"(10.0, 14.0]",NY-Asia,EXPANDING,1,60,3,2,0,2,0
2025-01,"(10.0, 14.0]",NY-Asia,STABLE,1,60,2,0,0,0,0
2025-01,"(14.0, inf]",Asia,unclassified,1,60,1,0,0,0,0
2025-01,"(14.0, inf]",London,EXPANDING,1,60,4,0,0,0,0
2025-01,"(14.0, inf]",London-NY,EXPANDING,1,60,76,0,0,0,0
2025-01,"(14.0, inf]",London-NY,STABLE,1,60,14,0,0,0,0
2025-01,"(14.0, inf]",NY,CONTRACTING,1,60,24,0,0,0,0
2025-01,"(14.0, inf]",NY,EXPANDING,1,60,40,0,0,0,0
2025-01,"(14.0, inf]",NY,STABLE,1,60,50,0,0,0,0
2025-01,"(14.0, inf]",NY-Asia,EXPANDING,1,60,9,4,3,1,0
2025-01,"(14.0, inf]",NY-Asia,STABLE,1,60,13,0,0,0,0
2025-01,unclassified,Asia,unclassified,1,60,110,1,0,1,0
2025-01,"(0.0, 7.0]",Asia,CONTRACTING,-1,15,377,37,19,18,0
2025-01,"(0.0, 7.0]",Asia,EXPANDING,-1,15,399,45,20,25,0
2025-01,"(0.0, 7.0]",Asia,STABLE,-1,15,778,83,39,44,0
2025-01,"(0.0, 7.0]",Asia,unclassified,-1,15,211,28,14,14,0
2025-01,"(0.0, 7.0]",Asia-London,CONTRACTING,-1,15,9,1,0,1,0
2025-01,"(0.0, 7.0]",Asia-London,EXPANDING,-1,15,49,8,4,4,0
2025-01,"(0.0, 7.0]",Asia-London,STABLE,-1,15,176,16,4,12,0
2025-01,"(0.0, 7.0]",London,CONTRACTING,-1,15,198,26,12,14,0
2025-01,"(0.0, 7.0]",London,EXPANDING,-1,15,139,9,5,4,0
2025-01,"(0.0, 7.0]",London,STABLE,-1,15,489,52,22,30,0
2025-01,"(0.0, 7.0]",London-NY,CONTRACTING,-1,15,3,0,0,0,0
2025-01,"(0.0, 7.0]",London-NY,EXPANDING,-1,15,6,1,0,1,0
2025-01,"(0.0, 7.0]",London-NY,STABLE,-1,15,45,6,2,4,0
2025-01,"(0.0, 7.0]",NY,CONTRACTING,-1,15,111,7,4,3,0
2025-01,"(0.0, 7.0]",NY,STABLE,-1,15,37,2,1,1,0
2025-01,"(0.0, 7.0]",NY-Asia,CONTRACTING,-1,15,266,38,15,23,0
2025-01,"(0.0, 7.0]",NY-Asia,EXPANDING,-1,15,20,3,2,1,0
2025-01,"(0.0, 7.0]",NY-Asia,STABLE,-1,15,406,40,15,25,0
2025-01,"(7.0, 10.0]",Asia,CONTRACTING,-1,15,19,4,3,1,0
2025-01,"(7.0, 10.0]",Asia,EXPANDING,-1,15,104,8,5,3,0
2025-01,"(7.0, 10.0]",Asia,STABLE,-1,15,59,6,3,3,0
2025-01,"(7.0, 10.0]",Asia,unclassified,-1,15,16,2,1,1,0
2025-01,"(7.0, 10.0]",Asia-London,EXPANDING,-1,15,26,4,2,2,0
2025-01,"(7.0, 10.0]",Asia-London,STABLE,-1,15,4,0,0,0,0
2025-01,"(7.0, 10.0]",London,CONTRACTING,-1,15,27,1,0,1,0
2025-01,"(7.0, 10.0]",London,EXPANDING,-1,15,204,25,14,11,0
2025-01,"(7.0, 10.0]",London,STABLE,-1,15,202,17,12,5,0
2025-01,"(7.0, 10.0]",London-NY,CONTRACTING,-1,15,2,0,0,0,0
2025-01,"(7.0, 10.0]",London-NY,EXPANDING,-1,15,86,6,3,3,0
2025-01,"(7.0, 10.0]",London-NY,STABLE,-1,15,41,1,1,0,0
2025-01,"(7.0, 10.0]",NY,CONTRACTING,-1,15,182,17,11,6,0
2025-01,"(7.0, 10.0]",NY,EXPANDING,-1,15,13,1,1,0,0
2025-01,"(7.0, 10.0]",NY,STABLE,-1,15,202,22,13,9,0
2025-01,"(7.0, 10.0]",NY-Asia,CONTRACTING,-1,15,32,3,0,3,0
2025-01,"(7.0, 10.0]",NY-Asia,EXPANDING,-1,15,21,4,1,3,0
2025-01,"(7.0, 10.0]",NY-Asia,STABLE,-1,15,48,6,3,3,0
2025-01,"(10.0, 14.0]",Asia,CONTRACTING,-1,15,3,1,0,1,0
2025-01,"(10.0, 14.0]",Asia,EXPANDING,-1,15,12,1,1,0,0
2025-01,"(10.0, 14.0]",Asia,STABLE,-1,15,9,2,2,0,0
2025-01,"(10.0, 14.0]",Asia,unclassified,-1,15,14,6,5,1,0
2025-01,"(10.0, 14.0]",London,CONTRACTING,-1,15,1,0,0,0,0
2025-01,"(10.0, 14.0]",London,EXPANDING,-1,15,39,8,3,5,0
2025-01,"(10.0, 14.0]",London,STABLE,-1,15,17,1,0,1,0
2025-01,"(10.0, 14.0]",London-NY,CONTRACTING,-1,15,2,0,0,0,0
2025-01,"(10.0, 14.0]",London-NY,EXPANDING,-1,15,95,5,2,3,0
2025-01,"(10.0, 14.0]",London-NY,STABLE,-1,15,26,1,1,0,0
2025-01,"(10.0, 14.0]",NY,CONTRACTING,-1,15,95,4,2,2,0
2025-01,"(10.0, 14.0]",NY,EXPANDING,-1,15,64,9,5,4,0
2025-01,"(10.0, 14.0]",NY,STABLE,-1,15,238,10,4,6,0
2025-01,"(10.0, 14.0]",NY-Asia,CONTRACTING,-1,15,8,1,0,1,0
2025-01,"(10.0, 14.0]",NY-Asia,EXPANDING,-1,15,3,2,2,0,0
2025-01,"(10.0, 14.0]",NY-Asia,STABLE,-1,15,2,0,0,0,0
2025-01,"(14.0, inf]",Asia,unclassified,-1,15,1,1,0,1,0
2025-01,"(14.0, inf]",London,EXPANDING,-1,15,4,1,1,0,0
2025-01,"(14.0, inf]",London-NY,EXPANDING,-1,15,76,6,2,4,0
2025-01,"(14.0, inf]",London-NY,STABLE,-1,15,14,1,0,1,0
2025-01,"(14.0, inf]",NY,CONTRACTING,-1,15,24,3,0,3,0
2025-01,"(14.0, inf]",NY,EXPANDING,-1,15,40,3,1,2,0
2025-01,"(14.0, inf]",NY,STABLE,-1,15,50,6,2,4,0
2025-01,"(14.0, inf]",NY-Asia,EXPANDING,-1,15,9,5,2,3,0
2025-01,"(14.0, inf]",NY-Asia,STABLE,-1,15,13,2,0,2,0
2025-01,unclassified,Asia,unclassified,-1,15,110,13,7,6,0
2025-01,"(0.0, 7.0]",Asia,CONTRACTING,-1,30,377,7,2,5,0
2025-01,"(0.0, 7.0]",Asia,EXPANDING,-1,30,399,14,0,14,0
2025-01,"(0.0, 7.0]",Asia,STABLE,-1,30,778,12,3,9,0
2025-01,"(0.0, 7.0]",Asia,unclassified,-1,30,211,2,2,0,0
2025-01,"(0.0, 7.0]",Asia-London,CONTRACTING,-1,30,9,0,0,0,0
2025-01,"(0.0, 7.0]",Asia-London,EXPANDING,-1,30,49,2,2,0,0
2025-01,"(0.0, 7.0]",Asia-London,STABLE,-1,30,176,3,1,2,0
2025-01,"(0.0, 7.0]",London,CONTRACTING,-1,30,198,8,1,7,0
2025-01,"(0.0, 7.0]",London,EXPANDING,-1,30,139,0,0,0,0
2025-01,"(0.0, 7.0]",London,STABLE,-1,30,489,5,1,4,0
2025-01,"(0.0, 7.0]",London-NY,CONTRACTING,-1,30,3,0,0,0,0
2025-01,"(0.0, 7.0]",London-NY,EXPANDING,-1,30,6,0,0,0,0
2025-01,"(0.0, 7.0]",London-NY,STABLE,-1,30,45,1,1,0,0
2025-01,"(0.0, 7.0]",NY,CONTRACTING,-1,30,111,1,0,1,0
2025-01,"(0.0, 7.0]",NY,STABLE,-1,30,37,0,0,0,0
2025-01,"(0.0, 7.0]",NY-Asia,CONTRACTING,-1,30,236,6,4,2,0
2025-01,"(0.0, 7.0]",NY-Asia,EXPANDING,-1,30,20,0,0,0,0
2025-01,"(0.0, 7.0]",NY-Asia,STABLE,-1,30,376,8,1,7,0
2025-01,"(7.0, 10.0]",Asia,CONTRACTING,-1,30,19,0,0,0,0
2025-01,"(7.0, 10.0]",Asia,EXPANDING,-1,30,104,0,0,0,0
2025-01,"(7.0, 10.0]",Asia,STABLE,-1,30,59,0,0,0,0
2025-01,"(7.0, 10.0]",Asia,unclassified,-1,30,16,1,0,1,0
2025-01,"(7.0, 10.0]",Asia-London,EXPANDING,-1,30,26,0,0,0,0
2025-01,"(7.0, 10.0]",Asia-London,STABLE,-1,30,4,0,0,0,0
2025-01,"(7.0, 10.0]",London,CONTRACTING,-1,30,27,0,0,0,0
2025-01,"(7.0, 10.0]",London,EXPANDING,-1,30,204,1,1,0,0
2025-01,"(7.0, 10.0]",London,STABLE,-1,30,202,4,2,2,0
2025-01,"(7.0, 10.0]",London-NY,CONTRACTING,-1,30,2,0,0,0,0
2025-01,"(7.0, 10.0]",London-NY,EXPANDING,-1,30,86,2,0,2,0
2025-01,"(7.0, 10.0]",London-NY,STABLE,-1,30,41,0,0,0,0
2025-01,"(7.0, 10.0]",NY,CONTRACTING,-1,30,182,4,3,1,0
2025-01,"(7.0, 10.0]",NY,EXPANDING,-1,30,13,0,0,0,0
2025-01,"(7.0, 10.0]",NY,STABLE,-1,30,202,3,2,1,0
2025-01,"(7.0, 10.0]",NY-Asia,CONTRACTING,-1,30,30,0,0,0,0
2025-01,"(7.0, 10.0]",NY-Asia,EXPANDING,-1,30,19,1,0,1,0
2025-01,"(7.0, 10.0]",NY-Asia,STABLE,-1,30,46,1,1,0,0
2025-01,"(10.0, 14.0]",Asia,CONTRACTING,-1,30,3,0,0,0,0
2025-01,"(10.0, 14.0]",Asia,EXPANDING,-1,30,12,0,0,0,0
2025-01,"(10.0, 14.0]",Asia,STABLE,-1,30,9,0,0,0,0
2025-01,"(10.0, 14.0]",Asia,unclassified,-1,30,14,3,2,1,0
2025-01,"(10.0, 14.0]",London,CONTRACTING,-1,30,1,0,0,0,0
2025-01,"(10.0, 14.0]",London,EXPANDING,-1,30,39,2,0,2,0
2025-01,"(10.0, 14.0]",London,STABLE,-1,30,17,0,0,0,0
2025-01,"(10.0, 14.0]",London-NY,CONTRACTING,-1,30,2,0,0,0,0
2025-01,"(10.0, 14.0]",London-NY,EXPANDING,-1,30,95,1,0,1,0
2025-01,"(10.0, 14.0]",London-NY,STABLE,-1,30,26,0,0,0,0
2025-01,"(10.0, 14.0]",NY,CONTRACTING,-1,30,95,0,0,0,0
2025-01,"(10.0, 14.0]",NY,EXPANDING,-1,30,64,0,0,0,0
2025-01,"(10.0, 14.0]",NY,STABLE,-1,30,238,0,0,0,0
2025-01,"(10.0, 14.0]",NY-Asia,CONTRACTING,-1,30,8,0,0,0,0
2025-01,"(10.0, 14.0]",NY-Asia,EXPANDING,-1,30,3,2,2,0,0
2025-01,"(10.0, 14.0]",NY-Asia,STABLE,-1,30,2,0,0,0,0
2025-01,"(14.0, inf]",Asia,unclassified,-1,30,1,0,0,0,0
2025-01,"(14.0, inf]",London,EXPANDING,-1,30,4,0,0,0,0
2025-01,"(14.0, inf]",London-NY,EXPANDING,-1,30,76,2,1,1,0
2025-01,"(14.0, inf]",London-NY,STABLE,-1,30,14,0,0,0,0
2025-01,"(14.0, inf]",NY,CONTRACTING,-1,30,24,1,0,1,0
2025-01,"(14.0, inf]",NY,EXPANDING,-1,30,40,2,0,2,0
2025-01,"(14.0, inf]",NY,STABLE,-1,30,50,1,0,1,0
2025-01,"(14.0, inf]",NY-Asia,EXPANDING,-1,30,9,5,1,4,0
2025-01,"(14.0, inf]",NY-Asia,STABLE,-1,30,13,1,0,1,0
2025-01,unclassified,Asia,unclassified,-1,30,110,1,1,0,0
2025-01,"(0.0, 7.0]",Asia,CONTRACTING,-1,60,377,0,0,0,0
2025-01,"(0.0, 7.0]",Asia,EXPANDING,-1,60,399,6,0,6,0
2025-01,"(0.0, 7.0]",Asia,STABLE,-1,60,778,0,0,0,0
2025-01,"(0.0, 7.0]",Asia,unclassified,-1,60,211,0,0,0,0
2025-01,"(0.0, 7.0]",Asia-London,CONTRACTING,-1,60,9,0,0,0,0
2025-01,"(0.0, 7.0]",Asia-London,EXPANDING,-1,60,49,0,0,0,0
2025-01,"(0.0, 7.0]",Asia-London,STABLE,-1,60,176,0,0,0,0
2025-01,"(0.0, 7.0]",London,CONTRACTING,-1,60,198,3,0,3,0
2025-01,"(0.0, 7.0]",London,EXPANDING,-1,60,139,0,0,0,0
2025-01,"(0.0, 7.0]",London,STABLE,-1,60,489,0,0,0,0
2025-01,"(0.0, 7.0]",London-NY,CONTRACTING,-1,60,3,0,0,0,0
2025-01,"(0.0, 7.0]",London-NY,EXPANDING,-1,60,6,0,0,0,0
2025-01,"(0.0, 7.0]",London-NY,STABLE,-1,60,45,0,0,0,0
2025-01,"(0.0, 7.0]",NY,CONTRACTING,-1,60,111,0,0,0,0
2025-01,"(0.0, 7.0]",NY,STABLE,-1,60,37,0,0,0,0
2025-01,"(0.0, 7.0]",NY-Asia,CONTRACTING,-1,60,196,0,0,0,0
2025-01,"(0.0, 7.0]",NY-Asia,EXPANDING,-1,60,17,0,0,0,0
2025-01,"(0.0, 7.0]",NY-Asia,STABLE,-1,60,301,1,0,1,0
2025-01,"(7.0, 10.0]",Asia,CONTRACTING,-1,60,19,0,0,0,0
2025-01,"(7.0, 10.0]",Asia,EXPANDING,-1,60,104,1,0,1,0
2025-01,"(7.0, 10.0]",Asia,STABLE,-1,60,59,0,0,0,0
2025-01,"(7.0, 10.0]",Asia,unclassified,-1,60,16,0,0,0,0
