month,bucket,phase,vol_state,side,horizon,legs,unorderable,mfe_first,mae_first,tape_unresolved
2025-03,"(14.0, inf]",NY,CONTRACTING,1,30,8,0,0,0,0
2025-03,"(14.0, inf]",NY,EXPANDING,1,30,97,1,1,0,0
2025-03,"(14.0, inf]",NY,STABLE,1,30,88,0,0,0,0
2025-03,"(14.0, inf]",NY-Asia,EXPANDING,1,30,11,0,0,0,0
2025-03,"(14.0, inf]",NY-Asia,STABLE,1,30,3,0,0,0,0
2025-03,unclassified,Asia,unclassified,1,30,110,5,2,3,0
2025-03,"(0.0, 7.0]",Asia,CONTRACTING,1,60,369,0,0,0,0
2025-03,"(0.0, 7.0]",Asia,EXPANDING,1,60,355,0,0,0,0
2025-03,"(0.0, 7.0]",Asia,STABLE,1,60,641,1,1,0,0
2025-03,"(0.0, 7.0]",Asia,unclassified,1,60,199,0,0,0,0
2025-03,"(0.0, 7.0]",Asia-London,CONTRACTING,1,60,9,0,0,0,0
2025-03,"(0.0, 7.0]",Asia-London,EXPANDING,1,60,58,0,0,0,0
2025-03,"(0.0, 7.0]",Asia-London,STABLE,1,60,99,0,0,0,0
2025-03,"(0.0, 7.0]",London,CONTRACTING,1,60,134,0,0,0,0
2025-03,"(0.0, 7.0]",London,EXPANDING,1,60,48,0,0,0,0
2025-03,"(0.0, 7.0]",London,STABLE,1,60,567,0,0,0,0
2025-03,"(0.0, 7.0]",London-NY,CONTRACTING,1,60,5,0,0,0,0
2025-03,"(0.0, 7.0]",London-NY,EXPANDING,1,60,16,0,0,0,0
2025-03,"(0.0, 7.0]",London-NY,STABLE,1,60,42,0,0,0,0
2025-03,"(0.0, 7.0]",NY,CONTRACTING,1,60,97,0,0,0,0
2025-03,"(0.0, 7.0]",NY,STABLE,1,60,31,1,0,1,0
2025-03,"(0.0, 7.0]",NY-Asia,CONTRACTING,1,60,175,3,3,0,0
2025-03,"(0.0, 7.0]",NY-Asia,EXPANDING,1,60,1,0,0,0,0
2025-03,"(0.0, 7.0]",NY-Asia,STABLE,1,60,275,2,2,0,0
2025-03,"(7.0, 10.0]",Asia,CONTRACTING,1,60,52,0,0,0,0
2025-03,"(7.0, 10.0]",Asia,EXPANDING,1,60,106,0,0,0,0
2025-03,"(7.0, 10.0]",Asia,STABLE,1,60,64,0,0,0,0
2025-03,"(7.0, 10.0]",Asia,unclassified,1,60,24,1,1,0,0
2025-03,"(7.0, 10.0]",Asia-London,CONTRACTING,1,60,2,0,0,0,0
2025-03,"(7.0, 10.0]",Asia-London,EXPANDING,1,60,56,0,0,0,0
2025-03,"(7.0, 10.0]",Asia-London,STABLE,1,60,16,0,0,0,0
2025-03,"(7.0, 10.0]",London,CONTRACTING,1,60,32,0,0,0,0
2025-03,"(7.0, 10.0]",London,EXPANDING,1,60,124,0,0,0,0
2025-03,"(7.0, 10.0]",London,STABLE,1,60,219,0,0,0,0
2025-03,"(7.0, 10.0]",London-NY,CONTRACTING,1,60,14,0,0,0,0
2025-03,"(7.0, 10.0]",London-NY,EXPANDING,1,60,95,0,0,0,0
2025-03,"(7.0, 10.0]",London-NY,STABLE,1,60,57,0,0,0,0
2025-03,"(7.0, 10.0]",NY,CONTRACTING,1,60,155,0,0,0,0
2025-03,"(7.0, 10.0]",NY,EXPANDING,1,60,16,0,0,0,0
2025-03,"(7.0, 10.0]",NY,STABLE,1,60,142,0,0,0,0
2025-03,"(7.0, 10.0]",NY-Asia,CONTRACTING,1,60,31,0,0,0,0
2025-03,"(7.0, 10.0]",NY-Asia,EXPANDING,1,60,10,0,0,0,0
2025-03,"(7.0, 10.0]",NY-Asia,STABLE,1,60,78,3,3,0,0
2025-03,"(10.0, 14.0]",Asia,CONTRACTING,1,60,5,0,0,0,0
2025-03,"(10.0, 14.0]",Asia,EXPANDING,1,60,60,0,0,0,0
2025-03,"(10.0, 14.0]",Asia,STABLE,1,60,28,0,0,0,0
2025-03,"(10.0, 14.0]",Asia,unclassified,1,60,8,0,0,0,0
2025-03,"(10.0, 14.0]",Asia-London,EXPANDING,1,60,10,0,0,0,0
2025-03,"(10.0, 14.0]",Asia-London,STABLE,1,60,2,0,0,0,0
2025-03,"(10.0, 14.0]",London,CONTRACTING,1,60,4,0,0,0,0
2025-03,"(10.0, 14.0]",London,EXPANDING,1,60,41,0,0,0,0
2025-03,"(10.0, 14.0]",London,STABLE,1,60,78,0,0,0,0
2025-03,"(10.0, 14.0]",London-NY,EXPANDING,1,60,79,1,1,0,0
2025-03,"(10.0, 14.0]",London-NY,STABLE,1,60,28,0,0,0,0
2025-03,"(10.0, 14.0]",NY,CONTRACTING,1,60,111,0,0,0,0
2025-03,"(10.0, 14.0]",NY,EXPANDING,1,60,78,0,0,0,0
2025-03,"(10.0, 14.0]",NY,STABLE,1,60,185,0,0,0,0
2025-03,"(10.0, 14.0]",NY-Asia,CONTRACTING,1,60,6,0,0,0,0
2025-03,"(10.0, 14.0]",NY-Asia,EXPANDING,1,60,18,0,0,0,0
2025-03,"(10.0, 14.0]",NY-Asia,STABLE,1,60,22,0,0,0,0
2025-03,"(14.0, inf]",Asia,unclassified,1,60,7,1,1,0,0
2025-03,"(14.0, inf]",London,EXPANDING,1,60,11,0,0,0,0
2025-03,"(14.0, inf]",London,STABLE,1,60,2,0,0,0,0
2025-03,"(14.0, inf]",London-NY,EXPANDING,1,60,39,0,0,0,0
2025-03,"(14.0, inf]",London-NY,STABLE,1,60,3,0,0,0,0
2025-03,"(14.0, inf]",NY,CONTRACTING,1,60,8,0,0,0,0
2025-03,"(14.0, inf]",NY,EXPANDING,1,60,97,0,0,0,0
2025-03,"(14.0, inf]",NY,STABLE,1,60,88,0,0,0,0
2025-03,"(14.0, inf]",NY-Asia,EXPANDING,1,60,11,0,0,0,0
2025-03,"(14.0, inf]",NY-Asia,STABLE,1,60,3,0,0,0,0
2025-03,unclassified,Asia,unclassified,1,60,110,1,0,1,0
2025-03,"(0.0, 7.0]",Asia,CONTRACTING,-1,15,373,32,21,11,0
2025-03,"(0.0, 7.0]",Asia,EXPANDING,-1,15,355,39,18,21,0
2025-03,"(0.0, 7.0]",Asia,STABLE,-1,15,642,46,32,14,0
2025-03,"(0.0, 7.0]",Asia,unclassified,-1,15,203,23,15,8,0
2025-03,"(0.0, 7.0]",Asia-London,CONTRACTING,-1,15,9,0,0,0,0
2025-03,"(0.0, 7.0]",Asia-London,EXPANDING,-1,15,58,4,3,1,0
2025-03,"(0.0, 7.0]",Asia-London,STABLE,-1,15,99,14,10,4,0
2025-03,"(0.0, 7.0]",London,CONTRACTING,-1,15,134,21,12,9,0
2025-03,"(0.0, 7.0]",London,EXPANDING,-1,15,48,4,2,2,0
2025-03,"(0.0, 7.0]",London,STABLE,-1,15,567,54,28,26,0
2025-03,"(0.0, 7.0]",London-NY,CONTRACTING,-1,15,5,1,0,1,0
2025-03,"(0.0, 7.0]",London-NY,EXPANDING,-1,15,16,1,0,1,0
2025-03,"(0.0, 7.0]",London-NY,STABLE,-1,15,42,3,3,0,0
2025-03,"(0.0, 7.0]",NY,CONTRACTING,-1,15,97,11,4,7,0
2025-03,"(0.0, 7.0]",NY,STABLE,-1,15,31,3,0,3,0
2025-03,"(0.0, 7.0]",NY-Asia,CONTRACTING,-1,15,231,30,16,14,0
2025-03,"(0.0, 7.0]",NY-Asia,EXPANDING,-1,15,7,1,1,0,0
2025-03,"(0.0, 7.0]",NY-Asia,STABLE,-1,15,379,40,19,21,0
2025-03,"(7.0, 10.0]",Asia,CONTRACTING,-1,15,52,8,7,1,0
2025-03,"(7.0, 10.0]",Asia,EXPANDING,-1,15,106,13,5,8,0
2025-03,"(7.0, 10.0]",Asia,STABLE,-1,15,64,4,2,2,0
2025-03,"(7.0, 10.0]",Asia,unclassified,-1,15,24,3,1,2,0
2025-03,"(7.0, 10.0]",Asia-London,CONTRACTING,-1,15,2,0,0,0,0
2025-03,"(7.0, 10.0]",Asia-London,EXPANDING,-1,15,56,6,2,4,0
2025-03,"(7.0, 10.0]",Asia-London,STABLE,-1,15,16,0,0,0,0
2025-03,"(7.0, 10.0]",London,CONTRACTING,-1,15,32,1,1,0,0
2025-03,"(7.0, 10.0]",London,EXPANDING,-1,15,124,15,11,4,0
2025-03,"(7.0, 10.0]",London,STABLE,-1,15,219,16,10,6,0
2025-03,"(7.0, 10.0]",London-NY,CONTRACTING,-1,15,14,1,0,1,0
2025-03,"(7.0, 10.0]",London-NY,EXPANDING,-1,15,95,3,1,2,0
2025-03,"(7.0, 10.0]",London-NY,STABLE,-1,15,57,2,0,2,0
2025-03,"(7.0, 10.0]",NY,CONTRACTING,-1,15,155,13,7,6,0
2025-03,"(7.0, 10.0]",NY,EXPANDING,-1,15,16,1,1,0,0
2025-03,"(7.0, 10.0]",NY,STABLE,-1,15,142,11,7,4,0
2025-03,"(7.0, 10.0]",NY-Asia,CONTRACTING,-1,15,40,4,3,1,0
2025-03,"(7.0, 10.0]",NY-Asia,EXPANDING,-1,15,12,0,0,0,0
2025-03,"(7.0, 10.0]",NY-Asia,STABLE,-1,15,86,8,4,4,0
2025-03,"(10.0, 14.0]",Asia,CONTRACTING,-1,15,5,0,0,0,0
2025-03,"(10.0, 14.0]",Asia,EXPANDING,-1,15,60,9,2,7,0
2025-03,"(10.0, 14.0]",Asia,STABLE,-1,15,28,0,0,0,0
2025-03,"(10.0, 14.0]",Asia,unclassified,-1,15,8,0,0,0,0
2025-03,"(10.0, 14.0]",Asia-London,EXPANDING,-1,15,10,1,0,1,0
2025-03,"(10.0, 14.0]",Asia-London,STABLE,-1,15,2,0,0,0,0
2025-03,"(10.0, 14.0]",London,CONTRACTING,-1,15,4,2,0,2,0
2025-03,"(10.0, 14.0]",London,EXPANDING,-1,15,41,4,1,3,0
2025-03,"(10.0, 14.0]",London,STABLE,-1,15,78,6,4,2,0
2025-03,"(10.0, 14.0]",London-NY,EXPANDING,-1,15,79,8,2,6,0
2025-03,"(10.0, 14.0]",London-NY,STABLE,-1,15,28,2,0,2,0
2025-03,"(10.0, 14.0]",NY,CONTRACTING,-1,15,111,19,10,9,0
2025-03,"(10.0, 14.0]",NY,EXPANDING,-1,15,78,5,2,3,0
2025-03,"(10.0, 14.0]",NY,STABLE,-1,15,185,20,12,8,0
2025-03,"(10.0, 14.0]",NY-Asia,CONTRACTING,-1,15,6,0,0,0,0
2025-03,"(10.0, 14.0]",NY-Asia,EXPANDING,-1,15,21,2,1,1,0
2025-03,"(10.0, 14.0]",NY-Asia,STABLE,-1,15,23,4,4,0,0
2025-03,"(14.0, inf]",Asia,unclassified,-1,15,7,1,0,1,0
2025-03,"(14.0, inf]",London,EXPANDING,-1,15,11,0,0,0,0
2025-03,"(14.0, inf]",London,STABLE,-1,15,2,0,0,0,0
2025-03,"(14.0, inf]",London-NY,EXPANDING,-1,15,39,2,1,1,0
2025-03,"(14.0, inf]",London-NY,STABLE,-1,15,3,0,0,0,0
2025-03,"(14.0, inf]",NY,CONTRACTING,-1,15,8,0,0,0,0
2025-03,"(14.0, inf]",NY,EXPANDING,-1,15,97,5,0,5,0
2025-03,"(14.0, inf]",NY,STABLE,-1,15,88,4,3,1,0
2025-03,"(14.0, inf]",NY-Asia,EXPANDING,-1,15,11,0,0,0,0
2025-03,"(14.0, inf]",NY-Asia,STABLE,-1,15,3,1,1,0,0
2025-03,unclassified,Asia,unclassified,-1,15,110,11,4,7,0
2025-03,"(0.0, 7.0]",Asia,CONTRACTING,-1,30,371,6,6,0,0
2025-03,"(0.0, 7.0]",Asia,EXPANDING,-1,30,355,8,3,5,0
2025-03,"(0.0, 7.0]",Asia,STABLE,-1,30,641,10,7,3,0
2025-03,"(0.0, 7.0]",Asia,unclassified,-1,30,203,11,7,4,0
2025-03,"(0.0, 7.0]",Asia-London,CONTRACTING,-1,30,9,0,0,0,0
2025-03,"(0.0, 7.0]",Asia-London,EXPANDING,-1,30,58,3,3,0,0
2025-03,"(0.0, 7.0]",Asia-London,STABLE,-1,30,99,3,3,0,0
2025-03,"(0.0, 7.0]",London,CONTRACTING,-1,30,134,0,0,0,0
2025-03,"(0.0, 7.0]",London,EXPANDING,-1,30,48,0,0,0,0
2025-03,"(0.0, 7.0]",London,STABLE,-1,30,567,7,1,6,0
2025-03,"(0.0, 7.0]",London-NY,CONTRACTING,-1,30,5,0,0,0,0
2025-03,"(0.0, 7.0]",London-NY,EXPANDING,-1,30,16,0,0,0,0
2025-03,"(0.0, 7.0]",London-NY,STABLE,-1,30,42,1,1,0,0
2025-03,"(0.0, 7.0]",NY,CONTRACTING,-1,30,97,5,5,0,0
2025-03,"(0.0, 7.0]",NY,STABLE,-1,30,31,0,0,0,0
2025-03,"(0.0, 7.0]",NY-Asia,CONTRACTING,-1,30,214,12,3,9,0
2025-03,"(0.0, 7.0]",NY-Asia,EXPANDING,-1,30,7,0,0,0,0
2025-03,"(0.0, 7.0]",NY-Asia,STABLE,-1,30,340,12,3,9,0
2025-03,"(7.0, 10.0]",Asia,CONTRACTING,-1,30,52,1,1,0,0
2025-03,"(7.0, 10.0]",Asia,EXPANDING,-1,30,106,2,2,0,0
2025-03,"(7.0, 10.0]",Asia,STABLE,-1,30,64,0,0,0,0
2025-03,"(7.0, 10.0]",Asia,unclassified,-1,30,24,1,0,1,0
2025-03,"(7.0, 10.0]",Asia-London,CONTRACTING,-1,30,2,0,0,0,0
2025-03,"(7.0, 10.0]",Asia-London,EXPANDING,-1,30,56,1,0,1,0
2025-03,"(7.0, 10.0]",Asia-London,STABLE,-1,30,16,0,0,0,0
2025-03,"(7.0, 10.0]",London,CONTRACTING,-1,30,32,0,0,0,0
2025-03,"(7.0, 10.0]",London,EXPANDING,-1,30,124,2,1,1,0
2025-03,"(7.0, 10.0]",London,STABLE,-1,30,219,3,3,0,0
2025-03,"(7.0, 10.0]",London-NY,CONTRACTING,-1,30,14,0,0,0,0
2025-03,"(7.0, 10.0]",London-NY,EXPANDING,-1,30,95,0,0,0,0
2025-03,"(7.0, 10.0]",London-NY,STABLE,-1,30,57,0,0,0,0
2025-03,"(7.0, 10.0]",NY,CONTRACTING,-1,30,155,0,0,0,0
2025-03,"(7.0, 10.0]",NY,EXPANDING,-1,30,16,0,0,0,0
2025-03,"(7.0, 10.0]",NY,STABLE,-1,30,142,1,0,1,0
2025-03,"(7.0, 10.0]",NY-Asia,CONTRACTING,-1,30,36,0,0,0,0
2025-03,"(7.0, 10.0]",NY-Asia,EXPANDING,-1,30,11,0,0,0,0
2025-03,"(7.0, 10.0]",NY-Asia,STABLE,-1,30,84,3,1,2,0
2025-03,"(10.0, 14.0]",Asia,CONTRACTING,-1,30,5,0,0,0,0
2025-03,"(10.0, 14.0]",Asia,EXPANDING,-1,30,60,1,1,0,0
2025-03,"(10.0, 14.0]",Asia,STABLE,-1,30,28,0,0,0,0
2025-03,"(10.0, 14.0]",Asia,unclassified,-1,30,8,0,0,0,0
2025-03,"(10.0, 14.0]",Asia-London,EXPANDING,-1,30,10,0,0,0,0
2025-03,"(10.0, 14.0]",Asia-London,STABLE,-1,30,2,0,0,0,0
2025-03,"(10.0, 14.0]",London,CONTRACTING,-1,30,4,0,0,0,0
2025-03,"(10.0, 14.0]",London,EXPANDING,-1,30,41,0,0,0,0
2025-03,"(10.0, 14.0]",London,STABLE,-1,30,78,0,0,0,0
2025-03,"(10.0, 14.0]",London-NY,EXPANDING,-1,30,79,1,0,1,0
2025-03,"(10.0, 14.0]",London-NY,STABLE,-1,30,28,0,0,0,0
2025-03,"(10.0, 14.0]",NY,CONTRACTING,-1,30,111,5,3,2,0
2025-03,"(10.0, 14.0]",NY,EXPANDING,-1,30,78,0,0,0,0
2025-03,"(10.0, 14.0]",NY,STABLE,-1,30,185,1,0,1,0
2025-03,"(10.0, 14.0]",NY-Asia,CONTRACTING,-1,30,6,0,0,0,0
2025-03,"(10.0, 14.0]",NY-Asia,EXPANDING,-1,30,21,0,0,0,0
2025-03,"(10.0, 14.0]",NY-Asia,STABLE,-1,30,23,1,1,0,0
2025-03,"(14.0, inf]",Asia,unclassified,-1,30,7,1,0,1,0
2025-03,"(14.0, inf]",London,EXPANDING,-1,30,11,0,0,0,0
2025-03,"(14.0, inf]",London,STABLE,-1,30,2,0,0,0,0
2025-03,"(14.0, inf]",London-NY,EXPANDING,-1,30,39,0,0,0,0
2025-03,"(14.0, inf]",London-NY,STABLE,-1,30,3,0,0,0,0
2025-03,"(14.0, inf]",NY,CONTRACTING,-1,30,8,0,0,0,0
2025-03,"(14.0, inf]",NY,EXPANDING,-1,30,97,1,0,1,0
2025-03,"(14.0, inf]",NY,STABLE,-1,30,88,0,0,0,0
2025-03,"(14.0, inf]",NY-Asia,EXPANDING,-1,30,11,0,0,0,0
2025-03,"(14.0, inf]",NY-Asia,STABLE,-1,30,3,0,0,0,0
2025-03,unclassified,Asia,unclassified,-1,30,110,5,3,2,0
2025-03,"(0.0, 7.0]",Asia,CONTRACTING,-1,60,369,0,0,0,0
2025-03,"(0.0, 7.0]",Asia,EXPANDING,-1,60,355,0,0,0,0
2025-03,"(0.0, 7.0]",Asia,STABLE,-1,60,641,1,0,1,0
2025-03,"(0.0, 7.0]",Asia,unclassified,-1,60,199,0,0,0,0
2025-03,"(0.0, 7.0]",Asia-London,CONTRACTING,-1,60,9,0,0,0,0
2025-03,"(0.0, 7.0]",Asia-London,EXPANDING,-1,60,58,0,0,0,0
2025-03,"(0.0, 7.0]",Asia-London,STABLE,-1,60,99,0,0,0,0
2025-03,"(0.0, 7.0]",London,CONTRACTING,-1,60,134,0,0,0,0
2025-03,"(0.0, 7.0]",London,EXPANDING,-1,60,48,0,0,0,0
2025-03,"(0.0, 7.0]",London,STABLE,-1,60,567,0,0,0,0
2025-03,"(0.0, 7.0]",London-NY,CONTRACTING,-1,60,5,0,0,0,0
2025-03,"(0.0, 7.0]",London-NY,EXPANDING,-1,60,16,0,0,0,0
2025-03,"(0.0, 7.0]",London-NY,STABLE,-1,60,42,0,0,0,0
2025-03,"(0.0, 7.0]",NY,CONTRACTING,-1,60,97,0,0,0,0
2025-03,"(0.0, 7.0]",NY,STABLE,-1,60,31,1,1,0,0
2025-03,"(0.0, 7.0]",NY-Asia,CONTRACTING,-1,60,175,3,0,3,0
2025-03,"(0.0, 7.0]",NY-Asia,EXPANDING,-1,60,1,0,0,0,0
2025-03,"(0.0, 7.0]",NY-Asia,STABLE,-1,60,275,2,0,2,0
2025-03,"(7.0, 10.0]",Asia,CONTRACTING,-1,60,52,0,0,0,0
2025-03,"(7.0, 10.0]",Asia,EXPANDING,-1,60,106,0,0,0,0
2025-03,"(7.0, 10.0]",Asia,STABLE,-1,60,64,0,0,0,0
2025-03,"(7.0, 10.0]",Asia,unclassified,-1,60,24,1,0,1,0
2025-03,"(7.0, 10.0]",Asia-London,CONTRACTING,-1,60,2,0,0,0,0
2025-03,"(7.0, 10.0]",Asia-London,EXPANDING,-1,60,56,0,0,0,0
2025-03,"(7.0, 10.0]",Asia-London,STABLE,-1,60,16,0,0,0,0
2025-03,"(7.0, 10.0]",London,CONTRACTING,-1,60,32,0,0,0,0
2025-03,"(7.0, 10.0]",London,EXPANDING,-1,60,124,0,0,0,0
2025-03,"(7.0, 10.0]",London,STABLE,-1,60,219,0,0,0,0
2025-03,"(7.0, 10.0]",London-NY,CONTRACTING,-1,60,14,0,0,0,0
2025-03,"(7.0, 10.0]",London-NY,EXPANDING,-1,60,95,0,0,0,0
2025-03,"(7.0, 10.0]",London-NY,STABLE,-1,60,57,0,0,0,0
2025-03,"(7.0, 10.0]",NY,CONTRACTING,-1,60,155,0,0,0,0
2025-03,"(7.0, 10.0]",NY,EXPANDING,-1,60,16,0,0,0,0
2025-03,"(7.0, 10.0]",NY,STABLE,-1,60,142,0,0,0,0
2025-03,"(7.0, 10.0]",NY-Asia,CONTRACTING,-1,60,31,0,0,0,0
2025-03,"(7.0, 10.0]",NY-Asia,EXPANDING,-1,60,10,0,0,0,0
2025-03,"(7.0, 10.0]",NY-Asia,STABLE,-1,60,78,3,0,3,0
2025-03,"(10.0, 14.0]",Asia,CONTRACTING,-1,60,5,0,0,0,0
2025-03,"(10.0, 14.0]",Asia,EXPANDING,-1,60,60,0,0,0,0
2025-03,"(10.0, 14.0]",Asia,STABLE,-1,60,28,0,0,0,0
2025-03,"(10.0, 14.0]",Asia,unclassified,-1,60,8,0,0,0,0
2025-03,"(10.0, 14.0]",Asia-London,EXPANDING,-1,60,10,0,0,0,0
2025-03,"(10.0, 14.0]",Asia-London,STABLE,-1,60,2,0,0,0,0
2025-03,"(10.0, 14.0]",London,CONTRACTING,-1,60,4,0,0,0,0
2025-03,"(10.0, 14.0]",London,EXPANDING,-1,60,41,0,0,0,0
2025-03,"(10.0, 14.0]",London,STABLE,-1,60,78,0,0,0,0
2025-03,"(10.0, 14.0]",London-NY,EXPANDING,-1,60,79,1,0,1,0
2025-03,"(10.0, 14.0]",London-NY,STABLE,-1,60,28,0,0,0,0
2025-03,"(10.0, 14.0]",NY,CONTRACTING,-1,60,111,0,0,0,0
2025-03,"(10.0, 14.0]",NY,EXPANDING,-1,60,78,0,0,0,0
2025-03,"(10.0, 14.0]",NY,STABLE,-1,60,185,0,0,0,0
2025-03,"(10.0, 14.0]",NY-Asia,CONTRACTING,-1,60,6,0,0,0,0
2025-03,"(10.0, 14.0]",NY-Asia,EXPANDING,-1,60,18,0,0,0,0
2025-03,"(10.0, 14.0]",NY-Asia,STABLE,-1,60,22,0,0,0,0
2025-03,"(14.0, inf]",Asia,unclassified,-1,60,7,1,0,1,0
2025-03,"(14.0, inf]",London,EXPANDING,-1,60,11,0,0,0,0
2025-03,"(14.0, inf]",London,STABLE,-1,60,2,0,0,0,0
2025-03,"(14.0, inf]",London-NY,EXPANDING,-1,60,39,0,0,0,0
2025-03,"(14.0, inf]",London-NY,STABLE,-1,60,3,0,0,0,0
2025-03,"(14.0, inf]",NY,CONTRACTING,-1,60,8,0,0,0,0
2025-03,"(14.0, inf]",NY,EXPANDING,-1,60,97,0,0,0,0
2025-03,"(14.0, inf]",NY,STABLE,-1,60,88,0,0,0,0
2025-03,"(14.0, inf]",NY-Asia,EXPANDING,-1,60,11,0,0,0,0
2025-03,"(14.0, inf]",NY-Asia,STABLE,-1,60,3,0,0,0,0
2025-03,unclassified,Asia,unclassified,-1,60,110,1,1,0,0
2025-04,"(0.0, 7.0]",Asia,CONTRACTING,1,15,59,6,4,2,0
2025-04,"(0.0, 7.0]",Asia,EXPANDING,1,15,24,5,2,3,0
2025-04,"(0.0, 7.0]",Asia,STABLE,1,15,72,6,4,2,0
2025-04,"(0.0, 7.0]",Asia,unclassified,1,15,39,3,1,2,0
2025-04,"(0.0, 7.0]",Asia-London,CONTRACTING,1,15,1,0,0,0,0
2025-04,"(0.0, 7.0]",London,CONTRACTING,1,15,19,2,0,2,0
2025-04,"(0.0, 7.0]",London,STABLE,1,15,23,4,2,2,0
2025-04,"(0.0, 7.0]",London-NY,STABLE,1,15,2,0,0,0,0
2025-04,"(0.0, 7.0]",NY,CONTRACTING,1,15,13,0,0,0,0
2025-04,"(0.0, 7.0]",NY,STABLE,1,15,1,0,0,0,0
2025-04,"(0.0, 7.0]",NY-Asia,CONTRACTING,1,15,62,8,6,2,0
2025-04,"(0.0, 7.0]",NY-Asia,EXPANDING,1,15,13,0,0,0,0
2025-04,"(0.0, 7.0]",NY-Asia,STABLE,1,15,67,9,5,4,0
2025-04,"(7.0, 10.0]",Asia,CONTRACTING,1,15,147,18,13,5,0
2025-04,"(7.0, 10.0]",Asia,EXPANDING,1,15,76,7,4,3,0
2025-04,"(7.0, 10.0]",Asia,STABLE,1,15,182,13,9,4,0
2025-04,"(7.0, 10.0]",Asia,unclassified,1,15,51,4,0,4,0
2025-04,"(7.0, 10.0]",Asia-London,CONTRACTING,1,15,12,1,1,0,0
2025-04,"(7.0, 10.0]",Asia-London,EXPANDING,1,15,7,1,0,1,0
2025-04,"(7.0, 10.0]",Asia-London,STABLE,1,15,40,6,2,4,0
2025-04,"(7.0, 10.0]",London,CONTRACTING,1,15,97,15,5,10,0
2025-04,"(7.0, 10.0]",London,EXPANDING,1,15,52,6,3,3,0
2025-04,"(7.0, 10.0]",London,STABLE,1,15,175,19,9,10,0
2025-04,"(7.0, 10.0]",London-NY,CONTRACTING,1,15,9,0,0,0,0
2025-04,"(7.0, 10.0]",London-NY,EXPANDING,1,15,3,0,0,0,0
2025-04,"(7.0, 10.0]",London-NY,STABLE,1,15,32,3,1,2,0
2025-04,"(7.0, 10.0]",NY,CONTRACTING,1,15,41,5,1,4,0
2025-04,"(7.0, 10.0]",NY,EXPANDING,1,15,1,0,0,0,0
2025-04,"(7.0, 10.0]",NY,STABLE,1,15,15,1,1,0,0
2025-04,"(7.0, 10.0]",NY-Asia,CONTRACTING,1,15,95,8,4,4,0
2025-04,"(7.0, 10.0]",NY-Asia,EXPANDING,1,15,32,4,2,2,0
2025-04,"(7.0, 10.0]",NY-Asia,STABLE,1,15,164,22,6,16,0
2025-04,"(10.0, 14.0]",Asia,CONTRACTING,1,15,173,24,16,8,0
2025-04,"(10.0, 14.0]",Asia,EXPANDING,1,15,122,18,8,10,0
2025-04,"(10.0, 14.0]",Asia,STABLE,1,15,173,13,5,8,0
2025-04,"(10.0, 14.0]",Asia,unclassified,1,15,37,3,3,0,0
2025-04,"(10.0, 14.0]",Asia-London,CONTRACTING,1,15,1,0,0,0,0
2025-04,"(10.0, 14.0]",Asia-London,EXPANDING,1,15,41,3,1,2,0
2025-04,"(10.0, 14.0]",Asia-London,STABLE,1,15,48,7,5,2,0
2025-04,"(10.0, 14.0]",London,CONTRACTING,1,15,88,10,6,4,0
2025-04,"(10.0, 14.0]",London,EXPANDING,1,15,75,8,2,6,0
2025-04,"(10.0, 14.0]",London,STABLE,1,15,317,30,14,16,0
2025-04,"(10.0, 14.0]",London-NY,CONTRACTING,1,15,1,0,0,0,0
2025-04,"(10.0, 14.0]",London-NY,EXPANDING,1,15,35,2,1,1,0
2025-04,"(10.0, 14.0]",London-NY,STABLE,1,15,63,10,4,6,0
2025-04,"(10.0, 14.0]",NY,CONTRACTING,1,15,125,10,7,3,0
2025-04,"(10.0, 14.0]",NY,EXPANDING,1,15,12,2,2,0,0
2025-04,"(10.0, 14.0]",NY,STABLE,1,15,129,7,3,4,0
2025-04,"(10.0, 14.0]",NY-Asia,CONTRACTING,1,15,47,5,1,4,0
2025-04,"(10.0, 14.0]",NY-Asia,EXPANDING,1,15,32,5,2,3,0
2025-04,"(10.0, 14.0]",NY-Asia,STABLE,1,15,155,18,12,6,0
2025-04,"(14.0, inf]",Asia,CONTRACTING,1,15,134,12,6,6,0
2025-04,"(14.0, inf]",Asia,EXPANDING,1,15,251,28,14,14,0
2025-04,"(14.0, inf]",Asia,STABLE,1,15,248,18,7,11,0
2025-04,"(14.0, inf]",Asia,unclassified,1,15,115,12,5,7,0
2025-04,"(14.0, inf]",Asia-London,CONTRACTING,1,15,3,1,0,1,0
2025-04,"(14.0, inf]",Asia-London,EXPANDING,1,15,55,2,2,0,0
2025-04,"(14.0, inf]",Asia-London,STABLE,1,15,44,2,0,2,0
2025-04,"(14.0, inf]",London,CONTRACTING,1,15,53,2,1,1,0
2025-04,"(14.0, inf]",London,EXPANDING,1,15,143,20,5,15,0
2025-04,"(14.0, inf]",London,STABLE,1,15,218,9,8,1,0
2025-04,"(14.0, inf]",London-NY,CONTRACTING,1,15,6,0,0,0,0
2025-04,"(14.0, inf]",London-NY,EXPANDING,1,15,142,19,7,12,0
2025-04,"(14.0, inf]",London-NY,STABLE,1,15,85,9,3,6,0
2025-04,"(14.0, inf]",NY,CONTRACTING,1,15,170,17,11,6,0
2025-04,"(14.0, inf]",NY,EXPANDING,1,15,231,15,6,9,0
