instrument,bucket,phase,vol_state,side,target_atr,stop_atr,horizon,n,target,stop,target_max,stop_min,open_pnl,cost_atr,p_target,p_target_max,p_stop,p_neither,ev_barrier,ev_open,ev_lo,ev_hi,cost,p_null,ev_null,ev_delta,lift,mde,thin,beats_mde,passes,undecided,ev_mirror,ev_sym
GC,"(14.0, inf]",London,CONTRACTING,-1,1.0,0.75,30,558,230,291,243,278,4.707170513041797,10.331563439299533,0.4121863799283154,0.43548387096774194,0.521505376344086,0.06630824372759858,0.021057347670250897,0.008435789449895694,0.010977790454735237,0.05174839977373165,0.01851534666541135,0.3690598155883048,-0.03296207488647313,0.04393986534120837,0.04312656434001061,0.42671988181503406,False,False,False,False,-0.04782133196335462,-0.01842177075430969
GC,"(7.0, 10.0]",Asia,CONTRACTING,-1,4.0,0.5,60,2368,151,1908,151,1908,476.71769656562617,100.80389655836123,0.06376689189189189,0.06376689189189189,0.8057432432432432,0.1304898648648649,-0.14780405405405406,0.20131659483345699,0.010943327705770667,0.010943327705770667,0.042569213073632275,0.05796391849647847,-0.039861230918126746,0.05080455862389741,0.005802973395413413,0.07184172334305816,False,False,False,False,-0.05170095600701657,-0.02037881415062295
GC,"(7.0, 10.0]",Asia,EXPANDING,-1,3.0,0.75,60,2239,353,1620,357,1616,282.44771807160953,101.98717230412174,0.1576596694953104,0.15944618133095131,0.723537293434569,0.11880303707012063,-0.06967396158999553,0.12614904782117442,0.010924763629963282,0.017624183013616693,0.04555032260121561,0.13656736092802532,-0.03342438324467518,0.04434914687463846,0.021092308567285084,0.15726612219543373,False,True,True,False,-0.0839586695375917,-0.03651695295381421
GC,"(0.0, 7.0]",Asia-London,EXPANDING,1,1.5,1.5,15,428,95,76,95,76,7.559441531254148,31.388417502032162,0.2219626168224299,0.2219626168224299,0.17757009345794392,0.6004672897196262,0.06658878504672897,0.017662246568350814,0.01091360754491119,0.010913607544911191,0.0733374240701686,0.19429398234028344,-0.08584973828228476,0.09676334582719595,0.02766863448214646,0.2493787297118854,False,False,False,False,-0.15758845568524837,-0.07333742407016859
GC,"(7.0, 10.0]",Asia-London,CONTRACTING,-1,1.0,1.0,30,199,101,93,101,93,2.036372341297891,7.865750277872845,0.507537688442211,0.507537688442211,0.46733668341708545,0.025125628140703515,0.04020100502512563,0.010233026840692919,0.010907648559924855,0.010907648559924862,0.03952638330589369,0.4467113500773367,-0.034702759485064336,0.04561040804498919,0.06082633836487433,0.545491507369016,True,False,False,False,-0.08996041517171224,-0.0395263833058937
GC,"(0.0, 7.0]",London-NY,STABLE,-1,1.5,1.5,60,310,159,141,164,136,-2.225258361922496,21.393714924854198,0.5129032258064516,0.5290322580645161,0.45483870967741935,0.032258064516129004,0.08709677419354839,-0.007178252780395149,0.010906537784591311,0.05929363455878486,0.06901198362856192,0.4533376020489835,-0.07478701581019724,0.08569355359478856,0.059565623757468156,0.5326034913454387,True,False,False,False,-0.19731760181590868,-0.09320553201565869
GC,"(14.0, inf]",Asia-London,EXPANDING,1,3.0,1.0,60,542,46,299,46,299,176.9951162730437,10.135218748661758,0.08487084870848709,0.08487084870848709,0.551660516605166,0.36346863468634694,-0.29704797047970477,0.3265592551163168,0.010811619048675154,0.010811619048675152,0.018699665587936825,0.10301216836225813,-0.022402631970302143,0.0332142510189773,-0.01814131965377104,0.14119145830353408,False,False,False,False,-0.10377972421082197,-0.04648405258107341
GC,"(14.0, inf]",NY-Asia,STABLE,-1,0.75,1.5,60,895,555,241,555,241,-30.402531888448653,14.690670367328769,0.6201117318435754,0.6201117318435754,0.26927374301675977,0.11061452513966485,0.0611731843575419,-0.033969309372568326,0.01078971814996936,0.01078971814996936,0.01641415683500421,0.6197885497705965,-0.03520655151893591,0.04599626966890527,0.00032318207297887813,0.664871196657914,False,False,False,False,-0.06099740349923411,-0.025103842674632375
GC,"(0.0, 7.0]",Asia-London,EXPANDING,1,1.5,0.75,60,428,157,268,159,266,1.5046629331783965,31.388417502032162,0.36682242990654207,0.37149532710280375,0.6261682242990654,0.007009345794392496,0.08060747663551401,0.003515567600884104,0.010785620166229515,0.021299638857818298,0.0733374240701686,0.3187530014406915,-0.08979022752107316,0.10057584768730267,0.04806942846585055,0.3826731673342904,False,False,False,False,-0.13933574816501154,-0.06427506399939101
GC,"(14.0, inf]",London-NY,EXPANDING,-1,2.0,0.75,30,1888,401,1184,405,1180,143.0919994564232,36.75588035205007,0.21239406779661016,0.2145127118644068,0.6271186440677966,0.1604872881355932,-0.045550847457627115,0.07579025394937669,0.010771249525621359,0.016597520712062035,0.019468156966128216,0.16163606273149972,-0.022254169003376584,0.033025418528997944,0.05075800506511044,0.18577403805259723,False,True,True,False,-0.032136136236565915,-0.010682443355472278
GC,"(10.0, 14.0]",Asia-London,STABLE,1,1.0,0.75,30,579,248,304,255,297,3.5428345380108555,17.342211621106692,0.4283246977547496,0.44041450777202074,0.5250431778929189,0.04663212435233155,0.03454231433506045,0.006118885212453982,0.01070919329344415,0.031866360823668685,0.02995200625407028,0.3819447338807152,-0.04343323075102507,0.05414242404446922,0.04637996387403437,0.43887702117546346,False,False,False,False,-0.07785165907380437,-0.03357123289018011
GC,"(14.0, inf]",London-NY,EXPANDING,-1,4.0,0.75,15,1888,34,931,34,931,619.167599694302,36.75588035205007,0.018008474576271187,0.018008474576271187,0.493114406779661,0.4888771186440678,-0.297801906779661,0.3279489405160498,0.010678876770260555,0.010678876770260554,0.019468156966128216,0.014944692868910332,-0.02125133855811189,0.031930215328372445,0.0030637817073608554,0.02334217478453112,False,False,False,False,-0.04055914968516294,-0.014940136457451195
GC,"(14.0, inf]",NY,EXPANDING,1,4.0,0.5,30,2902,47,1979,51,1975,882.3932412004456,49.939451079850514,0.016195727084769126,0.01757408683666437,0.6819434872501723,0.3018607856650586,-0.2761888352860096,0.30406383225377176,0.010666364617710221,0.016868983501238825,0.017208632350051864,0.01552525809756482,-0.017852411396758427,0.028518776014468648,0.0006704689872043066,0.02233174909987476,False,False,False,False,-0.020181362692912676,-0.004757499037601228
GC,"(7.0, 10.0]",London,CONTRACTING,-1,1.5,0.75,30,1669,514,984,514,984,56.82450428947061,72.2668045221851,0.3079688436189335,0.3079688436189335,0.5895745955662073,0.10245656081485921,0.019772318753744758,0.03404703672227118,0.010519892011555131,0.010519892011555128,0.04329946346446081,0.2697208514399352,-0.034218231407151425,0.04473812341870656,0.038247992178998325,0.3004577819209932,False,True,True,False,-0.1017624864989048,-0.045621297243674835
GC,"(10.0, 14.0]",Asia-London,EXPANDING,1,0.75,1.0,60,605,360,245,362,243,0.0,18.647005842198134,0.5950413223140496,0.5983471074380166,0.4049586776859504,0.0,0.04132231404958678,0.0,0.010500816789755152,0.0162859407566973,0.030821497259831625,0.5577386233996704,-0.04457393279538941,0.055074749585144564,0.037302698914379206,0.6139720084398586,False,False,False,False,-0.06470579478049278,-0.027102488995368813
GC,"(14.0, inf]",NY,EXPANDING,1,2.0,0.5,60,2902,438,2131,455,2114,269.76729841327034,49.939451079850514,0.1509303928325293,0.15678842177808408,0.7343211578221915,0.11474844934527917,-0.06529979324603721,0.09295909662759143,0.010450671031502353,0.02509574339538933,0.017208632350051864,0.15866746459206063,-0.011302380538855378,0.02175305157035773,-0.007737071759531339,0.17793579136305607,False,False,False,False,-0.040372797723903085,-0.014961063346200367
GC,"(7.0, 10.0]",Asia,EXPANDING,-1,3.0,1.0,30,2239,231,1164,232,1163,596.3076931578595,101.98717230412174,0.10317105850826262,0.10361768646717284,0.5198749441715051,0.37695399732023227,-0.2103617686467173,0.26632768787756117,0.010415596629628293,0.012202108465269201,0.04555032260121561,0.0804669661928261,-0.03429829335566308,0.044713889985291376,0.02270409231543652,0.09699809686091328,False,True,True,False,-0.09502968412949878,-0.04230704374993524
GC,"(7.0, 10.0]",London-NY,EXPANDING,1,3.0,1.5,30,894,110,390,117,383,306.1511145610951,41.89252815019134,0.12304250559284116,0.13087248322147652,0.436241610738255,0.44071588366890385,-0.28523489932885904,0.3424509111421645,0.010356360638594794,0.045591259967453855,0.04685965117471067,0.07229137511968771,-0.048821885674150724,0.059178246312745514,0.05075113047315345,0.09762149484733988,False,True,True,False,-0.10115302756359482,-0.04539833346250001
GC,"(7.0, 10.0]",Asia,STABLE,1,4.0,0.75,30,3644,120,2210,120,2210,1372.6627990563723,157.467044660687,0.03293084522502744,0.03293084522502744,0.606476399560922,0.36059275521405054,-0.3231339187705818,0.3766912181823195,0.010344608780374655,0.010344608780374659,0.043212690631363064,0.02452677321941519,-0.04391507512219734,0.05425968390257199,0.008404072005612252,0.03200279861027168,False,True,True,False,-0.030627447142288138,-0.010141419180956741
GC,"(7.0, 10.0]",NY-Asia,CONTRACTING,-1,0.75,0.75,30,1144,594,508,596,506,-2.6137269784065333,50.10519335430152,0.5192307692307693,0.5209790209790209,0.44405594405594406,0.036713286713286664,0.05638111888111888,-0.0022847263797259906,0.010298146562318136,0.012920524184695761,0.043798245939074755,0.48254400824924504,-0.04953581554872603,0.059833962111044164,0.036686760981524236,0.5239273898380216,False,False,False,False,-0.10051701606284527,-0.04510943475026357
GC,"(7.0, 10.0]",Asia-London,STABLE,-1,2.0,0.5,30,718,121,515,121,515,53.542824397195844,30.66489157907879,0.16852367688022285,0.16852367688022285,0.7172701949860725,0.11420612813370468,-0.02158774373259053,0.07457217882617806,0.010275672448630993,0.010275672448630986,0.04270876264495654,0.14557707888340576,-0.03265489348600415,0.042930565934635144,0.022946597996817086,0.18353256558477377,False,False,False,False,-0.09038395787075425,-0.04005414271106163
GC,"(7.0, 10.0]",NY-Asia,STABLE,1,3.0,1.0,30,2154,107,921,107,921,716.2814925312866,94.16601201732308,0.04967502321262767,0.04967502321262767,0.4275766016713092,0.5227483751160632,-0.2785515320334262,0.332535511852965,0.010267168298033216,0.010267168298033216,0.04371681152150561,0.0665831921632172,-0.04800146539174409,0.058268633689777305,-0.016908168950589532,0.08208896774897143,False,False,False,False,-0.08803624674996148,-0.03888453922596413
GC,"(14.0, inf]",London,CONTRACTING,-1,1.5,1.5,30,558,200,186,200,186,-4.9498845318817155,10.331563439299533,0.35842293906810035,0.35842293906810035,0.3333333333333333,0.3082437275985663,0.03763440860215054,-0.008870760809823863,0.010248301126915327,0.010248301126915327,0.01851534666541135,0.2946252659784065,-0.028446422765330995,0.03869472389224632,0.06379767308969386,0.3494374757106552,False,True,True,False,-0.047278994457738026,-0.01851534666541135
GC,"(10.0, 14.0]",Asia,EXPANDING,1,2.0,0.75,60,2107,499,1401,503,1397,138.74149978125283,64.52111082059972,0.2368296155671571,0.2387280493592786,0.6649264356905553,0.09824394874228759,-0.02503559563360228,0.065847887888587,0.010190027983224067,0.01541072091155819,0.030622264271760662,0.21447585245278236,-0.05424627985311963,0.0644363078363437,0.02235376311437473,0.23983067204642147,False,False,False,False,-0.033884640242500846,-0.011847306129638389
GC,"(0.0, 7.0]",London-NY,EXPANDING,1,2.0,0.5,60,143,33,110,35,108,0.0,9.545462320908364,0.23076923076923078,0.24475524475524477,0.7692307692307693,-1.1102230246251565e-16,0.07692307692307693,0.0,0.010171592161479975,0.045136627126514936,0.06675148476159695,0.19381303025452218,-0.0649443679628739,0.07511596012435387,0.036956200514708604,0.29055400207865245,True,False,False,False,-0.007310925321037508,0.0014303334202212339
GC,"(14.0, inf]",NY-Asia,EXPANDING,1,2.0,0.5,30,732,64,458,69,453,120.39405434197802,11.956789293972884,0.08743169398907104,0.0942622950819672,0.6256830601092896,0.28688524590163933,-0.13797814207650272,0.16447275183330332,0.01016019815301248,0.02723670088525292,0.016334411603788093,0.10804633934904248,-0.01772331379211826,0.02788351194513074,-0.020614645359971442,0.1413732073890212,False,False,False,False,-0.07842233427111073,-0.03413106805904913
GC,"(14.0, inf]",Asia,EXPANDING,1,1.5,1.0,30,2482,634,1100,653,1081,218.01299044174442,43.94234745705858,0.25543916196615635,0.2630942788074134,0.44319097502014504,0.3013698630136986,-0.06003223207091055,0.08783762709175844,0.010100984280695342,0.029238776383837973,0.01770441074015253,0.24734021593506186,-0.016873348427710842,0.026974332708406185,0.008098946031094484,0.27183049653244534,False,False,False,False,-0.05110499044169916,-0.02050200308050191
GC,"(10.0, 14.0]",London,CONTRACTING,-1,0.75,1.0,60,929,552,377,555,374,0.0,27.6196222746285,0.5941872981700753,0.5974165769644779,0.4058127018299246,5.551115123125783e-17,0.03982777179763186,0.0,0.01009728495734284,0.015748522847547363,0.029730486840289023,0.5638230447458487,-0.0350180126604471,0.04511529761778994,0.03036425342422666,0.6091853403085646,False,False,False,False,-0.0357123315500972,-0.012807523296377177
GC,"(7.0, 10.0]",Asia,EXPANDING,-1,4.0,1.0,30,2239,100,1169,101,1168,893.5493985657957,101.98717230412174,0.044662795891022775,0.04510942384993301,0.5221080839660562,0.43322912014292103,-0.34345690040196514,0.39908414406690296,0.010076921063722197,0.012310060858273332,0.04555032260121561,0.034101789791559256,-0.04025168598580924,0.05032860704953144,0.010561006099463519,0.04531895500570224,False,False,False,False,-0.09985567376333089,-0.04488937634980435
GC,"(14.0, inf]",London-NY,EXPANDING,-1,2.0,1.0,15,1888,237,663,238,662,244.70668928129066,36.75588035205007,0.12552966101694915,0.1260593220338983,0.3511652542372881,0.5233050847457628,-0.10010593220338983,0.1296115938989887,0.010037504729470653,0.01162648778031811,0.019468156966128216,0.09735624068408252,-0.020288365423185628,0.03032587015265628,0.028173420332866628,0.11695257276231856,False,True,True,False,-0.04283059648052532,-0.016396545875527333
GC,"(14.0, inf]",NY-Asia,EXPANDING,1,1.0,0.75,15,759,191,273,204,260,33.75895007968021,12.39599070386143,0.2516469038208169,0.26877470355731226,0.35968379446640314,0.38866930171277997,-0.018115942028985508,0.0444781950983929,0.010030249507007616,0.04000389904587454,0.016332003562399777,0.2752412332313485,-0.030844074580484306,0.04087432408749192,-0.023594329410531634,0.3212812554159942,False,False,False,False,-0.06277663954426214,-0.026373195018627265
GC,"(7.0, 10.0]",NY-Asia,EXPANDING,1,3.0,0.75,30,510,20,284,20,284,180.3247485628855,22.213648286424664,0.0392156862745098,0.0392156862745098,0.5568627450980392,0.403921568627451,-0.3,0.353577938358599,0.010021765247962429,0.01002176524796243,0.043556173110636594,0.060875009206746704,-0.046233148102036825,0.056254913349999255,-0.0216593229322369,0.092419602883628,False,False,False,False,-0.04899701695537418,-0.019487625853705875
GC,"(10.0, 14.0]",London-NY,STABLE,-1,1.0,0.75,30,807,361,437,390,408,-0.3176389203057014,24.97135479791039,0.4473358116480793,0.483271375464684,0.5415117719950434,0.01115241635687736,0.04120198265179678,-0.00039360461004423966,0.009864939630463329,0.07275217630952158,0.030943438411289208,0.3904055349476931,-0.03285338330475051,0.04271832293521384,0.056930276700386195,0.4387653738308076,False,True,True,False,-0.12567799139812028,-0.057906525883828476
GC,"(14.0, inf]",Asia,STABLE,-1,3.0,1.0,60,2478,349,1447,352,1444,470.5361629848313,46.19906514576738,0.14083938660209847,0.1420500403551251,0.5839386602098466,0.27522195318805487,-0.16142050040355124,0.18988545721744604,0.009821266278879718,0.014663881290986253,0.018643690535015085,0.14023538799122282,-0.03411281158094829,0.04393407785982801,0.0006039986108756501,0.16010675678468955,False,False,False,False,-0.032786024816817395,-0.011482379268968838
GC,"(10.0, 14.0]",NY-Asia,EXPANDING,1,0.75,0.75,15,457,170,161,181,150,11.393205602993257,13.66052365426941,0.37199124726477023,0.39606126914660833,0.3522975929978118,0.275711159737418,0.01477024070021882,0.02493042801530253,0.009808932054100319,0.04591396487685742,0.029891736661421028,0.403646912556983,-0.04520638501975184,0.05501531707385216,-0.031655665292212753,0.46827432371766237,False,False,False,False,-0.10569743819969948,-0.047944253072799585
GC,"(7.0, 10.0]",London,CONTRACTING,-1,1.5,1.5,15,1669,364,302,364,302,-4.441372185185959,72.2668045221851,0.21809466746554823,0.21809466746554823,0.18094667465548234,0.6009586578789695,0.05572198921509886,-0.0026610977742276567,0.009761427976410395,0.009761427976410393,0.04329946346446081,0.19110673378565696,-0.04129005001047631,0.0510514779868867,0.026987933679891274,0.2184820893121481,False,False,False,False,-0.09636035490533203,-0.04329946346446081
GC,"(7.0, 10.0]",Asia-London,STABLE,-1,3.0,0.75,30,718,52,426,52,426,201.1653120372514,30.66489157907879,0.07242339832869081,0.07242339832869081,0.5933147632311978,0.33426183844011137,-0.2277158774373259,0.28017452929979303,0.009749889217510592,0.00974988921751059,0.04270876264495654,0.07343301171098181,-0.03926808010442544,0.04901796932193603,-0.001009613382290997,0.10201932602354624,False,False,False,False,-0.11161058450686122,-0.050930347644675314
GC,"(10.0, 14.0]",London-NY,STABLE,-1,1.0,0.75,15,807,331,400,356,375,1.7605020129322972,24.97135479791039,0.41016109045848825,0.44114002478314746,0.49566294919454773,0.09417596034696402,0.03841387856257745,0.0021815390494824005,0.009651979200770643,0.0638651142689243,0.030943438411289208,0.3075010360547037,-0.033591599531747666,0.04324357873251831,0.10266005440378456,0.35350205232730636,False,True,True,False,-0.09797628816410336,-0.04416215448166636
GC,"(14.0, inf]",NY-Asia,CONTRACTING,1,1.0,0.75,15,469,127,177,130,174,18.29335980521347,8.020910927504058,0.27078891257995735,0.2771855010660981,0.3773987206823028,0.3518123667377398,-0.012260127931769723,0.039005031567619336,0.009642748140105356,0.020836777990851624,0.01710215549574426,0.2752412332313485,-0.030844074580484306,0.04048682272058966,-0.004452320651391173,0.3339919500878583,False,False,False,False,-0.048403835729797395,-0.01938054379484602
GC,"(14.0, inf]",London,STABLE,-1,1.0,0.75,60,1905,840,1051,879,1012,3.303068555881889,36.70732180061084,0.4409448818897638,0.46141732283464565,0.5517060367454069,0.0073490813648293685,0.02716535433070866,0.0017338942550561098,0.009630313257360128,0.045457084910903445,0.01926893532840464,0.4065828845002992,-0.03604647628639143,0.04567678954375156,0.03436199738946455,0.43820779557355627,False,True,True,False,-0.10423941534294555,-0.047304551042792714
GC,"(7.0, 10.0]",Asia,CONTRACTING,-1,3.0,0.75,60,2368,354,1700,354,1700,336.55831060988464,100.80389655836123,0.14949324324324326,0.14949324324324326,0.7179054054054054,0.13260135135135143,-0.08994932432432433,0.14212766495349857,0.00960912755554198,0.009609127555541983,0.042569213073632275,0.13656736092802532,-0.03342438324467518,0.04303351080021716,0.012925882315217935,0.15668495273284674,False,False,False,False,-0.0813648173613152,-0.03587784490288661
GC,"(10.0, 14.0]",NY,EXPANDING,-1,2.0,1.0,15,634,68,206,71,203,97.13680977349927,21.045658472534242,0.10725552050473186,0.11198738170347003,0.3249211356466877,0.5678233438485805,-0.11041009463722397,0.15321263371214394,0.009607494165559975,0.023803077761774483,0.033195044909360004,0.0913800248653129,-0.02730402868390465,0.036911522849464626,0.015875495639418966,0.12485848551121088,False,False,False,False,-0.082140627445024,-0.03626656663973201
GC,"(10.0, 14.0]",NY,EXPANDING,-1,4.0,1.0,30,634,14,292,14,292,263.1355459513205,21.045658472534242,0.022082018927444796,0.022082018927444796,0.4605678233438486,0.5173501577287066,-0.3722397476340694,0.4150402932986128,0.009605500755183408,0.009605500755183405,0.033195044909360004,0.0343016713208019,-0.02761879603983955,0.037224296795022954,-0.012219652393357101,0.05616455533128333,False,False,False,False,-0.10471814262676907,-0.04755632093579283
GC,"(10.0, 14.0]",NY,EXPANDING,-1,0.75,1.5,15,634,312,90,317,85,-71.88771947339099,21.045658472534242,0.4921135646687697,0.5,0.14195583596214512,0.3659305993690851,0.15615141955835962,-0.1133875701473044,0.00956880450169522,0.02731328399696336,0.033195044909360004,0.4616245337753833,-0.029152009432215104,0.038720813933910324,0.030489030893386393,0.5171324944313292,False,False,False,False,-0.06638685789902297,-0.028409026698663877
GC,"(0.0, 7.0]",London,EXPANDING,1,3.0,0.5,60,565,78,456,78,456,38.26810395775203,38.88137302149002,0.13805309734513274,0.13805309734513274,0.8070796460176991,0.05486725663716818,0.010619469026548672,0.06773115744734873,0.009534037055330995,0.009534037055330999,0.0688165894185664,0.1158556106931327,-0.054590637604348714,0.0641246746596797,0.02219748665200004,0.15506203847451494,False,False,False,False,-0.1384766684140497,-0.06447131567935936
GC,"(14.0, inf]",NY-Asia,CONTRACTING,1,0.75,1.5,30,436,239,94,240,93,-26.58942036953873,7.5281636078186605,0.5481651376146789,0.5504587155963303,0.21559633027522937,0.23623853211009174,0.08772935779816514,-0.06098490910444663,0.009478018400556447,0.014638568859272044,0.017266430293162067,0.5572937189691859,-0.024321858216800153,0.0337998766173566,-0.009128581354507004,0.6234464888094717,False,False,False,False,-0.0968957288963488,-0.04370885524789618
GC,"(14.0, inf]",London,EXPANDING,1,1.0,0.5,60,1274,443,822,486,779,3.114178169389498,23.08807079640446,0.347723704866562,0.3814756671899529,0.6452119309262166,0.007064364207221341,0.02511773940345369,0.0024444098660828086,0.009439644719768476,0.06006758820485482,0.01812250454976802,0.32307999202074605,-0.024551221886423554,0.03399086660619203,0.024643712845815957,0.3600781488408169,False,False,False,False,-0.09361193411544998,-0.04208614469784075
GC,"(14.0, inf]",Asia,CONTRACTING,1,2.0,1.0,60,1484,348,832,351,829,176.01940653476322,26.121988955338846,0.23450134770889489,0.23652291105121293,0.5606469002695418,0.20485175202156336,-0.09164420485175202,0.11861145992908573,0.009364836643816963,0.015429526670771142,0.01760241843351674,0.2308398164771594,-0.009806556655143288,0.01917139329896025,0.0036615312317354876,0.2618837596245304,False,False,False,False,-0.0747536525710579,-0.03269440796362047
GC,"(14.0, inf]",NY-Asia,EXPANDING,1,2.0,1.5,15,759,58,120,58,120,83.4957659243024,12.39599070386143,0.0764163372859025,0.0764163372859025,0.15810276679841898,0.7654808959156786,-0.08432147562582346,0.11000759673821134,0.009354117549988107,0.009354117549988106,0.016332003562399777,0.0752726131638817,-0.028953233172777215,0.038307350722765324,0.001143724122020795,0.10334132145055465,False,False,False,False,-0.05473346027676653,-0.022689671363389213
GC,"(14.0, inf]",Asia,EXPANDING,1,3.0,1.0,15,2482,51,851,54,848,764.7916012710784,43.94234745705858,0.02054794520547945,0.021756647864625302,0.34286865431103947,0.6365834004834812,-0.28122481869460114,0.30813521404958844,0.009205984614834751,0.014040795251418155,0.01770441074015253,0.0207892053032086,-0.025901586152181473,0.035107570767016226,-0.00024126009772914778,0.029248911319881325,False,False,False,False,-0.03196498429978599,-0.011379499842475618
GC,"(14.0, inf]",Asia,EXPANDING,1,2.0,1.0,15,2482,204,845,217,832,503.690981260001,43.94234745705858,0.0821917808219178,0.08742949234488316,0.34045124899274776,0.5773569701853345,-0.17606768734891218,0.2029375428122486,0.009165444723183902,0.024878579292079952,0.01770441074015253,0.07095787244057425,-0.027457195304381392,0.036622640027565295,0.011233908381343555,0.08578993418780015,False,False,False,False,-0.03517528655697275,-0.013004920916894425
GC,"(7.0, 10.0]",London,CONTRACTING,-1,1.0,1.0,15,1669,641,550,646,545,-3.555485465528442,72.2668045221851,0.38406231276213304,0.38705811863391254,0.32953864589574594,0.2863990413421211,0.05452366686638706,-0.0021303088469313614,0.00909389455499488,0.015085506298553895,0.04329946346446081,0.33741883709053766,-0.04195799967201158,0.05105189422700646,0.04664347567159538,0.3700496004796544,False,True,True,False,-0.10168443322747552,-0.04629526933624032
GC,"(14.0, inf]",NY,EXPANDING,1,3.0,0.5,30,2902,110,1975,117,1968,733.673131965606,49.939451079850514,0.03790489317711923,0.04031702274293591,0.680565127498277,0.2815299793246038,-0.22656788421778085,0.25281637903707993,0.009039862469247236,0.017482315949605608,0.017208632350051864,0.0392859957443455,-0.01773089378207175,0.026770756251318986,-0.001381102567226268,0.049751246453401905,False,False,False,False,-0.016247670877284077,-0.003603904204018421
GC,"(7.0, 10.0]",Asia-London,CONTRACTING,1,2.0,0.5,60,199,43,153,43,153,0.15157988367118896,7.865750277872845,0.21608040201005024,0.21608040201005024,0.7688442211055276,0.015075376884422176,0.04773869346733668,0.0007617079581466782,0.00897401811958967,0.008974018119589672,0.03952638330589369,0.17758276524424693,-0.054402052340462685,0.06337607046005235,0.03849763676580331,0.2567415480620367,True,False,False,False,0.022295049285076012,0.01563453370233284
GC,"(7.0, 10.0]",London-NY,CONTRACTING,1,0.75,0.75,15,72,37,32,45,24,0.17997633448105693,3.2844198958880817,0.5138888888888888,0.625,0.4444444444444444,0.04166666666666674,0.052083333333333336,0.002499671312236902,0.008966061647124657,0.17563272831379131,0.04561694299844558,0.41332895600787917,-0.06217126128094629,0.07113732292807096,0.10055993288100967,0.5760879911075191,True,False,False,False,-0.2668666143106825,-0.1289502763317789
GC,"(10.0, 14.0]",London-NY,EXPANDING,-1,4.0,0.5,60,1427,133,1203,135,1201,128.00872868303833,45.75638738501562,0.09320252277505256,0.09460406447091801,0.8430273300630694,0.06377014716187801,-0.048703573931324455,0.08970478534200303,0.008936469024542891,0.015243406655937423,0.032064742386135686,0.05475979211560401,-0.021904028940929257,0.030840497965472148,0.03844273065944855,0.07233535707882414,False,True,True,False,-0.0858331954993961,-0.038448363237426605
GC,"(14.0, inf]",NY,STABLE,1,1.5,1.0,60,4374,1449,2280,1461,2268,225.4180598582472,79.86781642695342,0.33127572016460904,0.3340192043895748,0.5212620027434842,0.14746227709190673,-0.024348422496570644,0.051535907603623046,0.008927810569568765,0.015786521131983033,0.018259674537483638,0.3362058647516457,-0.010246085115161584,0.01917389568473035,-0.004930144587036667,0.35630020835595966,False,False,False,False,-0.050087138545077146,-0.02057966398775419
GC,"(10.0, 14.0]",London-NY,CONTRACTING,-1,1.0,0.5,15,113,39,71,41,69,0.7513420423319419,3.242974614711239,0.34513274336283184,0.36283185840707965,0.6283185840707964,0.026548672566371723,0.030973451327433628,0.006649044622406565,0.00892360555416551,0.0354722781205372,0.02869889039567468,0.2651056775797762,-0.037654894002578675,0.04657849955674419,0.08002706578305563,0.38501362841526804,True,False,False,False,-0.08637065065853546,-0.038723522552184975
GC,"(10.0, 14.0]",London-NY,STABLE,-1,1.0,0.75,60,807,364,442,393,413,-0.3394207729512872,24.97135479791039,0.4510532837670384,0.48698884758364314,0.5477075588599752,0.0012391573729862992,0.040272614622057,-0.00042059575334731997,0.008908580457420476,0.07179581713647873,0.030943438411289208,0.42185321333502346,-0.0332284150721858,0.04213699552960628,0.029200070432014946,0.4707140674174898,False,False,False,False,-0.12604876678799307,-0.058570093165286295
GC,"(14.0, inf]",Asia,EXPANDING,1,4.0,1.0,15,2482,17,852,17,852,850.0437964618218,43.94234745705858,0.00684931506849315,0.00684931506849315,0.3432715551974214,0.6498791297340853,-0.3158742949234488,0.34248339905794595,0.008904693394344562,0.008904693394344562,0.01770441074015253,0.007217384482623363,-0.02623381791415219,0.03513851130849675,-0.0003680694141302123,0.012418368148337603,False,False,False,False,-0.030949943045868598,-0.011022624825762018
GC,"(0.0, 7.0]",London-NY,CONTRACTING,-1,2.0,1.0,30,38,13,23,13,23,0.0471798250429655,2.709141179679915,0.34210526315789475,0.34210526315789475,0.6052631578947368,0.052631578947368474,0.07894736842105263,0.0012415743432359343,0.008895753825343425,0.008895753825343425,0.07129318893894514,0.2069202304200206,-0.06450217659444472,0.07339793041978815,0.13518503273787413,0.40267921360323966,True,False,False,False,-0.14323531106549664,-0.06716977862007661
GC,"(7.0, 10.0]",London,CONTRACTING,-1,1.5,1.0,30,1669,565,820,566,819,59.58788565696321,72.2668045221851,0.3385260635110845,0.3391252246854404,0.49131216297183944,0.17016177351707606,0.0164769322947873,0.03570274754761127,0.008880216377937754,0.01037811931382751,0.04329946346446081,0.3001767695367165,-0.028025851814997723,0.03690606819293547,0.03834929397436798,0.3318662943295441,False,True,True,False,-0.11908066706415284,-0.055100225343107545
