timestamp,delta,volume,trades,open,high,low,close,session,cvd,cvd_slope,cvd_persistence,cvd_efficiency_specced,price_efficiency_asused,session_phase,realized_vol,regime
2026-07-01 04:10:00+00:00,63,214,146,3988.3,3989.3,3987.0,3989.0,2026-07-01,812,12.097902097902107,0.2857142857142857,8.062015503875912,0.6201550387596856,asia,0.0002945311628641499,1.0
2026-07-01 04:15:00+00:00,16,96,76,3988.6,3989.2,3987.3,3988.8,2026-07-01,828,17.835664335664376,0.29155313351498635,10.918367346938572,0.6836734693877239,asia,0.00022339240112101994,1.0
2026-07-01 04:20:00+00:00,6,156,102,3988.7,3989.9,3987.6,3989.6,2026-07-01,834,21.55594405594405,0.4294117647058823,16.22222222222222,0.5,asia,0.00020746091179486397,2.0
2026-07-01 04:25:00+00:00,40,152,97,3989.6,3990.9,3988.9,3990.1,2026-07-01,874,22.79370629370631,0.802547770700637,30.361445783131863,0.048192771084347254,asia,0.00020515838520553418,2.0
2026-07-01 04:30:00+00:00,-7,265,188,3990.1,3993.5,3990.1,3990.6,2026-07-01,867,21.45454545454546,0.8317152103559871,30.96385542168607,0.43373493975901567,asia,0.00020856485126507102,2.0
2026-07-01 04:35:00+00:00,-51,235,161,3990.4,3991.1,3987.0,3987.4,2026-07-01,816,17.311188811188835,0.5457227138643068,22.289156626505534,0.3373493975903212,asia,0.00019864549731267385,2.0
2026-07-01 04:40:00+00:00,47,153,105,3987.1,3987.7,3985.3,3987.7,2026-07-01,863,14.545454545454565,0.5803814713896458,24.76744186046538,0.31395348837212805,asia,0.0002019748167453665,2.0
2026-07-01 04:45:00+00:00,153,348,241,3987.5,3993.0,3987.1,3992.6,2026-07-01,1016,19.174825174825187,0.6607929515418502,34.883720930232926,0.2558139534883537,asia,0.00019907336442962338,2.0
2026-07-01 04:50:00+00:00,40,253,186,3992.4,3994.2,3991.6,3993.0,2026-07-01,1056,23.517482517482538,0.6844262295081968,37.52808988764198,0.03370786516856114,asia,0.00022424698991305706,2.0
2026-07-01 04:55:00+00:00,-26,373,278,3993.7,3995.4,3989.2,3989.2,2026-07-01,1030,26.206293706293714,0.5681341719077568,26.831683168317074,0.05940594059405094,asia,0.0002609054322834316,2.0
2026-07-01 05:00:00+00:00,-9,197,151,3989.1,3989.6,3984.8,3986.4,2026-07-01,1021,25.79020979020982,0.6017130620985011,26.509433962264378,0.17924528301887804,asia,0.0002921049801026646,2.0
2026-07-01 05:05:00+00:00,24,156,120,3986.1,3987.7,3985.3,3986.0,2026-07-01,1045,24.741258741258765,0.6141078838174274,27.924528301887033,0.28301886792453074,asia,0.00028764645808252646,2.0
2026-07-01 05:10:00+00:00,-20,305,239,3985.8,3985.8,3982.3,3984.8,2026-07-01,1025,23.716783216783234,0.48519362186788156,16.259541984732937,0.3053435114503838,asia,0.0002836097102730039,2.0
2026-07-01 05:15:00+00:00,-12,228,177,3984.5,3985.5,3982.6,3984.7,2026-07-01,1013,21.46853146853151,0.42528735632183906,14.12213740458025,0.3740458015267271,asia,0.00029010867956139345,0.0
2026-07-01 05:20:00+00:00,30,160,126,3984.7,3988.0,3984.7,3987.5,2026-07-01,1043,19.353146853146878,0.4553376906318083,15.954198473282554,0.19847328244274254,asia,0.0002775538446633037,0.0
2026-07-01 05:25:00+00:00,-3,161,117,3987.6,3987.6,3985.5,3986.1,2026-07-01,1040,17.479020979021016,0.3933649289099526,12.671755725190927,0.3435114503816818,asia,0.0002516227713747769,0.0
2026-07-01 05:30:00+00:00,34,308,252,3986.4,3991.7,3983.3,3989.0,2026-07-01,1074,15.43356643356644,0.4610244988864143,15.801526717557362,0.12213740458014657,asia,0.00022910410538524363,0.0
2026-07-01 05:35:00+00:00,33,243,184,3990.0,3990.9,3986.3,3988.4,2026-07-01,1107,10.891608391608436,0.6751740139211136,22.213740458015423,0.05343511450383799,asia,0.0002563255439057935,2.0
2026-07-01 05:40:00+00:00,64,332,269,3988.0,3988.3,3984.7,3987.6,2026-07-01,1171,8.91258741258742,0.6875,23.511450381679552,0.38167938931297973,asia,0.00030503026826757935,2.0
2026-07-01 05:45:00+00:00,-39,203,154,3986.4,3989.3,3986.3,3988.1,2026-07-01,1132,10.23426573426575,0.3473053892215569,8.85496183206113,0.3740458015267271,asia,0.0003092846296112837,0.0
2026-07-01 05:50:00+00:00,-26,176,131,3987.8,3990.6,3986.5,3987.5,2026-07-01,1106,11.56293706293709,0.15625,3.8167938931297973,0.12977099236639922,asia,0.000326189901974595,0.0
2026-07-01 05:55:00+00:00,37,281,230,3987.7,3992.0,3986.5,3986.6,2026-07-01,1143,12.783216783216806,0.3413897280966767,11.649484536082692,0.020618556701012564,asia,0.00033020798529641635,0.0
2026-07-01 06:00:00+00:00,-23,375,316,3986.6,3990.3,3985.9,3987.8,2026-07-01,1120,11.919580419580466,0.28695652173913044,10.2061855670105,0.1855670103093006,asia,0.0003627803939892015,0.0
2026-07-01 06:05:00+00:00,-295,1077,714,3987.7,3988.7,3977.2,3979.2,2026-07-01,825,0.10839160839160839,0.35714285714285715,14.864864864864682,0.37837837837839833,asia,0.0004121131390953818,0.0
2026-07-01 06:10:00+00:00,-46,527,364,3979.5,3981.7,3976.2,3978.0,2026-07-01,779,-12.842657342657303,0.38317757009345793,15.569620253164377,0.424050632911376,asia,0.0004082589885978624,1.0
2026-07-01 06:15:00+00:00,-55,519,342,3978.3,3979.4,3975.9,3979.2,2026-07-01,724,-26.7342657342657,0.4218978102189781,17.95031055900631,0.5155279503105732,asia,0.00041542775049538714,1.0
2026-07-01 06:20:00+00:00,26,562,416,3979.4,3982.6,3978.8,3982.1,2026-07-01,750,-36.24125874125871,0.4302496328928047,18.19875776397526,0.2484472049689455,asia,0.0004283738792799297,0.0
2026-07-01 06:25:00+00:00,-3,175,137,3981.9,3982.6,3980.0,3980.4,2026-07-01,747,-43.95104895104891,0.4302496328928047,18.19875776397526,0.5341614906832272,asia,0.0004258010159816918,1.0
2026-07-01 06:30:00+00:00,-99,393,274,3980.6,3981.3,3976.2,3978.0,2026-07-01,648,-51.87412587412584,0.5710455764075067,26.459627329192696,0.645962732919264,asia,0.0003952001487071079,2.0
2026-07-01 06:35:00+00:00,61,292,224,3977.8,3981.0,3977.0,3980.4,2026-07-01,709,-52.97202797202795,0.5142118863049095,24.72049689441008,0.4472049689440906,asia,0.000320175174736288,2.0
2026-07-01 06:40:00+00:00,80,693,472,3980.6,3986.6,3980.4,3984.7,2026-07-01,789,-45.30069930069926,0.4835443037974684,23.726708074534294,0.21118012422360932,asia,0.00027330321633596186,2.0
2026-07-01 06:45:00+00:00,-17,545,367,3984.8,3986.0,3981.8,3982.9,2026-07-01,772,-37.38461538461533,0.46875,22.360248447205095,0.2857142857142817,asia,0.00026019000898024557,2.0
2026-07-01 06:50:00+00:00,26,265,189,3983.0,3986.6,3982.3,3986.0,2026-07-01,798,-27.132867132867116,0.4010416666666667,19.130434782608805,0.037267080745336176,asia,0.00023013726593812595,0.0
2026-07-01 06:55:00+00:00,5,236,190,3986.2,3986.2,3983.8,3985.0,2026-07-01,803,-12.853146853146828,0.46195652173913043,23.61111111111096,0.19444444444445586,asia,0.00024237798575065455,2.0
2026-07-01 07:00:00+00:00,-20,568,395,3985.0,3986.7,3978.5,3979.3,2026-07-01,783,1.9895104895105133,0.4597544338335607,26.32812500000056,0.007812500000028588,london,0.0002515374549541508,2.0
2026-07-01 07:05:00+00:00,32,792,554,3979.1,3979.4,3973.3,3977.4,2026-07-01,815,7.01048951048952,0.02127659574468085,0.7462686567164382,0.0447761194029795,london,0.0002897474140342575,0.0
2026-07-01 07:10:00+00:00,-4,345,258,3977.0,3977.4,3973.5,3974.5,2026-07-01,811,9.856643356643383,0.07476635514018691,2.388059701492602,0.3507462686567124,london,0.0003482201857950162,0.0
2026-07-01 07:15:00+00:00,227,811,598,3974.1,3983.8,3973.0,3983.2,2026-07-01,1038,18.709790209790214,0.5233333333333333,22.919708029197384,0.08029197080291414,london,0.0003544855567115302,2.0
2026-07-01 07:20:00+00:00,-11,382,280,3982.8,3984.9,3980.2,3980.5,2026-07-01,1027,26.12587412587414,0.4735042735042735,20.21897810219005,0.007299270072986159,london,0.00041637808121509066,0.0
2026-07-01 07:25:00+00:00,-46,547,362,3980.5,3984.0,3976.9,3977.3,2026-07-01,981,29.699300699300707,0.37261146496815284,17.080291970803145,0.051094890510936304,london,0.0004014051118730685,0.0
2026-07-01 07:30:00+00:00,84,895,709,3977.4,3978.1,3973.6,3975.9,2026-07-01,1065,30.36713286713285,0.6802610114192496,30.437956204379965,0.3284671532846759,london,0.00045773279692889156,2.0
2026-07-01 07:35:00+00:00,33,308,227,3976.4,3982.7,3976.1,3982.2,2026-07-01,1098,32.16083916083916,0.6649572649572649,28.394160583941982,0.18248175182481993,london,0.0004653956832999263,2.0
2026-07-01 07:40:00+00:00,43,293,206,3982.3,3984.5,3981.3,3984.2,2026-07-01,1141,36.524475524475555,0.6423357664233577,25.69343065693465,0.09489051094888645,london,0.0004344010551103968,2.0
2026-07-01 07:45:00+00:00,43,831,648,3984.0,3985.9,3982.1,3984.0,2026-07-01,1184,39.307692307692335,0.7177700348432056,30.072992700730325,0.14598540145985595,london,0.0004236301831801183,2.0
2026-07-01 07:50:00+00:00,78,695,512,3983.9,3988.0,3983.7,3984.0,2026-07-01,1262,43.391608391608386,0.7412140575079872,30.933333333333334,0.06666666666666667,london,0.0003764419344954131,2.0
2026-07-01 07:55:00+00:00,107,530,353,3984.0,3991.0,3983.8,3988.7,2026-07-01,1369,48.57342657342659,0.7774725274725275,31.444444444444443,0.522222222222202,london,0.00039064239204928064,2.0
2026-07-01 08:00:00+00:00,-26,328,235,3988.8,3989.3,3983.2,3984.6,2026-07-01,1343,47.888111888111894,0.7629427792915532,31.11111111111111,0.3999999999999899,london,0.00036606181991591407,2.0
2026-07-01 08:05:00+00:00,-20,203,147,3984.5,3986.0,3982.9,3984.5,2026-07-01,1323,43.97202797202799,0.703601108033241,28.22222222222222,0.5555555555555556,london,0.000339622693758224,2.0
2026-07-01 08:10:00+00:00,-2,250,180,3984.4,3987.5,3982.5,3987.5,2026-07-01,1321,36.244755244755254,0.7083333333333334,28.333333333333332,0.238888888888899,london,0.00033288735050818126,2.0
2026-07-01 08:15:00+00:00,39,584,444,3987.5,3996.1,3987.3,3995.9,2026-07-01,1360,36.7692307692308,0.6052631578947368,14.311111111111112,0.6844444444444485,london,0.0003485490301656489,2.0
2026-07-01 08:20:00+00:00,-30,651,415,3995.6,3997.7,3992.0,3992.3,2026-07-01,1330,33.388111888111915,0.5499092558983666,12.572614107883865,0.6224066390041517,london,0.00036701158657514494,1.0
2026-07-01 08:25:00+00:00,3,350,249,3992.6,3995.6,3991.8,3992.0,2026-07-01,1333,25.912587412587424,0.6929133858267716,14.60580912863076,0.6680497925311191,london,0.0003765164766031494,2.0
2026-07-01 08:30:00+00:00,11,226,170,3991.9,3992.8,3989.0,3991.2,2026-07-01,1344,20.21678321678321,0.6413793103448275,12.916666666666721,0.4166666666666684,london,0.000341738816806738,2.0
2026-07-01 08:35:00+00:00,-9,250,204,3990.9,3990.9,3985.8,3986.4,2026-07-01,1335,13.72377622377623,0.5766423357664233,14.451219512195442,0.13414634146343424,london,0.00034277384069884934,0.0
2026-07-01 08:40:00+00:00,10,232,193,3986.1,3992.0,3985.6,3990.2,2026-07-01,1345,7.912587412587416,0.5396825396825397,13.076923076923153,0.3974358974358881,london,0.00035934539978258823,2.0
2026-07-01 08:45:00+00:00,-26,122,101,3990.1,3990.5,3987.7,3988.1,2026-07-01,1319,1.6293706293706405,0.3739612188365651,8.881578947368528,0.2697368421052604,london,0.00034183882771089496,0.0
2026-07-01 08:50:00+00:00,-8,116,87,3988.4,3990.8,3988.0,3990.4,2026-07-01,1311,-2.360139860139801,0.16838487972508592,3.2236842105263546,0.11184210526317719,london,0.0002996655764399395,0.0
2026-07-01 08:55:00+00:00,-2,311,192,3990.4,3990.8,3984.5,3987.7,2026-07-01,1309,-1.905594405594397,0.3225806451612903,3.947368421052679,0.2039473684210491,london,0.00027890998830378547,0.0
2026-07-01 09:00:00+00:00,40,185,136,3987.2,3989.2,3986.0,3988.6,2026-07-01,1349,-0.67482517482514,0.03,0.3947368421052679,0.2697368421052604,london,0.0003216030619501626,0.0
2026-07-01 09:05:00+00:00,-53,221,147,3988.3,3989.3,3985.9,3986.6,2026-07-01,1296,-2.4335664335664435,0.11587982832618025,1.7763157894737054,0.059210526315796166,london,0.0003304675115853835,0.0
2026-07-01 09:10:00+00:00,0,112,79,3987.3,3990.8,3987.3,3989.1,2026-07-01,1296,-4.09440559440553,0.10822510822510822,1.89393939393942,0.515151515151536,london,0.00033647392676590306,1.0
2026-07-01 09:15:00+00:00,-69,289,229,3989.0,3993.7,3988.9,3991.7,2026-07-01,1227,-6.461538461538442,0.5095785440613027,10.075757575757715,0.04545454545457364,london,0.0003203280973373412,0.0
2026-07-01 09:20:00+00:00,-46,189,135,3991.7,3992.7,3990.3,3990.6,2026-07-01,1181,-11.031468531468448,0.5379061371841155,13.423423423423534,0.12612612612613536,london,0.0003335614994792187,0.0
2026-07-01 09:25:00+00:00,-14,120,94,3990.7,3992.3,3990.3,3992.3,2026-07-01,1167,-14.961538461538407,0.5763888888888888,18.04347826086992,0.11956521739134625,london,0.0003332511150323532,2.0
2026-07-01 09:30:00+00:00,-5,367,247,3991.8,3994.7,3990.8,3993.4,2026-07-01,1162,-17.423076923076902,0.6453900709219859,17.843137254902278,0.6862745098039338,london,0.0002820040809308973,2.0
2026-07-01 09:35:00+00:00,19,232,132,3993.4,3995.8,3992.8,3995.6,2026-07-01,1181,-18.290209790209772,0.5273972602739726,13.628318584070577,0.4778761061946906,london,0.00027578651325499697,2.0
2026-07-01 09:40:00+00:00,-6,214,155,3995.6,3995.7,3992.5,3994.7,2026-07-01,1175,-17.856643356643325,0.5902777777777778,15.044247787610377,0.5840707964601596,london,0.00024162402432051478,2.0
2026-07-01 09:45:00+00:00,98,272,187,3995.1,3999.3,3995.1,3998.8,2026-07-01,1273,-13.646853146853116,0.12777777777777777,3.1081081081080697,0.5675675675675668,london,0.00024621030126543953,1.0
2026-07-01 09:50:00+00:00,-78,348,218,3998.5,3998.7,3996.5,3998.5,2026-07-01,1195,-12.479020979020953,0.26976744186046514,7.837837837837742,0.729729729729733,london,0.00023242348319299895,1.0
2026-07-01 09:55:00+00:00,-36,253,168,3998.3,3999.3,3996.9,3997.9,2026-07-01,1159,-11.975524475524447,0.3232758620689655,11.194029850746192,0.6940298507462775,london,0.0002428604697086353,1.0
2026-07-01 10:00:00+00:00,89,407,265,3997.8,4002.9,3997.7,4001.4,2026-07-01,1248,-5.181818181818137,0.1968810916179337,5.9411764705882355,0.8705882352941283,london,0.00020618604279889756,1.0
2026-07-01 10:05:00+00:00,68,286,174,4001.3,4003.5,4000.6,4001.0,2026-07-01,1316,2.524475524475542,0.03787878787878788,1.2345679012345818,0.7345679012345817,london,0.00020501946237109453,1.0
2026-07-01 10:10:00+00:00,-6,324,209,4000.9,4001.3,3996.4,3997.8,2026-07-01,1310,9.860139860139912,0.026217228464419477,0.958904109589047,0.41780821917810973,london,0.00021325977689793646,0.0
2026-07-01 10:15:00+00:00,-20,264,177,3998.0,3998.4,3995.2,3995.5,2026-07-01,1290,13.192307692307711,0.12989690721649486,4.772727272727338,0.3712121212121332,london,0.0002177495077070614,0.0
2026-07-01 10:20:00+00:00,27,157,111,3995.6,3998.6,3994.6,3998.6,2026-07-01,1317,15.031468531468567,0.2918454935622318,10.303030303030445,0.4772727272727132,london,0.00020260663920578694,1.0
2026-07-01 10:25:00+00:00,-2,109,97,3998.6,4000.7,3996.6,4000.5,2026-07-01,1315,15.206293706293746,0.32599118942731276,11.653543307086782,0.5590551181102371,london,0.00020631217909596644,1.0
2026-07-01 10:30:00+00:00,64,321,230,4000.4,4005.4,4000.1,4004.5,2026-07-01,1379,16.580419580419637,0.42300194931773877,16.82170542635647,0.6899224806201573,london,0.00025382114071558225,1.0
2026-07-01 10:35:00+00:00,19,427,308,4004.6,4007.6,4002.3,4003.0,2026-07-01,1398,18.03146853146859,0.42300194931773877,14.370860927152405,0.5496688741722008,london,0.0002550482551029471,1.0
2026-07-01 10:40:00+00:00,11,275,191,4002.9,4003.3,4000.0,4000.4,2026-07-01,1409,18.115384615384613,0.4517374517374517,18.0,0.12307692307691608,london,0.0003262427055857252,0.0
2026-07-01 10:45:00+00:00,56,220,134,4000.8,4004.1,4000.2,4004.1,2026-07-01,1465,23.17132867132869,0.40336134453781514,14.76923076923077,0.4307692307692238,london,0.00032764723390466514,1.0
2026-07-01 10:50:00+00:00,42,260,157,4004.9,4007.7,4004.4,4007.2,2026-07-01,1507,24.95454545454545,0.7090909090909091,23.816793893129937,0.7099236641221215,london,0.0003375051750759312,2.0
2026-07-01 10:55:00+00:00,4,397,277,4007.3,4012.0,4007.3,4011.9,2026-07-01,1511,23.07342657342659,0.8627450980392157,20.229885057471158,0.6034482758620658,london,0.0003417897681848035,2.0
2026-07-01 11:00:00+00:00,119,991,684,4011.5,4021.7,4011.3,4020.2,2026-07-01,1630,27.35314685314685,0.8721461187214612,14.095940959409642,0.7084870848708443,london,0.0003427061827466083,2.0
2026-07-01 11:05:00+00:00,-75,509,360,4020.2,4024.4,4020.0,4024.1,2026-07-01,1555,29.16783216783222,0.5370786516853933,8.020134228187871,0.8825503355704553,london,0.00035445515912440755,1.0
2026-07-01 11:10:00+00:00,-110,958,719,4024.0,4033.0,4023.7,4029.8,2026-07-01,1445,24.80769230769234,0.2459016393442623,3.5156249999999916,0.8932291666666693,london,0.00028562421432583535,1.0
2026-07-01 11:15:00+00:00,-32,941,626,4029.7,4038.5,4028.7,4036.2,2026-07-01,1413,17.363636363636385,0.2192513368983957,2.801822323462409,0.8564920273348481,london,0.0002979478700011423,1.0
2026-07-01 11:20:00+00:00,19,745,553,4036.0,4039.7,4032.5,4037.8,2026-07-01,1432,11.017482517482545,0.20795660036166366,2.668213457076572,0.8654292343387532,london,0.00034657591689310957,1.0
